公司代號,公司名稱,營業收入(百萬元),毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
2936,客思達-KY,2372.58,28.48,-2.18,-3.37,-2.53
2939,凱羿-KY,366.54,33.25,13.75,12.73,10.19
3002,歐格,149.81,22.07,-9.62,-4.99,-5.28
3003,健和興,705.65,30.9,13.44,17.88,19.52
3004,豐達科,653.67,29.01,13.24,13.15,11.3
3005,神基,5598.66,25.91,6.65,6.96,5.72
3006,晶豪科,3663.73,19.31,9.21,9.63,8.51
3008,大立光,13214.52,69.8,59.46,62.6,50.86
3010,華立,12353.03,8.14,3.44,3.9,2.96
3011,今皓,264.13,5.25,-13.76,-9.14,-7.98
3013,晟銘電,1360.85,7.25,0.94,2.41,1.64
3014,聯陽,844.36,52.01,17.97,18.65,14.92
3015,全漢,2644.12,10.96,-1.39,-0.45,-0.64
3016,嘉晶,1003.11,6.69,0.62,2.13,2.24
3017,奇鋐,7486.55,11.88,3.45,4.34,2.68
3018,同開,400.7,11.16,-1.26,-3.04,-0.18
3019,亞光,2923.36,13.46,-2.96,-0.99,-1.94
3021,鴻名,543.1,15.8,-0.93,-0.56,-0.98
3022,威強電,1008.14,36.13,10.24,23.98,20.16
3023,信邦,4483.19,25.72,12.39,12.82,9.7
3024,憶聲,272.03,27.28,-0.89,4.06,2.97
3025,星通,147.47,58.86,20.48,21.6,18.42
3026,禾伸堂,3165.93,23.67,11.88,11.25,8.72
3027,盛達,172.3,40.77,8.9,6.01,4.22
3028,增你強,6221.56,5.5,1.65,1.15,0.82
3029,零壹,2531.81,9.32,4.62,4.6,3.62
3030,德律,1162.5,55.56,27.41,28.69,23.24
3031,佰鴻,266.61,20.02,-2.73,2.2,1.17
3032,偉訓,1716.51,17.58,4.55,7.76,6.06
3033,威健,11561.51,5.89,1.85,1.08,0.79
3034,聯詠,16891.15,33.2,15.4,16.17,13.09
3035,智原,1265.42,48.89,3.36,3.73,2.86
3036,文曄,77475.66,3.2,1.49,1.01,0.8
3037,欣興,20567.29,13.9,4.15,2.5,1.15
3038,全台,814.96,17.27,4.49,6.24,5.38
3040,遠見,35.32,55.08,17.8,150.91,138.43
3041,揚智,498.03,36.77,-11.4,-8.12,-5.97
3042,晶技,2151.18,29.78,12.84,13.85,11.94
3043,科風,196,23.63,-9.83,-1.73,-1.73
3044,健鼎,11718.07,15.85,7.24,10.35,8.34
3045,台灣大,31852.68,25.97,14.07,13.59,11.19
3046,建碁,283.79,22.86,-21.14,-16.42,-16.78
3047,訊舟,1211.19,25.35,0.52,0.52,-0.31
3048,益登,21585.78,2.79,1.13,0.57,0.44
3049,和鑫,898.99,31.46,21.16,18.78,15.46
3050,鈺德,241.4,36.92,18.75,0.41,-1.11
3051,力特,544.55,17.31,2.94,5.29,2.6
3052,夆典,576,3.25,-2.67,-2.87,-2.42
3054,立萬利,102.4,-2.47,-19.14,-15.18,-15.46
3055,蔚華科,644.48,13.8,-7.52,-6.52,-7.24
3056,總太,1551.84,24.41,20,20.01,16.12
3057,喬鼎,290.22,32.24,-14.08,-16.35,-16.44
3058,立德,828.3,10.9,-6.38,-6.19,-6.24
3059,華晶科,1113.74,24.22,-2.69,1.06,-0.13
3060,銘異,1133.77,4.24,-8.33,-6.81,-6.89
3062,建漢,929.41,6.29,-4.12,-2.09,-1.74
3090,日電貿,2064.07,17.31,8.83,9.47,7.52
3092,鴻碩,575.5,24.45,11.62,11.21,8.68
3094,聯傑,49.27,73.32,5.99,5.3,0.94
3130,一零四,396.92,88.81,18.04,19.35,15.52
3138,耀登,234.43,37.54,4.89,6.34,3.98
3149,正達,401.57,-7.08,-19.38,-15.78,-15.78
3164,景岳,80.52,66.8,24.03,16.92,11
3167,大量,323.06,28.63,2.73,5.3,4.27
3189,景碩,5892.33,17.85,1.45,1.95,1.34
3209,全科,9522.67,3.72,1.29,1.13,0.92
3229,晟鈦,98.42,-1.22,-55.31,-58.72,-59.51
3231,緯創,173771.43,4.94,1.09,1.08,0.83
3257,虹冠電,156.87,43.88,13.06,25.41,24.91
3266,昇陽,336.47,8.43,-8,-10.62,-11.08
3296,勝德,313.15,9.12,-19.44,-15.43,-15.44
3305,昇貿,972.65,11.23,1.55,1.95,1.19
3308,聯德,62.13,2.59,-31.53,-37.16,-38.94
3311,閎暉,438.26,-9.65,-40.08,-82.09,-91.47
3312,弘憶股,2994.05,4.31,1.07,0.88,0.84
3321,同泰,394.58,-10.1,-27.41,-26.57,-26.64
3338,泰碩,1022.14,21.44,6.19,8.49,6.17
3346,麗清,657.35,2.48,-20.94,-22.21,-19.7
3356,奇偶,328.3,46.58,8.99,16.31,14.7
3376,新日興,2643.91,17.43,9.45,12.78,9.71
3380,明泰,4984.12,16.96,-1.7,-2.1,-2.77
3383,新世紀,137.9,-17.42,-40.84,-50.82,-50.11
3406,玉晶光,2697.54,43.62,26.7,27.54,19.02
3413,京鼎,2086.84,23.38,13.16,13.77,11.33
3416,融程電,349.99,38.93,16.21,18.83,15
3419,譁裕,279.14,10.79,-21,-21.35,-21.35
3432,台端,6.5,30.49,-99.62,501.2,381.08
3437,榮創,1036.37,1.49,-11.9,-11.85,-11.74
3443,創意,3169.87,24.12,2.32,4.09,3.12
3450,聯鈞,1284.18,21.06,10.79,13.6,9.95
3454,晶睿,1579.24,33.53,5.88,6.64,5.02
3481,群創,50391.58,-1.77,-12.33,-9.84,-10.45
3494,誠研,177.01,-10.75,-74.71,-107.04,-107.04
3501,維熹,897.57,20.57,7.2,11.35,8.69
3504,揚明光,696.94,15.9,-14.96,-13.15,-12.24
3515,華擎,3596.29,17.84,5.64,6.26,5.59
3518,柏騰,97.19,9.02,-38.1,-37.51,-43.2
3528,安馳,1199.33,10.7,4.44,3.92,3.12
3530,晶相光,599.77,20.88,8.03,8.45,7.21
3532,台勝科,2931.54,19.56,14.86,16.49,13.46
3533,嘉澤,3136.84,35.78,14.91,17.21,13.78
3535,晶彩科,318.31,29.85,10.06,12.17,11.97
3536,誠創,97.56,1.86,-37.27,-39.95,-39.95
3543,州巧,669.58,10.1,-4.79,-1.2,-3.73
3545,敦泰,2909.64,21.99,2.43,3.53,2.04
3550,聯穎,657.58,16.38,-3.47,-1.58,-2.7
3557,嘉威,1502.52,40.81,19.36,19.21,18.59
3563,牧德,686.23,64.81,40.49,41.29,33.18
3576,聯合再生,2986.85,-9.4,-24.95,-23.64,-23.88
3583,辛耘,630.09,38.47,3.35,0.77,0.4
3588,通嘉,293.19,30.89,1.73,2.88,1.86
3591,艾笛森,496.47,15.47,-2.89,-1.73,-2.21
3593,力銘,102.98,11.76,-4.97,-13,-12.4
3596,智易,7143.02,14.67,6,6.39,3.45
3605,宏致,1589.38,18,-2.43,-0.88,-1.7
3607,谷崧,606.24,-7.6,-26.18,-28.66,-26.65
3617,碩天,1928.77,39.26,3.17,3.48,2.22
3622,洋華,116.51,3.77,-28.32,-7.25,-7.19
3645,達邁,370.6,32.06,14.81,14.48,11.83
3653,健策,1671.53,29.44,16.1,19.71,15.32
3661,世芯-KY,1520.13,33.18,13.82,14.98,11.47
3665,貿聯-KY,4952.83,23.93,7.73,6.91,4.75
3669,圓展,474.4,52.15,1.1,1.67,1.7
3673,TPK-KY,28191.73,3.59,0.39,1.02,0.14
3679,新至陞,625.02,18.01,0.88,8.46,6.21
3682,亞太電,3375.96,-1.03,-40.15,-39.77,-41.09
3686,達能,26.47,0.48,-33.95,-29.17,-230.41
3694,海華,1391.75,9.05,-5.85,-5.63,-5.63
3701,大眾控,1365.04,15.71,-1.64,-2.42,-3.42
3702,大聯大,131044.58,4.02,1.67,1.53,1.27
3703,欣陸,4339.36,16.85,10.32,9.42,8.52
3704,合勤控,4177.3,26.23,0.12,-2.66,-3.37
3705,永信,1984.86,46.13,14.77,15.61,12.96
3706,神達,8683.57,13.28,-0.2,5.81,5.43
3708,上緯投控,1107.66,17.65,3.6,6.26,4.43
3711,日月光投控,97357.16,16.59,6.23,5.38,4.17
3712,永崴投控,1611.08,8.15,-7.59,-4.43,-5.3
4104,佳醫,1733.51,20.33,8.96,12.13,9.65
4106,雃博,417.06,40.73,2.03,3.79,1.77
4108,懷特,13.46,62.24,-375.79,-359.62,-359.62
4119,旭富,784.33,45.7,35.73,33.89,26.56
4133,亞諾法,99.91,46.04,7.29,9.4,7.7
4137,麗豐-KY,655.18,81.75,20.07,34.01,14.72
4141,龍燈-KY,1961.12,34.93,1.3,-21.2,-23.57
4142,國光生,367.01,20.45,-5.32,-6.35,-6.35
4148,全宇生技-KY,214.82,12.51,-15.47,-11.42,-12.46
4155,訊映,370.79,26.42,12.34,15.87,12.69
4164,承業醫,555.05,33.06,19.59,17.18,12.65
4190,佐登-KY,544.97,73.45,-0.2,-2.59,-2.83
4306,炎洲,3154.72,14.36,2.23,-4.77,-5.7
4414,如興,3851.23,9.68,-6.14,-6.67,-6.67
4426,利勤,399.14,21.97,6.73,8.19,6.5
4438,廣越,1846.12,6.79,-7.82,-4.71,-3.37
4439,冠星-KY,1424.32,18.83,8.22,8.98,6.77
4526,東台,1761.1,17.25,-5.34,-7.54,-6.76
4532,瑞智,4239.58,12.8,4.44,4.5,3.33
4536,拓凱,1369.06,26.86,9.47,14.91,5.47
4540,全球傳動,543.66,16.53,-1.5,-2.83,-2.67
4545,銘鈺,391.98,15.78,-6.34,-4.51,-6.52
4551,智伸科,981.55,23.02,10.38,8.99,7.3
4552,力達-KY,562.53,16.48,-8.99,-9.34,-6.91
4555,氣立,293.16,30.95,3.53,8.13,5.71
4557,永新-KY,333.58,30.26,7.31,14.92,12.05
4560,強信-KY,265.26,36.86,13.56,17.05,14.16
4562,穎漢,153.73,25.57,-25.23,-25.79,-28.73
4564,元翎,514.33,25.42,20.94,18.88,14.11
4566,時碩工業,945.08,21.9,5.53,7.93,5.95
4571,鈞興-KY,371.91,28.66,10.76,15.47,13.69
4572,駐龍,118.79,38.65,24.19,28.77,22.58
4576,大銀微系統,557.44,31.58,2.4,3.88,3.35
4581,光隆精密-KY,231.67,25.78,11.68,13.2,10.32
4720,德淵,613.87,19.06,-2.38,-2.16,-1.31
4722,國精化,951.32,18.17,8.03,7.61,5.82
4737,華廣,353.41,42.62,-2.48,-3.13,-2.26
4739,康普,1358.02,5.72,0.84,1.91,1.23
4746,台耀,662.64,28.4,-7.31,-17.6,-18.21
4755,三福化,900.46,21.18,10.98,12.57,10.08
4763,材料-KY,524.29,33.05,20.1,26.55,24.43
4764,雙鍵,563.72,16.91,0.74,-0.55,-1.29
4766,南寶,3734.39,27.67,8.32,8.8,6.6
4807,日成-KY,506.29,23.7,8.33,14.26,10.74
4904,遠傳,19388.84,34.61,15.31,13.91,11.27
4906,正文,2637.21,11.48,-4.05,-4.34,-4.34
4912,聯德控股-KY,876.73,25.2,8.58,7.07,4.58
4915,致伸,13524.1,11.28,1.52,1.96,1.53
4916,事欣科,1577.29,28.04,4.18,2.64,1.55
4919,新唐,2133.16,39.57,0.47,0.91,0.53
4927,泰鼎-KY,2604.77,21.47,10.68,11.01,10.95
4930,燦星網,1450.08,17.04,1.05,2.04,-1.18
4934,太極,502.21,8.52,-2.56,-2.07,-1.44
4935,茂林-KY,1378.39,18.74,7.83,7.88,7.22
4938,和碩,278478.45,2.21,-0.1,0.61,0.42
4942,嘉彰,1382.57,19.62,6.7,10.09,7.03
4943,康控-KY,922.14,18.2,-11.86,-10.8,-10.31
4952,凌通,471.87,34.96,4.19,4.92,4.08
4956,光鋐,251.15,11.88,-9.6,-9.16,-9.22
4958,臻鼎-KY,17512.44,17.63,6.94,9.61,7.22
4960,誠美材,1949.22,-3.1,-9.64,-10.77,-10.77
4961,天鈺,2097.63,20.21,3.02,3.4,3.21
4967,十銓,1546.9,18.26,11.88,12.33,9.77
4968,立積,830.7,29.63,6.48,6.49,5.19
4976,佳凌,221.87,-5.42,-20.2,-18.06,-18.06
4977,眾達-KY,655.27,21.44,11.54,5.26,5.41
4989,榮科,764.03,7.49,3.51,4.59,3.67
4994,傳奇,772.39,49.25,15.25,18.29,13.03
4999,鑫禾,389.33,23.2,7.03,12.1,9.54
5007,三星,1493.96,20.95,14.7,16.04,12.78
5203,訊連,356.75,88.22,12.17,26.8,21.52
5215,科嘉-KY,460.8,24.8,11.3,11.7,7.9
5225,東科-KY,1158.1,1.49,-23.17,-22.64,-22.56
5234,達興材料,1101.25,36.44,17.31,17.91,15.58
5243,乙盛-KY,1845.63,18.22,4.76,8.27,6.03
5258,虹堡,877.53,29.55,7.21,7.41,4.23
5264,鎧勝-KY,5189.44,-12.48,-28.65,-24.97,-25.13
5269,祥碩,1585.81,52.42,36.8,38,31.06
5283,禾聯碩,1196.02,37.01,16.23,17.3,13.67
5284,jpp-KY,339.74,31.22,7.53,18.58,17.29
5285,界霖,969.58,11.04,0.87,1.92,1.42
5288,豐祥-KY,1262.95,19.02,12.93,14.4,11.22
5388,中磊,6801.99,14.33,1.59,1.53,1.29
5434,崇越,8789.85,11.88,5.69,6.91,5.17
5469,瀚宇博,8655.3,15.88,5.85,4.53,2.55
5471,松翰,834.34,45.91,18.97,19.63,17.29
5484,慧友,63.16,7.69,-52.93,-74.24,-78.61
5515,建國,1516.38,8.22,4.35,10.99,7.96
5519,隆大,408.92,24.68,17.3,15.89,14.18
5521,工信,984.8,4.24,0.71,0.12,0.06
5522,遠雄,5559.05,13.38,7.51,6.06,3.92
5525,順天,360.66,19.44,5.8,4.21,3.64
5531,鄉林,466.43,15.67,-41.34,-89.52,-76.97
5533,皇鼎,243.5,20.67,-7.36,-12.27,-12.44
5534,長虹,2573.11,40.54,35.31,37.58,36.25
5538,東明-KY,1598.44,10.29,2.33,1.19,0.91
5546,永固-KY,686.69,21.23,12.01,11.08,8.45
5607,遠雄港,428.66,55.17,34.89,29.69,23.7
5608,四維航,639.5,-36.94,-46.5,-67.66,-66.43
5706,鳳凰,365.96,19.84,7.12,2.1,1.21
5871,中租-KY,13942.52,71.4,38.86,41.29,29.41
5906,台南-KY,464.72,48.27,-3.4,-4.37,-6.28
5907,大洋-KY,885.61,65.97,2.5,-11.53,-14.34
6108,競國,1739.13,8.38,-1.96,-6.98,-7.3
6112,聚碩,3233.28,12.37,4.38,4.82,3.86
6115,鎰勝,1045.01,15.99,4.81,9.61,5.49
6116,彩晶,3416.73,3.69,-7.12,-5.18,-5.51
6117,迎廣,521.52,19.62,-3.57,-2.51,-2.54
6120,達運,2701.02,-5.75,-17.09,-15.56,-14
6128,上福,1338.68,36.98,6.56,4.56,3.42
6131,鈞泰,-8.02,109.4,211.31,202.91,202.91
6133,金橋,124.26,2.16,-28.64,-25.82,-20.55
6136,富爾特,178.58,15.6,-3.37,-2.5,-2.86
6139,亞翔,2843.55,4.6,-1.01,-1.94,-2.09
6141,柏承,600.08,13.53,2.22,0.51,0.43
6142,友勁,465.41,-3.42,-34.1,-30.44,-30.44
6152,百一,406.85,20.58,-14.78,-8.57,-8.57
6153,嘉聯益,2686.85,-4.12,-17.37,-14.64,-13.07
6155,鈞寶,134.79,24.25,3.98,8,4.96
6164,華興,190.38,23.23,-9.65,-9.82,-8.13
6165,浪凡,0.54,7.46,-1186.38,-697.01,-697.01
6166,凌華,2480.13,39.35,6.42,5.63,3.48
6168,宏齊,611.26,18.83,4.39,6.32,5.05
6172,互億,82.17,-0.75,-5,-0.33,-0.4
6176,瑞儀,8567.84,12.91,6.29,10.71,8.35
6177,達麗,1488.38,27.17,18.32,15.32,15.09
6183,關貿,397.92,37.15,19.66,17.58,13.65
6184,大豐電,497.51,45.16,29.59,28.13,22.14
6189,豐藝,5573.05,7.64,3.7,3.6,2.87
6191,精成科,4503.53,14.29,4.88,3.48,1.4
6192,巨路,1381.48,32.51,13.62,15.44,11.99
6196,帆宣,5498.32,12.89,5.08,5.23,4.06
6197,佳必琪,643.9,25.49,4.19,6.22,3.98
6201,亞弘電,554.53,16.85,1.08,3.75,3
6202,盛群,1031.15,46.15,16.23,17.1,14.37
6205,詮欣,263.93,29.71,7.21,7.64,6.63
6206,飛捷,1255.64,37.52,18.61,19.93,16.01
6209,今國光,579.2,4.09,-13.96,-8.71,-6.35
6213,聯茂,5618.22,18.84,10.54,9.11,6.72
6214,精誠,5758.36,23.05,4.81,1.86,1.03
6215,和椿,342.69,24.61,4.31,5.08,2.62
6216,居易,218.73,47.24,12.43,15.31,11.76
6224,聚鼎,358.02,48.94,21.7,25.44,20.39
6225,天瀚,1.91,13.07,-148.35,-149.87,-149.87
6226,光鼎,165.5,27.22,-9.86,-14,-9.98
6230,尼得科超眾,1643.33,14.96,3.08,6.58,5.49
6235,華孚,449.29,19.72,-3.75,-5.22,-5.22
6239,力成,18811.68,19.8,13.87,13.45,10.42
6243,迅杰,123.19,23.63,-12.14,-7.89,-7.89
6251,定穎,3035.76,15,4.71,19.09,17.93
6257,矽格,2717.01,26.59,16.23,16.41,12.66
6269,台郡,4602.77,20.45,8.47,10.38,7.99
6271,同欣電,1953.21,24.66,15.86,17.6,13.94
6277,宏正,1153.35,60.51,11.41,29.16,26.1
6278,台表科,8347.8,9.95,4.39,3.6,1.95
6281,全國電,4238.44,19.58,3.52,3.49,2.79
6282,康舒,4863.74,15.02,1.13,1.57,0.81
6283,淳安,177.37,11.93,-14.7,-5.21,-7.37
6285,啟碁,13365.77,11.01,1.77,1.96,1.88
6288,聯嘉,935.23,22.05,6.78,7.93,5.89
6289,華上,17.18,-122.43,-179.02,-82.02,-82.02
6405,悅城,88.43,-2.96,-34.34,-33.39,-26.72
6409,旭隼,2549.97,30.5,18,19.76,15.72
6412,群電,6709.42,15.17,5.3,2.6,1.96
6414,樺漢,17867.82,25.53,3.45,3.79,2.97
6415,矽力-KY,2853.63,49.79,23.07,24.81,24.34
6416,瑞祺電通,1267.67,20.18,8.91,10.48,8
6426,統新,165.06,52.43,24.28,27.67,22.1
6431,光麗-KY,36.04,-0.98,-33.78,-24.02,-29.32
6438,迅得,646.88,27.65,6.04,6.88,5.19
6442,光聖,554.12,10.17,-8.68,-6.41,-6.6
6443,元晶,1004.54,0.75,-43.51,-46.3,-46
6449,鈺邦,398.51,20.08,4.12,8.06,6.36
6451,訊芯-KY,1005.5,25.77,11.29,7.52,4.64
6456,GIS-KY,22638.32,7.32,-0.25,0.51,0.46
6464,台數科,1067.27,52.43,35.11,30.68,24.94
6477,安集,182.46,29.6,17.95,10.28,8.76
6491,晶碩,721.45,45.12,14.61,15.08,12.64
6504,南六,1568.44,20.53,12.4,14.31,9.09
6505,台塑化,137531.36,-8.11,-9.95,-9.15,-7.27
6525,捷敏-KY,718.82,26.73,18.03,21.89,18
6531,愛普,936.15,19.64,3.21,4.54,3.94
6533,晶心科,105.86,99.88,-37.23,-34.95,-35.68
6541,泰福-KY,0,0,0,0,0
6552,易華電,577.13,6.74,0.1,2.44,2.11
6558,興能高,210.67,9.75,-16.19,-15.06,-16.58
6573,虹揚-KY,306.34,2.7,-19.1,-20.09,-19.84
6579,研揚,1398.2,32.52,8.51,-0.3,-2.49
6581,鋼聯,249.11,19.69,-0.48,0.09,-1.85
6582,申豐,918.61,27.81,16.85,17.53,13.86
6591,動力-KY,251.55,27.7,7.46,9.66,5.17
6592,和潤企業,3481.22,66.31,22.53,23.97,18.56
6598,ABC-KY,51.42,54.86,-87.65,-87.08,-87.08
6605,帝寶,3851.44,27.31,9.43,6.74,5.33
6625,必應,124.16,-10.46,-47.64,-43.78,-44.04
6641,基士德-KY,248.66,39.89,3.76,7.07,5.3
6655,科定,305.91,49.83,1.78,-2.72,-6.54
6666,羅麗芬-KY,112.59,70.67,-12.1,-1.18,-1.29
6668,中揚光,390.04,34.94,1.16,0.08,0.66
6669,緯穎,35137.12,7.52,5.15,5.22,4.16
6670,復盛應用,3626.26,23.83,13.34,14.34,12.3
6671,三能-KY,325.43,37.6,3.88,5.84,4.5
6672,騰輝電子-KY,1342.02,29.85,10.89,11.57,7.97
6674,鋐寶科技,539.34,12.73,-1.93,0.08,0.04
6698,旭暉應材,139.11,14.63,-18.09,-17.93,-15.44
6706,惠特,895.61,26.8,7.76,8.7,7.76
6715,嘉基,400.89,28.62,14.09,17.51,13.57
6754,匯僑設計,741.17,22.34,3.96,5.01,2.75
6756,威鋒電子,429.56,49.59,18.5,20,17.33
8011,台通,328.9,21.59,3.22,-1.44,-3.64
8016,矽創,3138.85,32.23,16.98,17.52,15.23
8021,尖點,597.85,25.05,6.7,5.65,3.78
8028,昇陽半導體,626.53,24.78,5.19,5.19,5.19
8033,雷虎,216.9,40.08,-0.43,19.35,16.89
8039,台虹,1614.05,21.07,7.84,6.26,5.21
8046,南電,7916.77,9.9,4.95,7.1,5.9
8070,長華*,3788.41,13.8,7.18,7.74,5.69
8072,陞泰,185.03,15.74,-5.21,-2.7,-3.66
8081,致新,1621.9,37.2,16.58,17.77,14.95
8101,華冠,472.73,6.9,-24.99,-22.9,-22.9
8103,瀚荃,595.96,26.17,3.48,5.17,3.21
8104,錸寶,270.79,14.55,-3.21,4.06,2.22
8105,凌巨,1558.63,0.77,-14.09,-11.72,-12.06
8110,華東,1568.69,3.32,-1.56,-8.09,-8.47
8112,至上,32252.14,2.33,1.47,1.27,0.99
8114,振樺電,1863.62,34.8,3.89,1.32,0.93
8131,福懋科,2574.02,19.87,18.03,18.83,15.06
8150,南茂,5586.8,22.74,16.11,16.04,12.76
8163,達方,4111.69,16.57,3.12,3.6,2.68
8201,無敵,286.14,20.54,-1.18,0.31,0.31
8210,勤誠,1337.28,25.96,9.39,12.13,10.09
8213,志超,4796.3,9.84,0.98,25.17,18
8215,明基材,3443.61,14.43,2.41,1.29,0.95
8222,寶一,179.57,21.15,5.62,8.45,6.58
8249,菱光,571.42,7.06,-3.62,-2.18,-1.88
8261,富鼎,546.06,14.41,3.92,5.4,4.08
8271,宇瞻,1964.38,21.63,9.9,10.07,7.88
8341,日友,666.51,61.26,44.6,45.09,34.36
8367,建新國際,473.45,30.48,15.43,9.88,8.14
8374,羅昇,632.8,19.02,2.62,2.15,1.7
8404,百和興業-KY,2256.55,37.68,20.21,19.16,10.39
8411,福貞-KY,997.9,7.72,-3.51,-6.04,-5.84
8422,可寧衛,652.1,68.3,52.89,53.7,42.31
8427,基勝-KY,1526.41,28.34,11.14,12.89,10.4
8429,金麗-KY,130.26,-3.77,-104.46,-100.1,-90.98
8442,威宏-KY,1136.44,14.98,1.1,1.8,1.22
8443,阿瘦,317.74,52.65,-22.03,-25.71,-21.34
8454,富邦媒,15105.71,9.79,3.72,3.69,2.92
8462,柏文,873.41,33.21,17.68,16.16,13.11
8463,潤泰材,657.69,3.14,-5.35,-5.9,-6.06
8464,億豐,4655.69,50.88,22,23.53,18.04
8466,美吉吉-KY,632.43,24.9,10.25,12.71,9.54
8467,波力-KY,223.69,26.86,-6.95,5.12,7.69
8473,山林水,1094.55,25.31,20.42,17.74,13.67
8478,東哥遊艇,481.05,32.68,-7.46,-5.82,-9.18
8480,泰昇-KY,498.68,37.56,19.6,22.99,20.81
8481,政伸,284.26,51.67,26.46,26.3,21.09
8482,商億-KY,649.83,33.1,2.59,3.6,3.14
8488,吉源-KY,505.73,5.11,-6.15,-9.66,-7.57
8499,鼎炫-KY,348.85,49.66,27.61,33.31,25.05
8926,台汽電,2615.7,5.34,2.9,16.32,15.8
8940,新天地,349.87,50.31,3.82,2.96,1.86
8996,高力,548.19,26.8,10.28,12.7,10.13
9802,鈺齊-KY,2772.86,23.82,12.85,14.59,12.75
9902,台火,81.3,7.07,-0.49,6.53,6.53
9904,寶成,59448.42,21.39,-2.38,0.74,0.14
9905,大華,1386.13,12.05,4.92,5.82,4.49
9906,欣巴巴,8.68,22.9,-169.45,-202.29,-202.29
9907,統一實,6199.08,6.6,-1.47,-1.93,-1.75
9908,大台北,1120.65,23.77,18.47,10.4,4.66
9910,豐泰,18120.22,21.89,8.13,10.8,7.76
9911,櫻花,1596.77,38.98,16.29,13.84,10.27
9912,偉聯,123.41,32.64,-7.54,-9.31,-9.72
9914,美利達,5255.62,16.56,6.8,12.17,9.42
9917,中保科,3297.15,36.19,19.3,19.83,16.28
9918,欣天然,699.57,29.32,21.23,12.51,8.16
9919,康那香,1168.78,20.83,8.21,8.11,6.36
9921,巨大,13323.08,19.84,6.12,6.15,4.87
9924,福興,1756.79,21.54,9.14,10.95,8.6
9925,新保,1760.75,33.52,10.92,10.11,7.84
9926,新海,684.89,24.21,19.14,18,13.97
9927,泰銘,2209.23,2.48,0.38,-2.68,-2.56
9928,中視,169.03,-0.37,-24.73,-15.35,-15.35
9929,秋雨,261.62,3.49,-8.4,20.41,20.41
9930,中聯資源,2458.71,12.23,7.56,7.23,6.31
9931,欣高,387.84,18.53,14.17,20.57,15.75
9933,中鼎,11444.36,8.64,5.04,3.64,2.45
9934,成霖,3775.54,27.6,0.05,-1.14,-1.92
9935,慶豐富,900.83,15.48,-0.64,0.74,0.74
9937,全國,4984.99,11.29,3.06,3.6,2.84
9938,百和,4597.4,38.59,22.84,21.87,13.75
9939,宏全,4419.48,18.37,8.49,8,6.61
9940,信義,2188.73,21.03,3.03,3.74,1.88
9941,裕融,7396.58,48.12,12.01,12.5,9.68
9942,茂順,606.23,27.94,10.1,11.07,8.3
9943,好樂迪,745.92,56.84,25.91,35.6,30.3
9944,新麗,610.53,29.93,6.9,7.65,6.72
9945,潤泰新,3859.11,19.38,8.9,79.84,77.75
9946,三發地產,556.2,35.6,26.42,26.8,25.84
9955,佳龍,385.81,-8.2,-14.35,-12.68,-12.68
9958,世紀鋼,1183.06,18.08,11.43,11.52,9.05
