出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
110/05/15,108,3,1304,台聚,41985100,37195424,--,--,4789676,--,--,4789676,2827027,--,1962649,478516,2441165,586500,1854665,3604,--,1858269,-457149,--,1401120,997873,--,860396,806218,--,594902,0.93
110/05/15,108,3,1305,華夏,11407164,10079231,--,--,1327933,--,--,1327933,887800,--,440133,80837,520970,97958,423012,3604,--,426616,3886,--,430502,403908,--,22708,407764,--,22738,0.77
110/05/15,108,3,1307,三芳,7737016,6022826,--,--,1714190,--,--,1714190,1250947,--,463243,49127,512370,168776,343594,--,--,343594,42601,--,386195,343594,--,--,386195,--,--,0.86
110/05/15,108,3,1308,亞聚,5040677,4371982,--,--,668695,--,--,668695,177513,--,491182,160981,652163,105362,546801,--,--,546801,-10052,--,536749,546801,--,--,536749,--,--,0.99
110/05/15,108,3,1309,台達化,13464687,12535960,--,--,928727,--,--,928727,547879,--,380848,55059,435907,120545,315362,--,--,315362,-24896,--,290466,315362,--,--,290466,--,--,0.94
110/05/15,108,3,1310,台苯,9460217,8113275,--,--,1346942,--,--,1346942,277037,61,1069966,-73679,996287,153752,842535,--,--,842535,-10720,--,831815,848061,--,-5526,837476,--,-5661,1.61
110/05/15,108,3,1312,國喬,15574932,13336998,--,--,2237934,--,--,2237934,953569,--,1284365,1080401,2364766,518562,1846204,--,--,1846204,-411647,--,1434557,1775179,--,71025,1491020,--,-56463,1.95
110/05/15,108,3,1313,聯成,47022441,45621255,--,--,1401186,--,--,1401186,1797734,--,-396548,217656,-178892,-116814,-62078,--,--,-62078,822216,--,760138,-62078,--,--,760138,--,--,-0.05
110/05/15,108,3,1314,中石化,24483765,22747883,--,--,1735882,--,0,1735882,1448625,--,287257,899513,1186770,57837,1128933,--,--,1128933,43209,--,1172142,1132232,--,-3299,1172912,--,-770,0.4
110/05/15,108,3,1315,達新,1877949,1548390,--,--,329559,--,--,329559,286964,--,42595,739268,781863,28501,753362,--,--,753362,-166796,--,586566,751720,--,1642,585300,--,1266,3.94
110/05/15,108,3,1316,上曜,340533,302246,--,--,38287,--,--,38287,184193,--,-145906,48643,-97263,9207,-106470,33310,--,-73160,5248,--,-67912,-129898,--,56738,-130411,--,62499,-0.81
110/05/15,108,3,1319,東陽,15769700,11852167,--,--,3917533,--,--,3917533,2386549,--,1530984,251619,1782603,395041,1387562,--,--,1387562,-19172,--,1368390,1481502,--,-93940,1477720,--,-109330,2.5
110/05/15,108,3,1321,大洋,3467955,3296075,--,--,171880,--,--,171880,249258,--,-77378,201891,124513,5,124508,0,--,124508,-431798,--,-307290,124508,--,--,-307290,--,--,0.56
110/05/15,108,3,1323,永裕,2677469,2054229,--,--,623240,--,--,623240,310287,--,312953,17407,330360,71577,258783,--,--,258783,-35628,--,223155,214870,--,43913,179242,--,43913,2.36
110/05/15,108,3,1324,地球,856523,716915,--,--,139608,--,--,139608,137355,--,2253,483,2736,4522,-1786,--,--,-1786,-8259,--,-10045,-1786,--,0,-10045,--,0,-0.02
110/05/15,108,3,1325,恆大,597407,538410,--,--,58997,--,--,58997,39053,--,19944,14061,34005,6408,27597,--,--,27597,-5905,--,21692,28056,--,-459,23331,--,-1639,0.33
110/05/15,108,3,1326,台化,251172642,223120574,--,--,28052068,--,--,28052068,11762156,--,16289912,17828078,34117990,3776840,30341150,--,--,30341150,-10563359,--,19777791,26994816,--,3346334,19569023,--,208768,4.63
110/05/15,108,3,1337,再生-KY,920505,1169445,--,--,-248940,--,--,-248940,297377,--,-546317,20181,-526136,0,-526136,--,--,-526136,-191462,--,-717598,-526136,--,--,-717598,--,--,-1.96
110/05/15,108,3,1338,廣華-KY,5390516,4010498,--,--,1380018,--,--,1380018,992763,--,387255,4751,392006,130971,261035,--,--,261035,-165566,--,95469,269587,--,-8552,103082,--,-7613,3.22
110/05/15,108,3,1339,昭輝,1931099,1365675,--,--,565424,--,--,565424,243614,--,321810,109226,431036,82773,348263,--,--,348263,-24176,--,324087,352019,--,-3756,329819,--,-5732,4.75
110/05/15,108,3,1340,勝悅-KY,878889,1011536,--,--,-132647,--,--,-132647,115844,--,-248491,39811,-208680,5417,-214097,--,--,-214097,-169590,--,-383687,-214097,--,--,-383687,--,--,-1.4
110/05/15,108,3,1341,富林-KY,2223345,1763451,--,--,459894,--,--,459894,201436,--,258458,9694,268152,61192,206960,--,--,206960,9543,--,216503,206960,--,--,216503,--,--,4.19
110/05/15,108,3,1402,遠東新,190352443,155334882,--,--,35017561,--,278,35017839,23433231,--,11584608,3565625,15150233,2146280,13003953,--,--,13003953,55345,--,13059298,8466253,--,4537700,8716503,--,4342795,1.69
110/05/15,108,3,1410,南染,298503,193883,--,--,104620,--,--,104620,51977,--,52643,14131,66774,11626,55148,--,--,55148,722,--,55870,53846,--,1302,54568,--,1302,0.76
110/05/15,108,3,1413,宏洲,2390986,2249970,--,--,141016,--,--,141016,68333,--,72683,10212,82895,371,82524,--,--,82524,-857,--,81667,--,--,--,--,--,--,0.62
110/05/15,108,3,1414,東和,618108,607388,--,--,10720,--,--,10720,56457,--,-45737,25683,-20054,-7115,-12939,--,--,-12939,-36,--,-12975,--,--,--,--,--,--,-0.06
110/05/15,108,3,1416,廣豐,203799,20010,--,--,183789,--,--,183789,210092,--,-26303,-14856,-41159,-1508,-39651,--,--,-39651,8479,--,-31172,-39651,--,--,-31172,--,--,-0.21
110/05/15,108,3,1417,嘉裕,1013892,769425,--,--,244467,--,--,244467,443529,--,-199062,151621,-47441,9877,-57318,--,--,-57318,219857,--,162539,-57318,--,--,162539,--,--,-0.21
110/05/15,108,3,1418,東華,180294,259539,--,--,-79245,--,--,-79245,55182,221,-134206,-21483,-155689,249,-155938,--,--,-155938,318,--,-155620,-155921,--,-17,-155603,--,-17,-2.87
110/05/15,108,3,1419,新紡,1377251,990728,--,--,386523,--,--,386523,348940,41,37624,296509,334133,990,333143,--,--,333143,129268,--,462411,338952,--,-5809,468220,--,-5809,1.13
110/05/15,108,3,1423,利華,394423,433351,--,--,-38928,--,--,-38928,25944,--,-64872,34591,-30281,-1680,-28601,--,--,-28601,-8304,--,-36905,--,--,--,--,--,--,-0.21
110/05/15,108,3,1432,大魯閣,909787,141164,--,--,768623,--,--,768623,910509,--,-141886,-49826,-191712,-15,-191697,--,--,-191697,-97802,--,-289499,-167763,--,-23934,-265411,--,-24088,-1
110/05/15,108,3,1434,福懋,35430392,31066900,--,--,4363492,--,--,4363492,2236499,--,2126993,2354020,4481013,715945,3765068,--,--,3765068,-5119643,--,-1354575,3255474,--,509594,-1798562,--,443987,1.93
110/05/15,108,3,1435,中福,16039,980,--,--,15059,0,0,15059,28618,--,-13559,24764,11205,0,11205,--,--,11205,-7259,--,3946,11205,0,0,3946,--,0,0.09
110/05/15,108,3,1436,華友聯,724660,528270,--,--,196390,--,--,196390,103422,--,92968,-49704,43264,15488,27776,--,--,27776,1996,--,29772,27776,--,--,29772,--,--,0.29
110/05/15,108,3,1437,勤益控,450615,127542,--,--,323073,--,--,323073,93643,--,229430,64269,293699,57253,236446,603744,--,840190,188598,--,1028788,822536,--,17654,1011344,--,17444,4.04
110/05/15,108,3,1438,三地開發,10,46,--,--,-36,--,--,-36,6286,--,-6322,-2932,-9254,--,-9254,--,--,-9254,--,--,-9254,--,--,--,--,--,--,-0.09
110/05/15,108,3,1439,中和,138479,137250,--,--,1229,--,--,1229,107205,--,-105976,1133597,1027621,110272,917349,--,--,917349,125,--,917474,917349,--,--,917474,--,--,9.97
110/05/15,108,3,1440,南紡,17314516,16412811,--,--,901705,--,--,901705,1514239,--,-612534,600949,-11585,-96435,84850,--,--,84850,208838,--,293688,59994,--,24856,267113,--,26575,0.04
110/05/15,108,3,1441,大東,1097655,1172290,--,--,-74635,--,--,-74635,155938,--,-230573,-15354,-245927,1768,-247695,--,--,-247695,31939,--,-215756,-235084,--,-12611,-204805,--,-10951,-2.33
110/05/15,108,3,1442,名軒,455303,409057,--,--,46246,--,--,46246,85334,--,-39088,179313,140225,32065,108160,--,--,108160,-332,--,107828,108160,--,0,107828,--,0,0.36
110/05/15,108,3,1443,立益,506989,374988,--,--,132001,--,--,132001,54933,--,77068,-104333,-27265,2078,-29343,-3209,--,-32552,108427,--,75875,-6101,--,-26451,76633,--,-758,-0.04
110/05/15,108,3,1444,力麗,9294450,8596873,--,--,697577,14,0,697563,531177,--,166386,254597,420983,89962,331021,--,--,331021,-59764,--,271257,359845,--,-28824,290428,--,-19171,0.38
110/05/15,108,3,1445,大宇,1019251,968290,--,--,50961,0,0,50961,96676,--,-45715,6643,-39072,-11097,-27975,--,--,-27975,-6102,--,-34077,-27975,--,--,-34077,--,--,-0.21
110/05/15,108,3,1446,宏和,343691,302642,--,--,41049,--,--,41049,74883,--,-33834,10724,-23110,5862,-28972,--,--,-28972,-1610,--,-30582,-28972,--,--,-30582,--,--,-0.21
110/05/15,108,3,1447,力鵬,11296553,10900806,--,--,395747,54,--,395693,525314,--,-129621,318628,189007,20448,168559,--,--,168559,-172939,--,-4380,142704,--,25855,6191,--,-10571,0.17
110/05/15,108,3,1449,佳和,1851479,1687368,--,--,164111,--,--,164111,245241,--,-81130,86617,5487,35379,-29892,--,--,-29892,29792,--,-100,414,--,-30306,25118,--,-25218,0
110/05/15,108,3,1451,年興,6508944,6139298,--,--,369646,--,--,369646,442072,--,-72426,72244,-182,17009,-17191,--,--,-17191,-4019,--,-21210,-17106,--,-85,-21128,--,-82,-0.09
110/05/15,108,3,1452,宏益,1460273,1236456,--,--,223817,--,--,223817,93768,--,130049,36877,166926,28913,138013,--,--,138013,-4568,--,133445,138013,--,--,133445,--,--,1.04
110/05/15,108,3,1453,大將,613,271,--,--,342,--,--,342,21767,--,-21425,33310,11885,13152,-1267,--,--,-1267,0,--,-1267,-1373,--,106,-1373,--,106,-0.01
110/05/15,108,3,1454,台富,1453955,1296996,--,--,156959,--,--,156959,130085,-331,26543,14492,41035,4823,36212,--,--,36212,-21227,--,14985,36212,--,--,14985,--,--,0.29
110/05/15,108,3,1455,集盛,9363363,9228246,--,--,135117,--,--,135117,342278,--,-207161,107511,-99650,-680,-98970,--,--,-98970,30909,--,-68061,-98970,--,--,-68061,--,--,-0.16
110/05/15,108,3,1456,怡華,591605,502268,--,--,89337,--,--,89337,50278,--,39059,-39225,-166,3773,-3939,--,--,-3939,-10258,--,-14197,--,--,--,--,--,--,-0.04
110/05/15,108,3,1457,宜進,3836501,3388394,--,--,448107,--,--,448107,198339,405422,655190,-86390,568800,34792,534008,--,--,534008,17429,--,551437,282641,--,251367,289943,--,261494,1.25
110/05/15,108,3,1459,聯發,2421278,2441308,--,--,-20030,--,--,-20030,123484,--,-143514,32650,-110864,474,-111338,--,--,-111338,3521,--,-107817,-111733,--,395,-108212,--,395,-0.35
110/05/15,108,3,1460,宏遠,6416288,5311129,--,--,1105159,--,--,1105159,1025751,-213,79195,-23676,55519,116695,-61176,--,--,-61176,62681,--,1505,-61179,--,3,1502,--,3,-0.13
110/05/15,108,3,1463,強盛,438369,337874,--,--,100495,--,--,100495,65897,--,34598,90099,124697,8630,116067,--,--,116067,4704,--,120771,108607,--,7460,113311,--,7460,0.66
110/05/15,108,3,1464,得力,7673748,6276562,--,--,1397186,--,--,1397186,974210,79855,502831,-6337,496494,47665,448829,--,--,448829,-16239,--,432590,414351,--,34478,404798,--,27792,1.24
110/05/15,108,3,1465,偉全,553453,496460,--,--,56993,--,--,56993,198009,--,-141016,12957,-128059,104486,-232545,1226743,--,994198,87564,--,1081762,385387,--,608811,426735,--,655027,3.72
110/05/15,108,3,1466,聚隆,2581876,2361811,--,--,220065,--,--,220065,183503,--,36562,-59825,-23263,-9915,-13348,0,--,-13348,1094,--,-12254,-13348,--,--,-12254,--,--,-0.12
110/05/15,108,3,1467,南緯,5328555,4368651,--,--,959904,--,--,959904,916533,--,43371,36547,79918,99773,-19855,--,--,-19855,-53732,--,-73587,-23090,--,3235,-76349,--,2762,-0.1
110/05/15,108,3,1468,昶和,771562,634337,--,--,137225,--,--,137225,99236,--,37989,11942,49931,0,49931,--,--,49931,28672,--,78603,45108,--,4823,74135,--,4468,0.28
110/05/15,108,3,1470,大統新創,623395,459323,--,--,164072,--,--,164072,96101,-25,67946,8072,76018,14311,61707,--,--,61707,3739,--,65446,61707,--,0,65446,--,0,0.72
110/05/15,108,3,1471,首利,696546,751519,--,--,-54973,--,--,-54973,217293,--,-272266,-28043,-300309,1155,-301464,--,--,-301464,-30,--,-301494,-301456,--,-8,-301488,--,-6,-2
110/05/15,108,3,1472,三洋紡,292105,289674,--,--,2431,--,--,2431,106582,215909,111758,-9900,101858,16678,85180,--,--,85180,12825,--,98005,85180,--,--,98005,--,--,1.9
110/05/15,108,3,1473,台南,6061680,5181050,--,--,880630,--,--,880630,755108,--,125522,9613,135135,43589,91546,--,--,91546,16990,--,108536,89544,--,2002,106820,--,1716,0.61
110/05/15,108,3,1474,弘裕,2560198,2337563,--,--,222635,--,--,222635,235274,--,-12639,3573,-9066,9752,-18818,--,--,-18818,-13721,--,-32539,-8469,--,-10349,-22190,--,-10349,-0.07
110/05/15,108,3,1475,業旺,43057,48535,--,--,-5478,--,--,-5478,15524,--,-21002,40103,19101,253,18848,--,--,18848,-30127,--,-11279,-18151,--,36999,-26876,--,15597,-1.13
110/05/15,108,3,1476,儒鴻,20386017,14483861,--,--,5902156,--,--,5902156,1907826,--,3994330,45572,4039902,873409,3166493,-3329,--,3163164,40523,--,3203687,3163164,--,--,3203687,--,--,11.53
110/05/15,108,3,1477,聚陽,20597798,16408510,--,--,4189288,--,--,4189288,2290626,--,1898662,54549,1953211,440608,1512603,--,--,1512603,27765,--,1540368,1489451,--,23152,1517520,--,22848,6.77
110/05/15,108,3,1503,士電,19478599,15800967,0,0,3677632,--,--,3677632,2139082,0,1538550,275433,1813983,459727,1354256,0,--,1354256,42243,--,1396499,1307764,--,46492,1354622,--,41877,2.51
110/05/15,108,3,1504,東元,35849590,26854625,--,--,8994965,8552,9160,8995573,6120020,--,2875553,738598,3614151,752136,2862015,--,--,2862015,2164802,--,5026817,2586884,--,275131,4702158,--,324659,1.33
110/05/15,108,3,1506,正道,931230,841975,--,--,89255,--,--,89255,265027,--,-175772,-16322,-192094,6856,-198950,--,--,-198950,-9545,--,-208495,-167795,--,-31155,-176909,--,-31586,-1.37
110/05/15,108,3,1507,永大,9980628,7588513,--,--,2392115,--,--,2392115,1807836,--,584279,389033,973312,212621,760691,0,--,760691,-153333,--,607358,731680,--,29011,578347,--,29011,1.79
110/05/15,108,3,1512,瑞利,1488118,1400173,--,--,87945,--,--,87945,189415,--,-101470,-4063,-105533,0,-105533,--,--,-105533,-14447,--,-119980,-105533,--,--,-119980,--,--,-0.48
110/05/15,108,3,1513,中興電,8851603,7384865,--,--,1466738,--,--,1466738,975686,--,491052,118123,609175,108612,500563,--,--,500563,-38855,--,461708,501083,--,-520,467652,--,-5944,1.22
110/05/15,108,3,1514,亞力,3458292,2819572,--,--,638720,0,721,639441,416904,--,222537,40498,263035,41193,221842,--,--,221842,4667,--,226509,222249,--,-407,227962,--,-1453,1.09
110/05/15,108,3,1515,力山,5800718,4705876,--,--,1094842,--,--,1094842,656303,--,438539,92351,530890,155667,375223,713994,--,1089217,-34404,--,1054813,1089248,--,-31,1054782,--,31,6
110/05/15,108,3,1516,川飛,464034,447550,--,--,16484,--,--,16484,7477,0,9007,-501,8506,9,8497,0,--,8497,0,--,8497,--,--,--,--,--,--,0.25
110/05/15,108,3,1517,利奇,2245960,2005437,--,--,240523,--,--,240523,307526,--,-67003,97082,30079,8837,21242,0,--,21242,-27053,--,-5811,15756,--,5486,-12930,--,7119,0.07
110/05/15,108,3,1519,華城,4118456,3461326,--,--,657130,--,--,657130,560794,--,96336,174800,271136,50237,220899,-610,--,220289,-36619,--,183670,215835,--,4454,179284,--,4386,0.83
110/05/15,108,3,1521,大億,4120984,3354392,--,--,766592,3162,2137,765567,405467,--,360100,25637,385737,76397,309340,--,--,309340,-5806,--,303534,309340,--,--,303534,--,--,4.06
110/05/15,108,3,1522,堤維西,13364131,10217597,--,--,3146534,37,29,3146526,2319594,--,826932,10180,837112,227861,609251,--,--,609251,-17137,--,592114,587580,--,21671,567669,--,24445,1.88
110/05/15,108,3,1524,耿鼎,1746827,1389999,--,--,356828,--,--,356828,204225,0,152603,-1786,150817,34881,115936,--,--,115936,21374,--,137310,115936,--,--,137310,--,--,0.64
110/05/15,108,3,1525,江申,908728,821191,--,--,87537,--,--,87537,66407,--,21130,290634,311764,113257,198507,--,--,198507,-118321,--,80186,198507,--,--,80186,--,--,2.7
110/05/15,108,3,1526,日馳,839375,640613,--,--,198762,--,--,198762,120523,--,78239,1011,79250,20199,59051,0,--,59051,-5706,--,53345,59051,--,--,53345,--,--,0.98
110/05/15,108,3,1527,鑽全,2676119,1903736,--,--,772383,--,--,772383,312006,--,460377,413925,874302,223311,650991,--,--,650991,--,--,650991,--,--,--,--,--,--,4.72
110/05/15,108,3,1528,恩德,2954514,2180171,--,--,774343,--,--,774343,934879,--,-160536,13060,-147476,-4152,-143324,--,--,-143324,-26549,--,-169873,-141241,--,-2083,-167852,--,-2021,-0.71
110/05/15,108,3,1529,樂士,330079,295235,--,--,34844,--,--,34844,26049,0,8795,-1173,7622,2628,4994,--,--,4994,--,--,4994,4994,--,--,4994,--,--,0.07
110/05/15,108,3,1530,亞崴,2599016,2062030,--,--,536986,0,539,537525,344976,--,192549,18891,211440,79155,132285,--,--,132285,-22254,--,110031,135669,--,-3384,115608,--,-5577,1.4
110/05/15,108,3,1531,高林股,1674707,1390021,--,--,284686,--,--,284686,251458,--,33228,41981,75209,17766,57443,--,--,57443,-36275,--,21168,57443,--,--,21168,--,--,0.31
110/05/15,108,3,1532,勤美,10512350,8043388,--,--,2468962,--,--,2468962,1672833,8013,804142,-69263,734879,205427,529452,0,--,529452,-267675,--,261777,410725,--,118727,189745,--,72032,1.07
110/05/15,108,3,1533,車王電,2138785,1428840,--,--,709945,--,--,709945,569974,--,139971,19487,159458,43560,115898,--,--,115898,-15436,--,100462,168024,--,-52126,152588,--,-52126,1.71
110/05/15,108,3,1535,中宇,7076555,6682466,--,--,394089,14029,--,380060,359953,--,20107,94857,114964,28343,86621,--,--,86621,6151,--,92772,86621,--,--,92772,--,--,0.7
110/05/15,108,3,1536,和大,4515801,3241687,--,--,1274114,--,--,1274114,633058,--,641056,10569,651625,83880,567745,--,--,567745,-12300,--,555445,563399,--,4346,551403,--,4042,2.21
110/05/15,108,3,1537,廣隆,5945381,4585271,--,--,1360110,--,--,1360110,402387,--,957723,70476,1028199,261295,766904,--,--,766904,27747,--,794651,766904,--,--,794651,--,--,9.38
110/05/15,108,3,1538,正峰,276700,243123,--,--,33577,--,--,33577,98654,--,-65077,2584,-62493,0,-62493,--,--,-62493,-16190,--,-78683,-62493,--,--,-78683,--,--,-1.11
110/05/15,108,3,1539,巨庭,1699900,1508504,--,--,191396,--,--,191396,78081,--,113315,15059,128374,37792,90582,0,--,90582,145,--,90727,90582,--,--,90727,--,--,1.39
110/05/15,108,3,1540,喬福,511472,347723,--,--,163749,--,--,163749,57291,--,106458,73323,179781,36336,143445,--,--,143445,0,--,143445,--,--,--,--,--,--,1.68
110/05/15,108,3,1541,錩泰,3322545,2730264,--,--,592281,--,--,592281,258701,--,333580,-75898,257682,58352,199330,--,--,199330,2091,--,201421,199330,--,--,201421,--,--,2.53
110/05/15,108,3,1558,伸興,4670055,3504070,--,--,1165985,--,--,1165985,472809,--,693176,69307,762483,192236,570247,--,--,570247,-326,--,569921,559957,--,10290,559631,--,10290,9.25
110/05/15,108,3,1560,中砂,3645993,2613341,--,--,1032652,--,--,1032652,572766,--,459886,28361,488247,109030,379217,--,--,379217,40605,--,419822,372682,--,6535,391805,--,28017,2.64
110/05/15,108,3,1568,倉佑,1496418,1328337,--,--,168081,--,--,168081,158462,--,9619,15859,25478,763,24715,--,--,24715,-5396,--,19319,24715,--,--,19319,--,--,0.24
110/05/15,108,3,1582,信錦,6336440,4714006,--,--,1622434,--,--,1622434,732390,--,890044,181115,1071159,365701,705458,--,--,705458,-77883,--,627575,705458,--,--,627575,--,--,5.7
110/05/15,108,3,1583,程泰,4648670,3460822,--,--,1187848,--,--,1187848,781969,--,405879,69530,475409,142043,333366,--,--,333366,17982,--,351348,261101,--,72265,289536,--,61812,2.37
