出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
110/05/15,108,3,1587,吉茂,1131021,876766,--,--,254255,--,--,254255,237167,--,17088,-7143,9945,5966,3979,--,--,3979,-14261,--,-10282,5084,--,-1105,-9177,--,-1105,0.08
110/05/15,108,3,1589,永冠-KY,5671168,4758481,--,--,912687,--,--,912687,798256,--,114431,-79501,34930,42208,-7278,--,--,-7278,-162036,--,-169314,-8141,--,863,-177545,--,8231,-0.08
110/05/15,108,3,1590,亞德客-KY,11803331,6322127,--,--,5481204,--,--,5481204,2524973,--,2956231,-345225,2611006,714346,1896660,--,--,1896660,-534508,--,1362152,1896795,--,-135,1362259,--,-107,10.04
110/05/15,108,3,1592,英瑞-KY,3819195,2750277,--,--,1068918,--,--,1068918,1278796,7487,-202391,-103266,-305657,-64024,-241633,--,--,-241633,-58807,--,-300440,-233158,--,-8475,-289740,--,-10700,-2.29
110/05/15,108,3,1597,直得,1000252,556584,--,--,443668,--,--,443668,257733,--,185935,-3339,182596,51506,131090,--,--,131090,-3705,--,127385,131090,--,0,127385,--,0,1.61
110/05/15,108,3,1598,岱宇,4171971,2970236,--,--,1201735,--,--,1201735,1039627,-599,161509,12363,173872,37067,136805,--,--,136805,-27822,--,108983,112910,--,23895,97358,--,11625,1.23
110/05/15,108,3,1603,華電,1860444,1597308,--,--,263136,--,--,263136,115148,4608,152596,32006,184602,36793,147809,--,--,147809,30413,--,178222,147181,--,628,178156,--,66,0.93
110/05/15,108,3,1604,聲寶,5507045,4662195,--,--,844850,--,--,844850,596231,--,248619,517244,765863,16584,749279,--,--,749279,184531,--,933810,723789,--,25490,908750,--,25060,1.96
110/05/15,108,3,1605,華新,104115194,98306615,--,--,5808579,--,--,5808579,3678999,--,2129580,973433,3103013,572969,2530044,--,--,2530044,268229,--,2798273,2211057,--,318987,2484179,--,314094,0.66
110/05/15,108,3,1608,華榮,5910592,5849747,--,--,60845,--,--,60845,129885,--,-69040,266529,197489,4824,192665,--,--,192665,-17506,--,175159,261917,--,-69252,244618,--,-69459,0.62
110/05/15,108,3,1609,大亞,13573867,12581961,--,--,991906,--,--,991906,703412,--,288494,201366,489860,126998,362862,--,--,362862,11602,--,374464,331038,--,31824,337385,--,37079,0.56
110/05/15,108,3,1611,中電,1759734,1268034,--,--,491700,0,0,491700,408904,--,82796,-59482,23314,1244,22070,--,--,22070,14470,--,36540,22070,--,0,36540,--,0,0.06
110/05/15,108,3,1612,宏泰,2623806,2470320,--,--,153486,--,--,153486,140393,--,13093,172629,185722,18426,167296,--,--,167296,67203,--,234499,167495,--,-199,234698,--,-199,0.53
110/05/15,108,3,1614,三洋電,4146175,3404833,--,--,741342,--,--,741342,548698,--,192644,12188,204832,32794,172038,--,--,172038,18492,--,190530,170156,--,1882,188648,--,1882,0.66
110/05/15,108,3,1615,大山,2162736,1899002,--,--,263734,--,--,263734,90831,--,172903,9868,182771,34345,148426,--,--,148426,20807,--,169233,148426,--,--,169233,--,--,1.33
110/05/15,108,3,1616,億泰,2174343,2049349,--,--,124994,--,--,124994,149905,--,-24911,-7299,-32210,361,-32571,--,--,-32571,1,--,-32570,-32571,--,--,-32570,--,--,-0.17
110/05/15,108,3,1617,榮星,2124025,1887773,--,--,236252,--,--,236252,194244,--,42008,55029,97037,21467,75570,--,--,75570,-36482,--,39088,75571,--,-1,39089,--,-1,0.52
110/05/15,108,3,1618,合機,1851927,1789233,--,--,62694,--,--,62694,78210,--,-15516,45490,29974,2996,26978,--,--,26978,136743,--,163721,26978,--,--,163721,--,--,0.11
110/05/15,108,3,1626,艾美特-KY,8199066,6613711,--,--,1585355,11936,10147,1583566,1259704,0,323862,58440,382302,78040,304262,--,--,304262,-93017,--,211245,301984,--,2278,209224,--,2021,2.48
110/05/15,108,3,1701,中化,5926510,3670557,--,--,2255953,--,--,2255953,1936417,--,319536,46394,365930,51417,314513,--,--,314513,68748,--,383261,314260,--,253,383008,--,253,1.06
110/05/15,108,3,1702,南僑,13427224,8785208,--,--,4642016,--,--,4642016,3480502,--,1161514,-61723,1099791,448887,650904,--,--,650904,-118797,--,532107,619531,--,31373,518272,--,13835,2.5
110/05/15,108,3,1707,葡萄王,6525777,1186883,--,--,5338894,--,--,5338894,3754981,--,1583913,75873,1659786,343581,1316205,--,--,1316205,-23404,--,1292801,880875,--,435330,857471,--,435330,6.49
110/05/15,108,3,1708,東鹼,3247268,2460674,--,--,786594,--,--,786594,423295,--,363299,-100073,263226,61815,201411,--,--,201411,43178,--,244589,201411,--,0,244589,--,0,0.95
110/05/15,108,3,1709,和益,6528164,5759359,--,--,768805,-2370,5988,777163,517789,--,259374,-6507,252867,78907,173960,--,--,173960,7583,--,181543,178089,--,-4129,185661,--,-4118,0.36
110/05/15,108,3,1710,東聯,18266993,17819067,--,--,447926,--,--,447926,720602,--,-272676,228367,-44309,44567,-88876,--,--,-88876,43923,--,-44953,75905,--,-164781,184760,--,-229713,0.09
110/05/15,108,3,1711,永光,7096026,5526200,--,--,1569826,--,--,1569826,1233018,--,336808,55904,392712,82565,310147,--,--,310147,141666,--,451813,313969,--,-3822,452819,--,-1006,0.57
110/05/15,108,3,1712,興農,13026738,9574000,--,--,3452738,--,--,3452738,2780001,--,672737,-24874,647863,139348,508515,--,--,508515,-31672,--,476843,503307,--,5208,471635,--,5208,1.2
110/05/15,108,3,1713,國化,442208,390306,--,--,51902,--,--,51902,39180,--,12722,53644,66366,1919,64447,--,--,64447,-834,--,63613,--,--,--,--,--,--,0.43
110/05/15,108,3,1714,和桐,21106849,19191475,--,--,1915374,1274,2264,1916364,1225741,--,690623,-202003,488620,139250,349370,--,--,349370,-267949,--,81421,126354,--,223016,-57686,--,139107,0.13
110/05/15,108,3,1717,長興,30191616,24442044,--,--,5749572,--,--,5749572,4019521,--,1730051,525028,2255079,363880,1891199,--,--,1891199,-575461,--,1315738,1913933,--,-22734,1343517,--,-27779,1.54
110/05/15,108,3,1720,生達,2905898,1653061,--,--,1252837,--,--,1252837,899565,--,353272,89147,442419,92768,349651,--,--,349651,-34574,--,315077,279115,--,70536,245153,--,69924,1.56
110/05/15,108,3,1721,三晃,2442885,2234445,--,--,208440,--,--,208440,197822,--,10618,-7944,2674,165,2509,--,--,2509,10504,--,13013,2363,--,146,12627,--,386,0.01
110/05/15,108,3,1722,台肥,9541425,7573844,--,--,1967581,--,--,1967581,863139,--,1104442,753350,1857792,312764,1545028,--,--,1545028,166041,--,1711069,1545028,--,--,1711069,--,--,1.58
110/05/15,108,3,1723,中碳,6043908,4486849,--,--,1557059,--,--,1557059,313395,--,1243664,142051,1385715,241321,1144394,--,--,1144394,-39955,--,1104439,1139403,--,4991,1095531,--,8908,4.91
110/05/15,108,3,1724,台硝,1402068,1218855,--,--,183213,--,--,183213,115808,7572,74977,5496,80473,19115,61358,--,--,61358,-5292,--,56066,--,--,--,--,--,--,0.48
110/05/15,108,3,1725,元禎,6533263,6223548,--,--,309715,--,--,309715,180769,--,128946,75440,204386,27132,177254,--,--,177254,320965,--,498219,177254,--,0,498219,--,0,0.97
110/05/15,108,3,1726,永記,5709259,4312438,--,--,1396821,--,--,1396821,849281,--,547540,67866,615406,153303,462103,--,--,462103,-52212,--,409891,462103,--,--,409891,--,--,2.85
110/05/15,108,3,1727,中華化,1723391,1530333,--,--,193058,--,--,193058,169094,--,23964,-123,23841,3206,20635,--,--,20635,-3749,--,16886,21621,--,-986,18219,--,-1333,0.2
110/05/15,108,3,1730,花仙子,2723593,1576102,--,--,1147491,6897,4771,1145365,770512,--,374853,29166,404019,98339,305680,0,--,305680,-13,--,305667,291938,--,13742,291439,--,14228,4.62
110/05/15,108,3,1731,美吾華,853835,338063,--,--,515772,--,--,515772,391288,29,124513,1678,126191,28336,97855,--,--,97855,-6581,--,91274,97855,--,--,91274,--,--,0.74
110/05/15,108,3,1732,毛寶,446834,250673,--,--,196161,--,--,196161,178260,--,17901,-653,17248,2239,15009,--,--,15009,139,--,15148,15009,--,--,15148,--,--,0.35
110/05/15,108,3,1733,五鼎,1532452,1174930,--,--,357522,--,--,357522,289591,--,67931,-9962,57969,25538,32431,--,--,32431,1766,--,34197,33069,--,-638,34816,--,-619,0.33
110/05/15,108,3,1734,杏輝,1723050,1070320,--,--,652730,--,--,652730,804241,--,-151511,45777,-105734,38250,-143984,--,--,-143984,-45847,--,-189831,-20807,--,-123177,-54672,--,-135159,-0.12
110/05/15,108,3,1735,日勝化,2336187,1867669,--,--,468518,--,--,468518,322436,--,146082,-3373,142709,47620,95089,--,--,95089,-19199,--,75890,95089,0,0,75890,0,0,0.96
110/05/15,108,3,1736,喬山,17111791,8579554,--,--,8532237,--,--,8532237,7907572,--,624665,166947,791612,202338,589274,--,--,589274,-178052,--,411222,588504,--,770,410452,--,770,1.94
110/05/15,108,3,1737,臺鹽,2170967,1267959,--,--,903008,--,--,903008,579451,--,323557,12659,336216,65227,270989,--,--,270989,-745,--,270244,270989,--,--,270244,--,--,1.35
110/05/15,108,3,1760,寶齡富錦,1107957,496152,--,--,611805,8869,--,602936,448449,--,154487,3675,158162,53794,104368,--,--,104368,-7940,--,96428,104368,--,--,96428,--,--,1.36
110/05/15,108,3,1762,中化生,880509,546325,--,--,334184,--,--,334184,257454,--,76730,24185,100915,20781,80134,--,--,80134,3590,--,83724,80041,--,93,83628,--,96,1.03
110/05/15,108,3,1773,勝一,5468806,4039699,--,--,1429107,--,--,1429107,717707,--,711400,66520,777920,146186,631734,--,--,631734,-17020,--,614714,631734,--,0,614714,--,0,4.21
110/05/15,108,3,1776,展宇,1203443,985176,--,--,218267,--,--,218267,164305,--,53962,10482,64444,10140,54304,--,--,54304,-10396,--,43908,45011,--,9293,34991,--,8917,0.65
110/05/15,108,3,1783,和康生,340347,180325,--,--,160022,--,--,160022,106334,--,53688,9554,63242,10596,52646,--,--,52646,116,--,52762,52646,--,--,52762,--,--,0.76
110/05/15,108,3,1786,科妍,308062,101279,--,--,206783,--,--,206783,119215,--,87568,877,88445,7604,80841,--,--,80841,-78,--,80763,80841,--,--,80763,--,--,1.4
110/05/15,108,3,1789,神隆,2073231,1177141,--,--,896090,--,--,896090,686304,--,209786,-1804,207982,40173,167809,--,--,167809,-11750,--,156059,167809,--,--,156059,--,--,0.21
110/05/15,108,3,1795,美時,6046466,2972709,--,--,3073757,--,--,3073757,2209878,--,863879,-179306,684573,145535,539038,--,--,539038,-465298,--,73740,523485,--,15553,71117,--,2623,2.17
110/05/15,108,3,1802,台玻,30360562,28162504,--,--,2198058,--,--,2198058,3425011,-2034,-1228987,-286138,-1515125,130382,-1645507,--,--,-1645507,-994040,--,-2639547,-1484190,--,-161317,-2409203,--,-230344,-0.51
110/05/15,108,3,1805,寶徠,104988,88447,--,--,16541,--,--,16541,60987,--,-44446,-11740,-56186,0,-56186,--,--,-56186,-242,--,-56428,-56186,--,--,-56428,--,--,-0.7
110/05/15,108,3,1806,冠軍,3532132,2697155,--,--,834977,--,--,834977,1071968,--,-236991,-109308,-346299,4417,-350716,--,--,-350716,59438,--,-291278,-350716,--,0,-291278,--,0,-0.81
110/05/15,108,3,1808,潤隆,2594001,2224648,--,--,369353,--,--,369353,415474,--,-46121,-103581,-149702,20539,-170241,--,--,-170241,58556,--,-111685,-170241,0,--,-111685,0,--,-0.55
110/05/15,108,3,1809,中釉,1716296,1432692,--,--,283604,--,--,283604,362625,8762,-70259,18364,-51895,-3996,-47899,--,--,-47899,-31686,--,-79585,-23529,--,-24370,-40576,--,-39009,-0.14
110/05/15,108,3,1810,和成,4033024,3007825,--,--,1025199,--,--,1025199,986145,--,39054,14597,53651,32582,21069,--,--,21069,125631,--,146700,30937,--,-9868,155746,--,-9046,0.08
110/05/15,108,3,1817,凱撒衛,1639523,1140449,--,--,499074,--,--,499074,328297,209,170986,-727,170259,46956,123303,--,--,123303,13893,--,137196,123302,--,1,137196,--,0,1.7
110/05/15,108,3,1903,士紙,125864,88401,--,--,37463,--,--,37463,178266,--,-140803,10168,-130635,0,-130635,0,--,-130635,69261,--,-61374,-130635,--,0,-61374,--,0,-0.5
110/05/15,108,3,1904,正隆,28890044,22542716,--,--,6347328,--,--,6347328,4192025,--,2155303,-149490,2005813,411729,1594084,0,--,1594084,-17510,--,1576574,1531761,--,62323,1535361,--,41213,1.38
110/05/15,108,3,1905,華紙,15664361,14560519,--,-4617,1099225,--,--,1099225,1214461,--,-115236,38185,-77051,-23206,-53845,--,--,-53845,118323,--,64478,-29646,0,-24199,134984,0,-70506,-0.03
110/05/15,108,3,1906,寶隆,925094,879554,--,--,45540,--,--,45540,40013,--,5527,152360,157887,19751,138136,--,--,138136,-188134,--,-49998,--,--,--,--,--,--,0.91
110/05/15,108,3,1907,永豐餘,55420829,46313974,--,-4617,9102238,--,--,9102238,6943892,--,2158346,685785,2844131,688310,2155821,--,--,2155821,2205226,--,4361047,1839639,--,316182,3967203,--,393844,1.11
110/05/15,108,3,1909,榮成,35380114,30844916,--,--,4535198,--,--,4535198,3486561,--,1048637,-1083610,-34973,-9416,-25557,--,--,-25557,-586080,--,-611637,7866,--,-33423,-564529,--,-47108,0.01
110/05/15,108,3,2002,中鋼,281805648,256923894,--,--,24881754,--,--,24881754,11712737,--,13169017,448458,13617475,2581071,11036404,--,--,11036404,1928014,--,12964418,9337321,--,1699083,10867364,--,2097054,0.6
110/05/15,108,3,2006,東和鋼鐵,33734731,30826724,--,--,2908007,--,--,2908007,1496277,--,1411730,51678,1463408,363431,1099977,--,--,1099977,62958,--,1162935,1100372,--,-395,1159612,--,3323,1.1
110/05/15,108,3,2007,燁興,5202049,5326943,--,--,-124894,--,--,-124894,184306,--,-309200,-117783,-426983,15562,-442545,--,--,-442545,939,--,-441606,-441684,--,-861,-440745,--,-861,-0.83
110/05/15,108,3,2008,高興昌,940193,918953,--,--,21240,--,--,21240,95606,--,-74366,7650,-66716,0,-66716,--,--,-66716,82908,--,16192,--,--,--,--,--,--,-0.33
110/05/15,108,3,2009,第一銅,1902401,1992168,--,--,-89767,--,--,-89767,40431,--,-130198,18094,-112104,0,-112104,--,--,-112104,116459,--,4355,--,--,--,--,--,--,-0.31
110/05/15,108,3,2010,春源,11940106,11242617,--,--,697489,--,--,697489,594057,--,103432,85561,188993,34932,154061,--,--,154061,-103417,--,50644,156922,--,-2861,75206,--,-24562,0.24
110/05/15,108,3,2012,春雨,7020441,5893089,--,--,1127352,--,--,1127352,684046,--,443306,21820,465126,40155,424971,--,--,424971,-23480,--,401491,347928,--,77043,324277,--,77214,1.32
110/05/15,108,3,2013,中鋼構,12551350,12266472,--,--,284878,--,--,284878,238277,--,46601,52023,98624,21368,77256,--,--,77256,-22682,--,54574,77256,--,--,54574,--,--,0.4
110/05/15,108,3,2014,中鴻,33182960,31689864,--,--,1493096,--,--,1493096,1195575,--,297521,132412,429933,8820,421113,--,--,421113,-183876,--,237237,421113,--,--,237237,--,--,0.29
110/05/15,108,3,2015,豐興,20611206,18526656,--,--,2084550,--,--,2084550,570145,--,1514405,281890,1796295,312441,1483854,--,--,1483854,-20724,--,1463130,1483854,--,0,1463130,--,0,2.55
110/05/15,108,3,2017,官田鋼,3105723,2852822,--,--,252901,--,--,252901,337515,-607,-85221,5955,-79266,4237,-83503,--,--,-83503,-5101,--,-88604,-96111,--,12608,-100360,--,11756,-0.29
110/05/15,108,3,2020,美亞,3436484,3040367,--,--,396117,1153,1542,396506,166935,--,229571,179451,409022,48114,360908,--,--,360908,70471,--,431379,362161,--,-1253,432632,--,-1253,1.63
110/05/15,108,3,2022,聚亨,8595038,8349318,--,--,245720,--,--,245720,377058,--,-131338,-19005,-150343,-59384,-90959,-114061,--,-205020,271903,--,66883,-163776,--,-41244,116257,--,-49374,-0.34
110/05/15,108,3,2023,燁輝,45678559,43579216,--,--,2099343,--,--,2099343,2744930,--,-645587,-770923,-1416510,-226003,-1190507,--,--,-1190507,-55563,--,-1246070,-985364,--,-205143,-1050135,--,-195935,-0.52
110/05/15,108,3,2024,志聯,939179,856468,--,--,82711,--,--,82711,51772,--,30939,-6336,24603,5196,19407,--,--,19407,0,--,19407,--,--,--,--,--,--,0.2
110/05/15,108,3,2025,千興,899757,1015900,--,--,-116143,--,--,-116143,27172,-1251,-144566,11877,-132689,0,-132689,--,--,-132689,-9087,--,-141776,--,--,--,--,--,--,-0.47
110/05/15,108,3,2027,大成鋼,61992285,50254017,--,--,11738268,--,--,11738268,6629720,-94,5108454,-1535739,3572715,895127,2677588,--,--,2677588,-556575,--,2121013,2033607,--,643981,1731024,--,389989,1.66
110/05/15,108,3,2028,威致,7208917,6858435,--,--,350482,--,--,350482,135466,--,215016,-35854,179162,-110,179272,--,--,179272,19644,--,198916,--,--,--,--,--,--,0.55
110/05/15,108,3,2029,盛餘,7586651,7152658,--,--,433993,--,--,433993,381625,--,52368,13347,65715,26353,39362,--,--,39362,-12266,--,27096,44581,--,-5219,33200,--,-6104,0.14
110/05/15,108,3,2030,彰源,9147501,8190301,--,--,957200,--,--,957200,572173,--,385027,-77726,307301,102045,205256,--,--,205256,-46423,--,158833,205256,0,0,158833,0,0,0.72
110/05/15,108,3,2031,新光鋼,6129767,5938550,--,--,191217,1068,900,191049,209084,--,-18035,193583,175548,1125,174423,--,--,174423,-105631,--,68792,170175,--,4248,64541,--,4251,0.55
110/05/15,108,3,2032,新鋼,2109797,1981029,--,--,128768,--,--,128768,75591,--,53177,3048,56225,12470,43755,--,--,43755,483,--,44238,--,--,--,--,--,--,0.34
110/05/15,108,3,2033,佳大,634246,577018,--,--,57228,--,--,57228,61166,--,-3938,4427,489,-19,508,--,--,508,862,--,1370,--,--,--,--,--,--,0.01
110/05/15,108,3,2034,允強,12577423,11196395,--,--,1381028,--,--,1381028,579833,--,801195,13314,814509,161757,652752,--,--,652752,1434,--,654186,652752,--,--,654186,--,--,1.6
110/05/15,108,3,2038,海光,5810248,5929096,--,--,-118848,--,--,-118848,107918,--,-226766,26977,-199789,-39674,-160115,--,--,-160115,55198,--,-104917,-156362,--,-3753,-101164,--,-3753,-0.86
110/05/15,108,3,2049,上銀,16195614,10440363,--,--,5755251,--,--,5755251,3296031,--,2459220,-67929,2391291,731099,1660192,--,--,1660192,-39779,--,1620413,1826876,--,-166684,1784648,--,-164235,5.9
110/05/15,108,3,2059,川湖,3495455,1643897,--,--,1851558,--,--,1851558,452651,--,1398907,234486,1633393,392998,1240395,--,--,1240395,-583,--,1239812,1240395,--,--,1239812,--,--,13.02
110/05/15,108,3,2062,橋椿,4708021,4205564,--,--,502457,--,--,502457,527848,--,-25391,130286,104895,36150,68745,--,--,68745,-63954,--,4791,69056,--,-311,5102,--,-311,0.42
110/05/15,108,3,2069,運錩,6520380,6168366,--,--,352014,--,--,352014,313006,--,39008,-62535,-23527,7839,-31366,--,--,-31366,-46215,--,-77581,-31366,--,--,-77581,--,--,-0.2
110/05/15,108,3,2101,南港,8508809,6892484,--,--,1616325,1582,662,1615405,992760,0,622645,571754,1194399,181138,1013261,--,--,1013261,-119897,--,893364,1013261,--,--,893364,--,--,1.26
110/05/15,108,3,2102,泰豐,3452801,2919930,--,--,532871,--,--,532871,800968,--,-268097,-34368,-302465,14210,-316675,--,--,-316675,-19318,--,-335993,-316675,--,--,-335993,--,--,-0.69
110/05/15,108,3,2103,台橡,22067331,19491042,--,--,2576289,--,--,2576289,1848309,124214,852194,145326,997520,307784,689736,--,--,689736,-46096,--,643640,635922,--,53814,650415,--,-6775,0.77
110/05/15,108,3,2104,國際中橡,18694329,13876122,--,--,4818207,--,--,4818207,2350951,--,2467256,29757,2497013,863039,1633974,--,--,1633974,735022,--,2368996,1537171,--,96803,2261495,--,107501,1.58
110/05/15,108,3,2105,正新,82887311,64582614,--,--,18304697,--,--,18304697,12651680,--,5653017,-618773,5034244,1968312,3065932,--,--,3065932,-982145,--,2083787,3030480,--,35452,2140294,--,-56507,0.93
110/05/15,108,3,2106,建大,24677474,19716919,--,--,4960555,--,--,4960555,3941414,--,1019141,238170,1257311,309621,947690,0,--,947690,-145497,--,802193,947692,--,-2,802195,--,-2,1.08
110/05/15,108,3,2107,厚生,2044752,1529371,--,--,515381,--,--,515381,166618,--,348763,140417,489180,40307,448873,--,--,448873,66949,--,515822,448873,--,0,515822,--,0,1.28
110/05/15,108,3,2108,南帝,9414607,6952114,--,--,2462493,--,--,2462493,960462,--,1502031,119635,1621666,459441,1162225,--,--,1162225,-61152,--,1101073,1121199,--,41026,1060047,--,41026,2.28
110/05/15,108,3,2109,華豐,3904332,3207431,--,--,696901,--,--,696901,425525,--,271376,-105241,166135,114302,51833,--,--,51833,187771,--,239604,-36719,--,88552,73551,--,166053,-0.11
110/05/15,108,3,2114,鑫永銓,1236975,795165,--,--,441810,--,--,441810,112921,--,328889,43042,371931,75272,296659,--,--,296659,0,--,296659,--,--,--,--,--,--,4.18
110/05/15,108,3,2115,六暉-KY,2034345,1589595,--,--,444750,--,--,444750,227182,--,217568,22281,239849,68151,171698,--,--,171698,-56617,--,115081,171698,--,--,115081,--,--,2
110/05/15,108,3,2201,裕隆,62833980,49926427,--,--,12907553,--,4432,12911985,13655852,--,-743867,1320802,576935,1699344,-1122409,--,--,-1122409,86830,--,-1035579,-2507501,--,1385092,-2356557,--,1320978,-1.7
110/05/15,108,3,2204,中華,24399143,19906069,--,--,4493074,18696,--,4474378,3069121,--,1405257,-427032,978225,507243,470982,--,--,470982,-61682,--,409300,346192,--,124790,350923,--,58377,0.29
110/05/15,108,3,2206,三陽工業,25562096,21136577,--,--,4425519,--,--,4425519,3856543,--,568976,2014817,2583793,226525,2357268,--,--,2357268,25468,--,2382736,2332201,--,25067,2365972,--,16764,2.84
110/05/15,108,3,2208,台船,11614156,12005757,--,--,-391601,--,--,-391601,365734,--,-757335,-32639,-789974,2805,-792779,--,--,-792779,--,--,-792779,-795731,--,2952,-795731,--,2952,-1.72
110/05/15,108,3,2227,裕日車,23795294,20225423,--,--,3569871,--,--,3569871,2764789,2491,807573,5532719,6340292,1275509,5064783,--,--,5064783,-81724,--,4983059,5064783,--,--,4983059,--,--,16.88
110/05/15,108,3,2228,劍麟,3448493,2492389,--,--,956104,--,--,956104,460989,--,495115,95771,590886,134477,456409,--,--,456409,-87228,--,369181,456409,--,--,369181,--,--,6.02
110/05/15,108,3,2231,為升,3040717,1386370,--,--,1654347,--,--,1654347,623472,--,1030875,21971,1052846,198599,854247,--,--,854247,-25026,--,829221,893096,--,-38849,867738,--,-38517,7.32
110/05/15,108,3,2233,宇隆,1730873,1151704,--,--,579169,--,--,579169,332747,--,246422,49071,295493,55817,239676,--,--,239676,-28992,--,210684,247559,--,-7883,214237,--,-3553,4.11
110/05/15,108,3,2236,百達-KY,1353991,993513,--,--,360478,--,--,360478,250223,--,110255,-4348,105907,44255,61652,--,--,61652,-28531,--,33121,49526,--,12126,21269,--,11852,1.12
110/05/15,108,3,2239,英利-KY,16096891,13308984,--,--,2787907,--,--,2787907,1692482,--,1095425,-243656,851769,109867,741902,--,--,741902,-410209,--,331693,488853,--,253049,141521,--,190172,4.14
110/05/15,108,3,2243,宏旭-KY,1205635,1124430,--,--,81205,--,--,81205,130907,--,-49702,-22247,-71949,1330,-73279,--,--,-73279,-21067,--,-94346,-73279,0,0,-94346,0,0,-1.7
110/05/15,108,3,2247,汎德永業,23749682,21022464,--,--,2727218,--,--,2727218,2223389,56551,560380,-17212,543168,121962,421206,--,--,421206,--,--,421206,421206,0,0,421206,0,0,5.87
110/05/15,108,3,2301,光寶科,133799199,113602773,--,--,20196426,--,--,20196426,13421734,--,6774692,2412110,9186802,2206169,6980633,--,--,6980633,-901419,--,6079214,6967895,--,12738,6057239,--,21975,3
110/05/15,108,3,2302,麗正,370227,249972,--,--,120255,--,--,120255,119081,--,1174,12409,13583,25,13558,--,--,13558,-37259,--,-23701,13558,--,--,-23701,--,--,0.08
110/05/15,108,3,2303,聯電,106352583,92005953,--,--,14346630,--,--,14346630,15641942,3967571,2672259,98920,2771179,-202221,2973400,--,--,2973400,4947003,--,7920403,5870601,--,-2897201,10840907,--,-2920504,0.5
110/05/15,108,3,2305,全友,348173,245284,--,--,102889,--,--,102889,211799,--,-108910,115030,6120,10246,-4126,--,--,-4126,-30558,--,-34684,-6425,--,2299,-35937,--,1253,-0.03
110/05/15,108,3,2308,台達電,199938137,145446789,--,--,54491348,--,--,54491348,40463284,--,14028064,8866268,22894332,4075786,18818546,--,--,18818546,4464662,--,23283208,18031687,--,786859,20732556,--,2550652,6.94
110/05/15,108,3,2312,金寶,102716806,95948421,--,--,6768385,--,--,6768385,5425056,--,1343329,-246645,1096684,327297,769387,--,--,769387,-341372,--,428015,624416,--,144971,439781,--,-11766,0.46
110/05/15,108,3,2313,華通,38837760,32898125,--,--,5939635,--,--,5939635,2300759,--,3638876,-163216,3475660,1095552,2380108,--,--,2380108,-394549,--,1985559,2380108,--,--,1985559,--,--,2
110/05/15,108,3,2314,台揚,4370048,3620942,--,--,749106,--,--,749106,762694,--,-13588,2565,-11023,8885,-19908,--,--,-19908,-13475,--,-33383,-19908,--,0,-33383,--,0,-0.09
110/05/15,108,3,2316,楠梓電,3793164,3528380,--,--,264784,--,--,264784,327463,--,-62679,597091,534412,71722,462690,--,--,462690,-122789,--,339901,462690,--,--,339901,--,--,2.1
110/05/15,108,3,2317,鴻海,3601878654,3398587556,--,--,203291098,--,--,203291098,138141982,--,65149116,35944925,101094041,25085478,76008563,--,--,76008563,-23497076,--,52511487,67542884,--,8465679,46117730,--,6393757,4.87
110/05/15,108,3,2321,東訊,1191223,1078408,--,--,112815,--,--,112815,228138,--,-115323,29480,-85843,345,-86188,--,--,-86188,72918,--,-13270,-86305,--,117,-13387,--,117,-0.59
110/05/15,108,3,2323,中環,5524766,4476042,--,--,1048724,--,--,1048724,936394,--,112330,11271,123601,9395,114206,--,--,114206,92252,--,206458,145830,--,-31624,242595,--,-36137,0.13
110/05/15,108,3,2324,仁寶,712919021,688527276,--,--,24391745,--,--,24391745,16891004,--,7500741,-261040,7239701,1503446,5736255,--,--,5736255,383586,--,6119841,4941697,--,794558,5323485,--,796356,1.13
110/05/15,108,3,2327,國巨,31290825,19867295,--,--,11423530,--,--,11423530,5078254,--,6345276,1671161,8016437,1857306,6159131,--,--,6159131,-1042832,--,5116299,6051328,--,107803,5015142,--,101157,14.26
110/05/15,108,3,2328,廣宇,19344132,17445780,--,--,1898352,--,--,1898352,884450,--,1013902,385833,1399735,326351,1073384,--,--,1073384,-566971,--,506413,984125,--,89259,418452,--,87961,1.9
110/05/15,108,3,2329,華泰,13416556,11982724,--,--,1433832,--,--,1433832,758310,--,675522,5265,680787,138742,542045,--,--,542045,2457,--,544502,542045,--,0,544502,--,0,0.98
110/05/15,108,3,2330,台積電,752748383,419290867,--,--,333457516,0,42535,333500051,84561961,-480722,248457368,12605995,261063363,31797748,229265615,--,--,229265615,4917131,--,234182746,229228587,--,37028,234145635,--,37111,8.84
