公司代號,公司名稱,營業收入(百萬元),毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
5531,鄉林,171.93,11.14,-169.01,-250.71,-228.35
5533,皇鼎,701.6,29.99,19.7,19.22,15.98
5534,長虹,692.08,38.39,28.46,34.69,31.07
5538,東明-KY,2466.85,19.09,12,9.98,8.21
5546,永固-KY,1136.45,13.93,7.3,4.48,3.19
5607,遠雄港,538.64,59.15,41.26,36.25,29.01
5608,四維航,798.76,16.57,9.31,1.59,1.8
5706,鳳凰,24.97,44.37,-59.5,245.01,242.72
5871,中租-KY,16759.02,72.27,44.93,47.76,31.1
5906,台南-KY,457.65,59.09,11.99,12.07,9.5
5907,大洋-KY,1457.86,66.32,10.19,5.3,0.72
6108,競國,2209.29,13.36,4.85,2.64,1.5
6112,聚碩,2993.34,12.49,3.87,8.65,7.6
6115,鎰勝,1659.99,16.89,9.63,11.28,8.46
6116,彩晶,7887.64,48.18,40.52,43.95,38.49
6117,迎廣,540.66,17.13,-5.01,-5.64,-5.86
6120,達運,4636.08,-2.92,-9.38,-8.46,-7.49
6128,上福,1158.5,39.66,7.84,6.73,4.87
6131,鈞泰,14,-48.58,-96.82,-91.62,-91.62
6133,金橋,204.61,6.65,-15.57,-7.73,-7.85
6136,富爾特,153.36,16.4,-5.2,-4.92,-5.22
6139,亞翔,4188.83,5.12,-0.52,0.07,0.04
6141,柏承,909.63,22.3,11.13,11.55,9.44
6142,友勁,701.71,-1.81,-21.3,-17.68,-17.68
6152,百一,677.79,14.01,-6.82,-4.06,-4.06
6153,嘉聯益,3961.78,7.98,-1.42,-1.42,-1.29
6155,鈞寶,178.78,29.72,14.12,13.7,10.66
6164,華興,223.8,21.86,-5,-1.25,-1.63
6165,浪凡,572.37,24.19,3.48,2.98,2.27
6166,凌華,2097.42,41.48,2.11,0.7,0.1
6168,宏齊,681.52,26.11,13.65,18.29,15.32
6172,互億,119.39,7.5,5.13,4.82,4.18
6176,瑞儀,14067.59,17.68,12.32,15.57,11.85
6177,達麗,16.31,71.67,-267.84,-242.74,-242.74
6183,關貿,538.29,42.94,28.55,28.73,22.96
6184,大豐電,494.01,46.96,29.36,27.95,22.3
6189,豐藝,7844.52,7.65,4.02,3.7,3
6191,精成科,6490.54,19.79,12.7,14.15,10.7
6192,巨路,1465.63,31.65,15.07,15.03,11.83
6196,帆宣,6568.58,11.03,4.59,4.18,3.02
6197,佳必琪,835.01,25.6,6.34,9.25,7.47
6201,亞弘電,1031.48,19.46,9.45,9.63,7.7
6202,盛群,1464.7,47.79,21.9,30.34,24
6205,詮欣,335.85,28.79,8.64,9.19,6.38
6206,飛捷,914.99,32.99,11.59,11.93,9.56
6209,今國光,819.81,5.02,-6.87,-5.84,-4.96
6213,聯茂,7396.54,18.52,11.72,11.4,8.69
6214,精誠,7350.79,21.14,4.19,7.58,6.86
6215,和椿,424.16,27.85,8.91,35.51,26.49
6216,居易,215.71,49.73,16.53,17.9,15.92
6224,聚鼎,549.28,50.27,26.83,29.8,22.7
6225,天瀚,3.77,20.3,-42.94,-42.51,-42.51
6226,光鼎,207.15,34.56,0.48,0.94,-0.34
6230,尼得科超眾,2473.98,20.23,8.83,9.81,6.71
6235,華孚,637.65,23.35,4.04,5.43,4.25
6239,力成,18429.23,21.11,15.29,15.18,12.35
6243,迅杰,186.41,26.65,2.31,7.13,7.13
6251,定穎,3561.91,8.57,1.02,0.94,0.48
6257,矽格,3504.38,28.51,19.49,21.48,17.02
6269,台郡,7130.45,17.34,6.85,8.61,7.25
6271,同欣電,3141.26,26.53,17.77,18.63,15.25
6277,宏正,1231.42,58.99,16.15,18.52,14.02
6278,台表科,11511.76,12.2,4.32,4.64,3.45
6281,全國電,4509.15,19.77,3.79,3.8,3.04
6282,康舒,4858.22,16.8,1.69,3.01,2.08
6283,淳安,678.03,13.69,-7.05,-5.2,-5.2
6285,啟碁,15343.59,10.89,1.75,1.9,1.79
6288,聯嘉,983.54,22.14,4.99,4.83,3.51
6289,華上,21.17,-79.71,-115.75,19.14,19.14
6405,悅城,97.94,9.08,-19.78,58.68,59.04
6409,旭隼,3462.58,24.54,15.16,15.3,12.21
6412,群電,9982.14,16.5,7.75,7.53,5.82
6414,樺漢,20191.24,23.55,2.97,3.57,2.69
6415,矽力-KY,4179.93,47.73,23.99,25.05,23.32
6416,瑞祺電通,1241.08,21.05,8.71,8.44,6.19
6426,統新,129.03,43.81,4.54,1.34,0.99
6431,光麗-KY,22.13,5.26,-56.79,-10.01,-10.27
6438,迅得,1026.91,32.19,14.59,15.02,11.79
6442,光聖,689.82,19.47,3.02,2.99,2.05
6443,元晶,1136.83,5.21,-0.83,0.6,0.17
6449,鈺邦,654.69,26.75,13.59,14.29,10.71
6451,訊芯-KY,1072.85,36.05,18.43,21.56,21.26
6456,GIS-KY,25206.81,8.6,0.36,1.15,0.9
6464,台數科,1099.46,51.55,34.52,30.55,24.79
6477,安集,192.82,22.17,9.8,6.99,5.4
6491,晶碩,1145.8,52.14,23.15,22.67,19.6
6504,南六,1812.09,17.9,7.52,8.33,6.26
6505,台塑化,130299.67,18.13,16.2,17.15,13.73
6515,穎崴,546.52,35.6,11.17,10.97,8.33
6525,捷敏-KY,1061.18,30.52,23.52,22.47,18.56
6531,愛普,1227.21,44.1,32.06,34.26,28.55
6533,晶心科,151.13,99.72,8.77,19.39,18.31
6541,泰福-KY,0,0,0,0,0
6552,易華電,711.78,12.7,4.97,6.09,5.02
6558,興能高,484.56,19.51,6.68,6.6,5.14
6573,虹揚-KY,525.24,5.92,-8.16,-9.01,-9.36
6579,研揚,1266.56,29.62,4.06,4.02,3.43
6581,鋼聯,305.57,49.05,28.34,28.54,21.45
6582,申豐,2298.66,64.78,58.12,56.76,45.4
6591,動力-KY,470.13,35.86,22.81,24.03,16.29
6592,和潤企業,4119.64,68.8,27.4,28.69,21.92
6598,ABC-KY,83.86,66.44,-29.7,-28.52,-28.52
6605,帝寶,4107.4,25.11,11.03,8.97,6.8
6625,必應,217.07,15.82,-4.11,-4.08,-4.14
6641,基士德-KY,361.67,40.27,6.9,8.44,7.52
6655,科定,438.23,53.73,18.54,18.85,15.85
6666,羅麗芬-KY,180.57,60,3.32,9.35,8.09
6668,中揚光,358.39,23.62,-3.5,-3.39,-4.86
6669,緯穎,39290.29,8.21,5.81,5.52,4.32
6670,復盛應用,5800.8,24.28,15.48,16.33,13.79
6671,三能-KY,446.19,38.54,11.74,11.97,9.42
6672,騰輝電子-KY,1609.7,33.01,15.58,15.29,11.93
6674,鋐寶科技,757.29,15.58,2.45,-0.55,-0.46
6698,旭暉應材,174.38,28.52,2.91,14.6,12.86
6706,惠特,1184.13,37.38,17.66,16.32,14.46
6715,嘉基,560.78,27.65,11.55,11.93,9.61
6743,安普新,1158.06,14.71,1.63,0.95,1.57
6754,匯僑設計,753.59,24.82,7.6,7.76,5.17
6756,威鋒電子,725.15,51.4,29.1,29.16,25.49
6768,志強-KY,3706.63,22.18,10.17,9.88,7.87
6776,展碁國際,4065.46,4.92,1.46,1.76,1.41
6781,AES-KY,2682.22,36.34,28.04,28.34,22.94
8011,台通,341.2,6.09,-12.64,-15.5,-16.49
8016,矽創,4042.64,47.17,28.14,28.63,24.15
8021,尖點,779.66,32.41,18.17,18.13,13.02
8028,昇陽半導體,671.74,22.46,5.27,3.18,2.81
8033,雷虎,295.3,35.62,3.95,2.31,0.11
8039,台虹,2202.48,23.05,9.96,10.78,8.02
8046,南電,10855.82,20.27,15.98,16.98,14.6
8070,長華*,4594.61,14.95,8.77,9.5,7.49
8072,陞泰,321.26,16.26,0.81,3.3,2.24
8081,致新,2184.37,41.76,23.73,23.55,19.42
8101,華冠,251.12,-12.01,-59.88,-64.33,-64.33
8103,瀚荃,886.8,31.42,12.72,13.82,7.93
8104,錸寶,454.28,25.15,10.64,17.49,14.85
8105,凌巨,2194.74,4.76,-4.28,-6.8,-7.42
8110,華東,1405.9,1.93,-3.78,1.04,1.49
8112,至上,50368.18,2.78,1.79,1.78,1.36
8114,振樺電,1972.81,34.77,7.29,4.31,2.62
8131,福懋科,2534.35,19.75,17.72,17.82,14.25
8150,南茂,6465.34,24.15,17.94,18.33,14.83
8163,達方,5995.44,16.35,4.42,4.91,3.77
8201,無敵,215.62,14.55,-10.56,-6.32,-6.34
8210,勤誠,1818.93,21.63,9.05,8.97,6.9
8213,志超,6178.89,14.71,7.33,8.1,6.03
8215,明基材,4076.28,15,3.64,5.21,4.08
8222,寶一,79.35,-15.52,-40.14,-36.39,-36.95
8249,菱光,937.24,12.25,3.83,5.71,4.26
8261,富鼎,1028.78,21.75,13.44,13.93,11.05
8271,宇瞻,2098.88,17.31,7.18,7.49,5.92
8341,日友,792.01,52.2,36.2,33.95,27.28
8367,建新國際,489.99,30.29,15.18,21.78,19.33
8374,羅昇,878.09,19.28,7.05,7.05,5.6
8404,百和興業-KY,2457.67,40.66,24.58,25,16.97
8411,福貞-KY,1651.2,8.54,0.26,-0.28,-0.76
8422,可寧衛,816.97,70.73,57.23,57.87,45.54
8427,基勝-KY,1084.08,29.37,13.85,14.03,12.74
8429,金麗-KY,85.24,7.06,16.83,25.77,22.01
8442,威宏-KY,1156.88,9.03,-4.16,-3.88,-3.88
8443,阿瘦,307.53,50.07,-15.45,-15.72,-15.72
8454,富邦媒,18361.22,10.33,4.61,5.16,4.24
8462,柏文,911.22,30.25,14.33,12.71,10.15
8463,潤泰材,858.15,11.06,4.48,4.02,3.2
8464,億豐,6785.42,53.71,26.26,25.91,19.8
8466,美吉吉-KY,736.78,18.84,4.31,5.3,4.6
8467,波力-KY,310.56,26.31,1.25,5.74,4.96
8473,山林水,1177.93,26.06,21.21,18.5,15.17
8478,東哥遊艇,683.91,21.49,1.87,2.02,1.36
8480,泰昇-KY,448.04,35.53,18.18,23.11,20.21
8481,政伸,385.53,51.67,28.92,29.24,24.28
8482,商億-KY,999.59,28.99,8,12.35,9.52
8488,吉源-KY,703.93,7.14,-0.51,-0.79,-0.66
8499,鼎炫-KY,583.87,53.8,40.29,42.09,30.64
8926,台汽電,1995,9.13,5.21,16.4,14.99
8940,新天地,280.66,52.88,10.53,9.72,7.72
8996,高力,503.76,23.61,7.39,5.89,3.63
9802,鈺齊-KY,3416.85,20.59,11.18,11.36,9.52
9902,台火,60.75,9.53,-1.08,8.25,8.25
9904,寶成,70894.52,25.69,4.76,12.99,11.46
9905,大華,1843.12,14.31,7.24,8.45,6.48
9906,欣巴巴,40.45,18.11,-41.51,-64.23,-64.23
9907,統一實,8163.28,10.71,3.31,3.03,2.27
9908,大台北,918.15,25.66,17.98,28.19,22.39
9910,豐泰,19336.83,24.42,11.99,13.92,9.46
9911,櫻花,1921.35,38.49,18.5,19.18,15.23
9912,偉聯,131.12,38.76,2.48,-2.3,-2.96
9914,美利達,8017.53,12.36,4.3,18.92,14.8
9917,中保科,3536.92,36.16,19.51,20.96,16.97
9918,欣天然,599.96,29.32,16.12,26.06,22.67
9919,康那香,1037.4,20.35,4.82,4.73,3.75
9921,巨大,20617.47,24.41,12.11,12.09,8.69
9924,福興,2170.68,20.1,9.71,9.98,7.66
9925,新保,1931.46,35.14,13.76,13.34,10.35
9926,新海,617.81,30.12,24.16,25.31,20.2
9927,泰銘,2039.86,14.98,12.2,11.82,8.79
9928,中視,190.58,0.69,-19.18,-10.88,-10.88
9929,秋雨,150.65,12.86,1.79,1.83,1.83
9930,中聯資源,2592.13,14.21,9.88,9.67,7.69
9931,欣高,339.8,21.64,16.7,29.01,22.52
9933,中鼎,14625.56,4.58,1.56,3.78,2.55
9934,成霖,5002.09,25.23,2.29,2.39,1.11
9935,慶豐富,1195.29,20.64,7.92,7.64,6.51
9937,全國,5040.3,13.84,5.21,5.91,4.71
9938,百和,4672.37,40.77,25.45,25.42,16.5
9939,宏全,5123.9,22.77,13.39,12.75,9.76
9940,信義,3622.23,28.78,17.29,18.19,12.8
9941,裕融,7624.53,52.4,18.02,18.74,14.03
9942,茂順,871.13,35.54,21.34,20.89,14.43
9943,好樂迪,723.33,55.2,22.82,31.28,26.52
9944,新麗,706.95,28.47,8.98,8.9,6.7
9945,潤泰新,5237.44,19.54,10.96,134.08,131.34
9946,三發地產,146.05,25.99,6.63,8.81,6.37
9955,佳龍,459.52,2.27,-3.09,-4.82,-4.82
9958,世紀鋼,1664.48,29.2,22.84,23.87,18.9
