公司代號,公司名稱,營業收入(百萬元),毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
1410,南染,416.26,36.43,21.02,19.43,15.03
1413,宏洲,1558.96,-4.67,-10.52,-10.39,-10.39
1414,東和,702.47,8.95,-1.72,8.89,8.34
1416,廣豐,20.37,-528.08,-844.05,-1540.32,-1687.44
1417,嘉裕,1035.87,21.58,-34.61,-24.46,-34.08
1418,東華,100.14,-185.29,-272.87,-220.97,-227.91
1419,新紡,2149.21,28.99,7.6,18.42,16.96
1423,利華,202.72,-72.64,-97.37,199.68,174.63
1432,大魯閣,1154.82,86.49,-3.84,1.47,1.37
1434,福懋,28783.49,10.47,2,7.86,7.28
1435,中福,15.05,93.25,-134.41,-141.42,-142.4
1436,華友聯,1631.88,30.28,16.72,11.68,11.01
1437,勤益控,605.38,74.16,59.75,70.74,58.97
1438,三地開發,98.43,64.51,46.74,48.13,46.65
1439,中和,113.12,-1.56,-26.72,-210.13,-215.28
1440,南紡,17628.22,9.43,-1.07,5.61,5.51
1441,大東,1509.85,-4.97,-16.56,-19.68,-19.36
1442,名軒,2231.33,14.97,4.92,4.09,3.44
1443,立益,569.4,27.29,15.94,-8.41,-10.32
1444,力麗,8373.61,4.51,-2.99,-5.49,-5.07
1445,大宇,917.47,-0.55,-13.28,-9.14,-6.31
1446,宏和,490.56,31.79,0.55,-2.64,-1.52
1447,力鵬,13559.46,1.73,-2.63,-3.93,-3.06
1449,佳和,1929.15,4.71,-13.95,-5.71,-6.58
1451,年興,7019.37,2.92,-4.27,-7.81,-6.03
1452,宏益,1271.91,11.63,3.26,8.1,7.67
1453,大將,219.41,20.38,4.84,6.83,6.97
1454,台富,1204.93,2.64,-8.02,-4.9,-3.18
1455,集盛,7675.61,1.1,-3.64,-0.45,-0.52
1456,怡華,716.46,17.66,21.07,9.77,9.5
1457,宜進,2707.22,7.58,33.44,29.93,20.56
1459,聯發,1783.73,-4.82,-12.69,-10.2,-10.3
1460,宏遠,7343.88,7.79,-11.6,-12.69,-12.76
1463,強盛,441.61,19.19,1.89,15.17,13.84
1464,得力,8594.66,14.47,0.04,-3.4,-2.4
1465,偉全,425.28,9.08,-3.97,-8.6,-5.9
1466,聚隆,2635.43,10.69,0.56,1.63,1.54
1467,南緯,8598.59,25.78,5.03,3.1,1.92
1468,昶和,961.76,12.26,-0.24,4.7,4.7
1470,大統新創,630.76,18.02,3.01,6.47,5.61
1471,首利,1085.37,9.99,-9.69,38.67,36.49
1472,三洋紡,329.1,4.03,-58.73,-129.09,-129.18
1473,台南,5970.54,11.24,-5.49,-6.38,-5.95
1474,弘裕,2858.48,14.07,2.4,4,3.53
1475,業旺,168.11,18.75,8.52,2.22,2.33
1476,儒鴻,28175.4,28.67,19.51,18.9,15.1
1477,聚陽,24924.17,22.35,10.7,10.9,8.34
1503,士電,25684,18.45,7.61,8.54,6.22
1504,東元,45823.43,23.47,7.71,9.6,8.32
1506,正道,855.85,2.17,-24.82,-42.92,-43.27
1507,永大,15318.75,25.02,8.28,10.58,8.78
1512,瑞利,1188.98,6.3,-11.75,-10.95,-10.78
1513,中興電,15390.79,21.35,11.18,11.71,10.08
1514,亞力,5113.89,17.67,6.82,7.61,6.26
1515,力山,11374.21,17.33,10.16,9.31,7.23
1516,川飛,820.18,4.84,3.46,3.49,3.49
1517,利奇,3383.92,15.39,4.04,7.74,5.98
1519,華城,8471.59,15.98,5.6,6.48,5.4
1521,大億,4797.17,14.04,3.89,3.72,3.33
1522,堤維西,14446.21,19.78,1.84,2.82,1.98
1524,耿鼎,1908.79,15.27,2.9,1.96,1.91
1525,江申,1052.99,8.76,0.6,38.95,30.77
1526,日馳,1246.65,22.56,10.61,17.75,14.3
1527,鑽全,3589.31,25.32,15.36,14.53,11.34
1528,恩德,3210.95,26.61,-4.1,-3.91,-3.68
1529,樂士,609.15,17.86,10.56,10.07,10.19
1530,亞崴,3093.58,15.6,1.23,17.95,19.21
1531,高林股,1609.93,12.48,-4.97,-4.25,-3.42
1532,勤美,13125.9,25.13,9.89,7.37,6.03
1533,車王電,2866.19,28.05,2.23,2.1,-0.17
1535,中宇,8836.36,5.7,0.73,2.71,2.23
1536,和大,5211.04,22.51,7.61,6.22,5.48
1537,廣隆,7119.21,23.25,16.85,16.65,12.35
1538,正峰,275.76,12.46,-30.48,-4.07,-4.46
1539,巨庭,2293.32,9.48,5.38,-0.64,-0.81
1540,喬福,311.11,13.93,-2.4,-8.09,-6.64
1541,錩泰,5271.95,20.23,13,11.21,8.66
1558,伸興,6965.82,28.14,17.08,16.23,12.14
1560,中砂,5156.55,29.99,13.71,13.26,10.46
1568,倉佑,1756.72,9.46,-1.18,0.4,0.59
1582,信錦,9663.34,26.29,15.85,15.5,10.09
1583,程泰,5205.03,18.46,1.12,12.18,13.18
1587,吉茂,1725.73,26.02,7.61,12.87,10.06
1589,永冠-KY,8184.27,21.87,6.66,7.62,6.31
1590,亞德客-KY,19103,49.49,31.22,33.2,25.36
1592,英瑞-KY,4677.5,13.7,-20.49,-29.1,-33.14
1597,直得,1381.89,40.95,20,18.92,14.7
1598,岱宇,13123.76,41.79,14.12,12.61,10.04
1603,華電,2244.27,12.32,6.41,16.38,14.55
1604,聲寶,7670.02,18.28,6.87,27.18,23.94
1605,華新,112546.6,11.08,6.56,8.22,6.22
1608,華榮,7440.06,4.67,2.31,5.74,5
1609,大亞,18300.81,8.75,2.34,6.66,5.65
1611,中電,2074.05,26.74,4.32,4.3,3.79
1612,宏泰,4567.16,11.87,6.77,12.97,11.32
1614,三洋電,5488.35,21.28,7.47,7.94,6.48
1615,大山,3165.98,17.14,12.74,13.08,10.38
1616,億泰,2682.73,4.78,-1.13,0.59,0.06
1617,榮星,2984.28,14.41,6.48,5.99,4.9
1618,合機,2822.95,12.08,8.52,10.42,8.57
1626,艾美特-KY,9207.35,17.06,2.4,2.43,1.7
1701,中化,8181.06,36.29,5.15,8.04,6.84
1702,南僑,17621.76,33.7,9.52,9.4,5.65
1707,葡萄王,9168.2,82.21,25.14,25.94,20.67
1708,東鹼,4034.99,20.75,6.3,4.67,4.32
1709,和益,8481.83,17.57,8.36,8.41,6.36
1710,東聯,18763.16,2.76,-2.43,-6.97,-7.84
1711,永光,7769.07,20.19,2.63,3.41,2.64
1712,興農,17484.4,26.91,5.59,4.87,4.13
1713,國化,475.64,13.93,3.64,19.79,19.22
1714,和桐,25849.19,23.23,14.06,11.64,9.28
1717,長興,38370.37,23.16,8.18,8.2,6.5
1720,生達,4305.4,44.59,16.41,17.95,14.53
1721,三晃,2752.6,5.06,-8.86,17.56,19.05
1722,台肥,10169.74,25.46,12.27,29.16,24.12
1723,中碳,5363.77,20.88,14.35,15.87,13.2
1724,台硝,1746.34,12.64,4.92,1.7,1.46
1725,元禎,7072.52,5.47,2.14,3.89,3.52
1726,永記,7988,26.51,12.24,13.04,10.4
1727,中華化,1772.95,10.92,0.63,1.07,-8.68
1730,花仙子,3058.76,45.69,10.3,16.44,12.55
1731,美吾華,1065.33,63.48,15.99,19.49,16.05
1732,毛寶,620.71,44.99,7.53,7.33,6.22
1733,五鼎,2005.34,22.55,5.15,5.52,4.72
1734,杏輝,2388.45,36.66,-5.12,-4.93,-7.22
1735,日勝化,2363.42,19.35,5.82,3.28,3.13
1736,喬山,28366.76,47.23,3.28,3.44,2.63
1737,臺鹽,3130.35,41.77,14.8,14.82,11.97
1760,寶齡富錦,1568.64,50.69,6.66,5.7,1.78
1762,中化生,1543.59,44.49,17.42,42.13,34.47
1773,勝一,7778.28,29.85,17.68,18.67,15.09
1776,展宇,1380.97,21.38,6.31,5.91,4.06
1783,和康生,457.69,46.87,13.35,16.77,13.83
1786,科妍,466.88,73.53,31.41,32.66,27.42
1789,神隆,3082.93,42.73,12.19,11.63,9.15
1795,美時,10728.58,42.84,15.03,12.16,9.6
1802,台玻,41907.65,16.89,6.05,7.51,5.87
1805,寶徠,219.76,9.45,-24.15,-28.11,-28.11
1806,冠軍,3609,19.15,-9.71,-8.68,-11.16
1808,潤隆,7656.24,13.28,5.28,2.74,1.53
1809,中釉,1860.52,17.88,-5.55,-5.04,-5.17
1810,和成,5102.21,24.59,0,2.53,1.56
1817,凱撒衛,2306.52,31.83,12.53,12.55,9.54
1903,士紙,159.47,33.55,-95.57,-85.08,-85.08
1904,正隆,40074.39,26.49,12.52,11.91,9.34
1905,華紙,18616.69,6.67,-2.1,-1.63,-1.68
1906,寶隆,1245.46,10.8,0.75,7.63,7.49
1907,永豐餘,73234.55,20.46,7.65,11.44,9.02
1909,榮成,41600.59,15.68,5.53,2.66,2.23
2002,中鋼,314783.3,4.8,0.73,0.88,0.72
2006,東和鋼鐵,42866.29,15.45,10.31,10.47,8.3
2007,燁興,5589.79,-2.92,-6.33,-8.61,-8.67
2008,高興昌,962.51,2.29,-7.13,-3.23,-3.41
2009,第一銅,2260.6,-0.94,-3.36,3.58,3.5
2010,春源,19228.31,7,2.82,3.49,2.72
2012,春雨,8054.62,14.27,4.35,4.3,3.27
2013,中鋼構,13242.17,4.86,2.1,5.73,4.76
2014,中鴻,36790.15,3.95,0.92,1.44,1.44
2015,豐興,27298.05,14.1,11.32,11.86,9.6
2017,官田鋼,3493.01,11.04,-0.39,2.4,1.89
2020,美亞,5073.77,9.67,5.27,8.79,7.73
2022,聚亨,7930.38,6.72,1.48,-2.6,-2.77
2023,燁輝,55421.8,7.49,2.04,1.05,0.93
2024,志聯,1184.43,8.47,3.07,2.61,2.27
2025,千興,803.78,-23.49,-27.62,-26.09,-26.09
2027,大成鋼,59234.91,15.08,3.08,-0.14,-0.17
2028,威致,8690.16,8.34,6.87,6.93,6.93
2029,盛餘,9381.64,9.24,4.03,3.5,2.7
2030,彰源,10560.95,8.88,2.22,1.78,1.03
2031,新光鋼,9852.31,8.24,4.77,9.27,8.58
2032,新鋼,3266.94,5.98,2.71,2.83,2.33
2033,佳大,757.77,13.4,2.8,3.41,2.61
2034,允強,12717.15,9.32,3.65,4.03,3.33
2038,海光,7600.53,4.69,2.36,2.49,1.97
2049,上銀,21266.66,27.23,8.15,10.83,7.99
2059,川湖,4801.41,52.38,40.85,32.12,24.26
2062,橋椿,7237.62,9.04,0.14,-0.76,-1.07
2069,運錩,7433.6,6.81,1.5,0.61,0.54
2101,南港,9695.12,24.04,10.61,11.56,8.71
2102,泰豐,5704.66,22.82,4.72,2.89,1.95
2103,台橡,24024.44,12.23,3.42,2.17,0.9
2104,國際中橡,17105.5,20.7,8.21,8.33,3.95
2105,正新,96209.06,24.93,8.94,8.48,6.24
2106,建大,30260.19,24.29,5.08,4.27,3.21
2107,厚生,3282.26,32.36,24.7,28.34,27.47
2108,南帝,14402.73,44.98,33.47,32.68,25.14
2109,華豐,4882.86,23.74,12.39,15.27,11.51
2114,鑫永銓,1596.51,41.63,31.83,38.74,32.8
2115,六暉-KY,2602.26,24.08,12.61,31.89,22.86
2201,裕隆,82597.51,22.55,-1.48,6.93,5.86
2204,中華,30874.6,15.89,5.75,12.15,11.47
2206,三陽工業,40774.92,19.15,4.81,6.12,5.03
2208,台船,25296.63,-5.57,-7.54,-6.32,-6.33
2211,長榮鋼,9349.65,21.67,16.41,18.55,15.02
2227,裕日車,29660.64,13.8,1.01,27.51,22.05
2228,劍麟,3423.48,21.75,4.05,6.25,2.89
2231,為升,3340.2,38.09,11.57,8.76,7.49
2233,宇隆,2538.4,32.43,15.95,16.93,14.15
2236,百達-KY,1181.61,24.83,4.61,4.49,2.31
2239,英利-KY,21644.15,15.97,5.86,4.61,3.81
2241,艾姆勒,847.27,19,5.13,0.96,0.77
2243,宏旭-KY,757.59,-19.23,-47.48,-42.23,-37.6
2247,汎德永業,39562,11.88,3.27,3.35,2.71
2301,光寶科,157133.62,17.43,6.5,8.02,6.26
2302,麗正,759.36,38.85,18.58,14.6,13.91
2303,聯電,176820.91,22.05,12.45,15.79,15.37
2305,全友,582.43,32.69,-11.67,10.22,3.7
2308,台達電,282605.49,30.86,11.12,12.13,9.69
2312,金寶,128219.87,6.21,0.57,0.54,0.19
2313,華通,60516.93,18.18,10.97,10.33,7.71
2314,台揚,3950,18.73,-3.47,-2.04,-2.42
2316,楠梓電,4784.97,3.98,-4.29,8.17,8.65
2317,鴻海,5358023.07,5.65,2.07,2.72,2.13
2321,東訊,1075.55,17.02,-4.97,-3.02,-3.23
2323,中環,9401.03,21.31,-2.46,2.44,1.33
2324,仁寶,1048929.25,3.38,1.1,1.25,0.99
2327,國巨,67672.11,39.39,25.83,23.68,19.21
2328,廣宇,20547.71,10.44,4.5,5.81,3.85
2329,華泰,13851.91,5.03,-1.34,-1.76,-1.92
2330,台積電,1339254.81,53.1,42.32,43.66,38.69
2331,精英,25995.74,10.51,0.16,1.61,0.25
2332,友訊,15179.44,31.46,0.53,9.86,8.63
2337,旺宏,39800.95,33.69,14.74,14.68,13.38
2338,光罩,4666.76,20.21,7.37,13.51,10.42
2340,光磊,5590.05,29.4,12.33,11.09,10.29
2342,茂矽,1845.65,22.68,11.83,11.89,11.89
2344,華邦電,60683.17,28.08,2.68,2.99,2.5
2345,智邦,54462.87,21.21,11.76,11.41,9.27
2347,聯強,334200.98,4.52,2.16,3.14,2.55
2348,海悅,3747.45,59.05,43.62,47.69,38.19
2349,錸德,6578.21,13.34,-7.33,-11.09,-12.19
2351,順德,8450.61,15.77,7.12,6.09,4.75
2352,佳世達,191701.7,13.99,3.45,4.28,3.32
2353,宏碁,277112.48,10.87,3.22,3.21,2.22
2354,鴻準,104789.6,6.17,2.5,5.19,4.47
2355,敬鵬,15313.29,5.68,-0.81,0.16,0.3
2356,英業達,508294.2,4.15,0.87,2.04,1.29
2357,華碩,412780.44,17.74,6.05,8.02,6.88
2358,廷鑫,1920.86,9.75,3.1,0.8,0.54
2359,所羅門,3527.15,21.15,1.33,2.38,0.86
2360,致茂,15532.54,48.57,18.01,19.5,15.33
2362,藍天,20238.95,21.52,7.29,3.44,3.3
2363,矽統,160.17,28.18,-279.31,-160.19,-187.36
2364,倫飛,863.36,29.79,0.26,1.83,1.79
2365,昆盈,1653.27,31.18,9.79,11.17,8.89
2367,燿華,14386.97,-0.02,-16.06,-11,-9.98
2368,金像電,23398.32,22.61,13.14,11.53,8.83
2369,菱生,5457.59,5.48,-3,-2.68,-2.99
2371,大同,31641.36,20,-4.14,-15.52,-15.76
2373,震旦行,12950.97,45.36,11.72,15.64,12.04
2374,佳能,3442.02,17.05,-17.91,-13.39,-12.93
2375,凱美,4466.55,25.89,12.37,14.74,13.02
2376,技嘉,84602.84,17.1,4.99,6.44,5.12
2377,微星,146502.79,14.54,6.27,6.55,5.43
2379,瑞昱,77759.47,42.76,11.11,12.03,11.31
2380,虹光,1835.37,17.77,-19.79,-22.45,-22.48
2382,廣達,1090858.85,5.86,2.97,3.16,2.33
2383,台光電,27200.79,25.88,17.22,17.81,13.58
2385,群光,95082.23,18.7,8.06,8.64,6.91
2387,精元,21179.51,15.76,9.48,7.97,6.11
2388,威盛,6502.72,31.61,-11.98,86.5,74.5
2390,云辰,531.1,17.61,-23.04,38.09,36.78
2392,正崴,89552.1,10.91,2.67,2.89,2.1
2393,億光,21637.04,25.04,6.26,7.52,5.78
2395,研華,51119.41,39.9,17.68,17.86,14.29
2397,友通,8349.52,25.26,7.76,7.35,5.72
2399,映泰,2104.57,12.04,-1.28,8.63,6.92
2401,凌陽,6414.14,45.6,8.05,12.23,9.65
2402,毅嘉,5502.84,13.53,3.56,3.45,2.18
2404,漢唐,35836.64,15.86,12.89,14.18,11.42
2405,浩鑫,1744.38,37.31,3.18,5.33,3.56
2406,國碩,9554.74,12.57,-2.54,-5.21,-5.87
2408,南亞科,61005.51,25.72,13.83,14.74,12.6
2409,友達,270955.38,8.4,0.77,1.03,1.07
2412,中華電,207609,34,20.4,20.63,16.72
2413,環科,3801.96,15.24,0.42,-0.55,-0.36
2414,精技,21557.47,8.01,2.15,2.15,1.72
2415,錩新,1964.55,24.56,11.69,6.16,4.44
2417,圓剛,7051.15,53.76,26.24,26.41,22.94
2419,仲琦,10278.46,20.94,4.35,4.56,3.92
2420,新巨,2475.36,37.24,20.69,22.47,17.96
2421,建準,12781.28,23.46,8.72,8.52,6.66
2423,固緯,2306.14,48.35,10.8,11.88,8.63
2424,隴華,17.98,-625.74,-1009.24,-955.56,-787.1
2425,承啟,4672.31,9.35,4.84,4.06,3.93
2426,鼎元,2428.62,14.85,0.34,14.99,12.68
2427,三商電,3021.96,32.59,3.74,4.8,3.83
2428,興勤,5920.26,45.85,31.13,31.54,23.32
2429,銘旺科,900.39,8.56,-6.64,-4.63,-7.72
2430,燦坤,19542.72,15.59,2.17,2.01,1.58
2431,聯昌,2298.43,12.65,1.49,2.02,2.04
2433,互盛電,4050.38,31.62,12.46,17.32,14.59
2434,統懋,133.72,8.1,-51.06,-3.67,-4.69
2436,偉詮電,2619.98,25.43,4.82,13.83,13.03
2438,翔耀,379.42,19.83,1.42,8.22,5.84
2439,美律,34444.82,12.54,3.31,4.94,3.83
2440,太空梭,2990.08,8.99,4.24,9.45,7.35
2441,超豐,14701.68,25.91,22.08,22.47,18.11
2442,新美齊,5306.54,15.56,0.92,2.21,2.3
2443,億麗,469.73,-15.75,-95,-96.84,-96.84
2444,兆勁,1774.22,14.37,-4.42,-6.05,-5.34
2449,京元電子,28959.3,27.47,16.06,15.69,12.56
2450,神腦,27007.07,11.43,1.14,1.91,1.61
2451,創見,11446.7,21.58,10.59,13.13,10.46
2453,凌群,5757.87,22.77,2.84,3.7,2.9
2454,聯發科,322145.99,43.94,13.42,14.77,12.86
2455,全新,2645,42.13,25.99,24.47,20.14
2456,奇力新,17438,26.76,11.35,10.74,8.85
2457,飛宏,9243.62,12.74,-4.03,-1.66,-1.67
2458,義隆,15099.69,46.72,27.93,25.79,21.15
2459,敦吉,6364.62,20.4,10.43,10.76,7.89
2460,建通,3454.39,10.89,0.97,-1.62,-1.23
2461,光群雷,5439.23,23.24,4.21,4.27,3.51
2462,良得電,4526.91,10.43,2.48,3.26,2.73
2464,盟立,8908.67,21.14,7.51,6.49,5.76
2465,麗臺,4548.27,12.37,1.13,1.2,0.54
2466,冠西電,1245.17,11.79,-6.97,0.43,0.51
2467,志聖,4085.81,37.87,12.98,14.83,11.63
2468,華經,2161,10.28,2.19,2.21,1.79
2471,資通,773.69,39.06,10.65,14.69,12.66
2472,立隆電,7822.32,28.69,16.51,15.77,12.48
2474,可成,82506.03,26.57,18.1,49.51,25.65
2476,鉅祥,4779.61,28.14,11.24,11.16,7.47
2477,美隆電,3053.33,22.27,4.58,5.29,5.77
2478,大毅,5394.84,24.05,14.21,13.01,12.42
2480,敦陽科,5542.81,24.85,9.8,10.83,8.98
2481,強茂,10485.1,23.34,9.46,9.83,8.59
2482,連宇,815.66,39.02,-3.19,-3.84,-3.77
2483,百容,1780.12,21.11,1.29,5.09,4.73
2484,希華,2590.87,20.55,7.78,7.95,6.25
2485,兆赫,7937.36,3.42,-3.26,-2.2,-1.97
2486,一詮,4197.47,12.41,-1.12,-3.11,-3.73
2488,漢平,1937.74,22.36,9.13,12.09,9.41
2489,瑞軒,16747.89,7.99,-3.33,4.42,3.4
2491,吉祥全,400.28,59.95,37.02,56.4,53.65
2492,華新科,35599.25,31.58,22.23,25.38,20.27
2493,揚博,2600.66,26.45,15.29,15.2,11.87
2495,普安,1130.55,43.53,-2.67,-5.34,-5.79
2496,卓越,776.4,47.91,9.21,10.79,8.1
2497,怡利電,1633.35,23.23,-5.4,-5.09,-5.02
2498,宏達電,5805.71,26.95,-110.09,-103.8,-103.74
2501,國建,13973.61,22.61,11.1,12.06,10.85
2504,國產,18877.8,16.6,12.31,14.33,13.51
2505,國揚,14277.92,38.7,35.05,36.14,34.62
2506,太設,2949.55,30.74,-0.8,2.3,1.17
2509,全坤建,1338.08,41.36,24.98,20.19,17.32
2511,太子,11963.43,18.53,1.44,6.6,6.1
2514,龍邦,10776.32,7.24,3.13,11.43,10.47
2515,中工,13470.96,7.02,2.78,5.89,4.45
2516,新建,6303.71,-10.68,-13.18,-10.86,-11.18
2520,冠德,27345.41,26,18.9,17.88,14.28
2524,京城,8667.85,34.42,25.09,22.3,19.44
2527,宏璟,3471.93,31.03,11.75,11.42,10.76
2528,皇普,1174.98,14.13,-17.6,-17.86,-17.91
2530,華建,87.38,29.1,-73.18,-108.34,-109.49
2534,宏盛,2771.91,44.23,26.33,23.71,22.01
2535,達欣工,15108.08,11.88,8.47,8.75,7.42
2536,宏普,3977.45,24.6,20.48,18.79,15.4
2537,聯上發,1476.34,23.33,14.32,12.33,11.95
2538,基泰,506.74,31.8,-5.1,-22.16,-24.79
2539,櫻花建,4616.49,32.66,22.77,22.37,17.81
2540,愛山林,4778.15,42.79,27.29,24.93,18.96
2542,興富發,24463.02,28.01,16.91,13.56,11.54
2543,皇昌,6406.22,2.75,1.25,0.81,0.81
2545,皇翔,6456.42,44.45,32.12,27.34,27.05
2546,根基,14130.63,7.49,5.45,5.54,4.43
2547,日勝生,6772.33,40,6.68,14.79,9.85
2548,華固,11338.49,33.53,27.45,28.18,24.45
2597,潤弘,14468.07,13.55,7.99,9.26,7.53
2601,益航,6441.83,56.19,4.91,-5.76,-4.99
2603,長榮,207077.91,21.97,16.74,15.38,13.89
2605,新興,3985.65,22.14,17.46,9.13,6.4
2606,裕民,8507.36,11,5.99,9.79,10.33
2607,榮運,6966.39,14.22,10.69,11.86,9.8
2608,嘉里大榮,12344.21,21.63,15.89,15.94,12.72
2609,陽明,151276.68,17.24,12.86,10.68,8.06
2610,華航,115250.55,8.87,1.9,-0.57,-0.24
2611,志信,605.82,7.55,-24.58,-9.94,-10.07
2612,中航,3131.12,17.5,5.48,11.24,10.51
2613,中櫃,2830.49,11.56,6.28,1.26,1.09
2614,東森,4728.01,30.56,-0.21,6.55,10.43
2615,萬海,81880.18,21.47,15.61,17.4,13.87
2616,山隆,15955.5,10.93,2.43,2.9,2.38
2617,台航,2491.09,23.88,18.51,28.6,20.8
2618,長榮航,89048.78,9.61,-0.93,-4.85,-3.68
2630,亞航,3895.09,4.9,-1.03,0.85,1.09
2633,台灣高鐵,39137.21,33.32,30.17,13.85,14.93
2634,漢翔,21042.94,6.66,0.85,2.28,1.88
2636,台驊投控,15160.24,16.28,4.59,4.62,3.76
2637,慧洋-KY,11939.43,13.88,12.55,1.07,0.93
2642,宅配通,3983.31,17.2,6.14,6.47,5.25
2701,萬企,264.69,63.6,52.11,79.19,65.78
2702,華園,741.7,69.26,-26.89,-66.58,-36.44
2704,國賓,2008.7,23.26,-13.74,0.26,0.16
2705,六福,1490.52,16.21,-25.29,-25.32,-25.12
2706,第一店,264.87,72.72,62.44,75.93,60.69
2707,晶華,5422.91,28.22,13.54,16.25,13.51
2712,遠雄來,573.12,39.02,17.47,20.02,16.99
2722,夏都,736.67,44.44,11.5,14.03,11.54
2723,美食-KY,19679.46,59.46,8.08,7.15,5.07
2727,王品,15233.75,46.25,3.65,2.27,1.68
2731,雄獅,6545.18,16.02,-14.64,-8.92,-6.34
2739,寒舍,2806.55,21.36,-14.86,-17.34,-12.52
2748,雲品,1833.64,24.35,4.97,6.65,5.94
2816,旺旺保,8237.78,33.12,8.18,8.57,8.52
2823,中壽,323248.43,6.74,4.86,4.84,4.81
2832,台產,5396.69,37.69,14.28,14.32,12.74
2841,台開,334.8,61.45,-164.75,-552.19,-546.29
2850,新產,16510.11,32.12,11.6,11.69,9.87
2851,中再保,17656.92,12.4,10.12,10.13,8.58
2852,第一保,5854.67,27.46,3.55,3.52,2.61
2867,三商壽,157231.96,3.93,0.99,1.11,0.92
2901,欣欣,108.99,84.85,7.76,15.86,12.93
2903,遠百,37287.95,50.17,10.96,8.05,6.82
2904,匯僑,540.84,47.12,33.57,34.17,29.53
2906,高林,6607.19,25.85,3.9,4.58,3.17
2908,特力,41790.7,25.51,2.75,2.29,1.93
2910,統領,554.44,65.73,29.19,28.18,20.59
2911,麗嬰房,4025.56,44.16,-8.09,-6.97,-7.88
2912,統一超,258494.91,34.07,4.7,5.34,4.39
2913,農林,311.77,39.98,-47.33,-10.44,-5.57
2915,潤泰全,2736.39,35.66,1.91,345.35,295.69
2923,鼎固-KY,13419.92,41.15,24.58,20.09,8.77
2929,淘帝-KY,2808.38,-48.34,-85.14,-81.36,-79.1
2936,客思達-KY,10314.6,30.77,3.25,2.24,2.39
