出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
110/05/15,109,2,1530,亞崴,1455691,1224022,--,--,231669,--,1299,232968,207751,--,25217,511433,536650,-22560,559210,--,--,559210,-8478,--,550732,340857,--,218353,334372,--,216360,3.53
110/05/15,109,2,1531,高林股,685369,613799,--,--,71570,--,--,71570,151025,--,-79455,20396,-59059,-6898,-52161,--,--,-52161,-52195,--,-104356,-52161,--,--,-104356,--,--,-0.28
110/05/15,109,2,1532,勤美,4608128,3585429,--,--,1022699,--,--,1022699,853986,3861,172574,-133343,39231,15242,23989,--,--,23989,-276992,--,-253003,12802,--,11187,-214556,--,-38447,0.03
110/05/15,109,2,1533,車王電,1100978,784914,--,--,316064,--,--,316064,348451,--,-32387,5565,-26822,20613,-47435,--,--,-47435,-50467,--,-97902,1078,--,-48513,-49389,--,-48513,0.01
110/05/15,109,2,1535,中宇,3994235,3750782,--,--,243453,3404,--,240049,215683,--,24366,61364,85730,12310,73420,--,--,73420,-20866,--,52554,73420,--,--,52554,--,--,0.59
110/05/15,109,2,1536,和大,2188311,1685883,--,--,502428,--,--,502428,349278,--,153150,-19011,134139,14676,119463,--,--,119463,42648,--,162111,120503,--,-1040,162431,--,-320,0.47
110/05/15,109,2,1537,廣隆,3393325,2657666,--,--,735659,--,--,735659,204802,--,530857,6348,537205,131341,405864,--,--,405864,-36768,--,369096,405864,--,--,369096,--,--,4.96
110/05/15,109,2,1538,正峰,130536,113766,--,--,16770,--,--,16770,61686,--,-44916,118915,73999,1082,72917,--,--,72917,-15590,--,57327,72917,--,--,57327,--,--,1.3
110/05/15,109,2,1539,巨庭,944777,847586,--,--,97191,--,--,97191,46288,--,50903,-27487,23416,6446,16970,--,--,16970,736,--,17706,16970,--,--,17706,--,--,0.26
110/05/15,109,2,1540,喬福,129780,115494,--,--,14286,--,--,14286,26827,--,-12541,-9054,-21595,-3237,-18358,--,--,-18358,0,--,-18358,--,--,--,--,--,--,-0.21
110/05/15,109,2,1541,錩泰,2309161,1825678,--,--,483483,--,--,483483,176684,--,306799,-4530,302269,86313,215956,--,--,215956,-3714,--,212242,215956,--,--,212242,--,--,2.74
110/05/15,109,2,1558,伸興,2783826,2072905,--,--,710921,--,--,710921,334424,--,376497,37314,413811,106394,307417,--,--,307417,-39289,--,268128,302945,--,4472,263656,--,4472,5
110/05/15,109,2,1560,中砂,2537184,1767690,--,--,769494,--,--,769494,418018,--,351476,7268,358744,73292,285452,--,--,285452,-28296,--,257156,264653,--,20799,251287,--,5869,1.88
110/05/15,109,2,1568,倉佑,740406,695151,--,--,45255,--,--,45255,88547,--,-43292,10895,-32397,-14791,-17606,--,--,-17606,-8721,--,-26327,-17606,--,--,-26327,--,--,-0.17
110/05/15,109,2,1582,信錦,4400500,3210556,--,--,1189944,--,--,1189944,462468,--,727476,58136,785612,279851,505761,--,--,505761,-177660,--,328101,497384,--,8377,324209,--,3892,4.02
110/05/15,109,2,1583,程泰,2429034,1967617,--,--,461417,--,--,461417,426879,--,34538,529932,564470,-38754,603224,--,--,603224,97526,--,700750,423201,--,180023,524099,--,176651,3.83
110/05/15,109,2,1587,吉茂,727919,555416,--,--,172503,--,--,172503,153412,--,19091,97508,116599,14279,102320,--,--,102320,-18228,--,84092,102320,--,0,84092,--,0,1.55
110/05/15,109,2,1589,永冠-KY,3265863,2674328,--,--,591535,--,--,591535,548482,--,43053,51685,94738,14474,80264,--,--,80264,-331584,--,-251320,79736,--,528,-244487,--,-6833,0.75
110/05/15,109,2,1590,亞德客-KY,8492763,4403905,--,--,4088858,--,--,4088858,1559313,--,2529545,-206219,2323326,602177,1721149,--,--,1721149,-487075,--,1234074,1721358,--,-209,1234255,--,-181,9.11
110/05/15,109,2,1592,英瑞-KY,2168511,1689015,--,--,479496,--,--,479496,737815,-736,-259055,-30484,-289539,-44680,-244859,--,--,-244859,-63635,--,-308494,-241155,--,-3704,-307621,--,-873,-2.17
110/05/15,109,2,1597,直得,681775,391097,--,--,290678,--,--,290678,162168,--,128510,-4874,123636,25479,98157,--,--,98157,-9341,--,88816,98157,--,--,88816,--,--,1.21
110/05/15,109,2,1598,岱宇,4156025,2561981,--,--,1594044,--,--,1594044,1300328,78,293794,-23586,270208,78639,191569,--,--,191569,-61242,--,130327,189772,--,1797,139026,--,-8699,1.78
110/05/15,109,2,1603,華電,1172791,1024733,--,--,148058,--,--,148058,75024,3264,76298,5227,81525,15826,65699,--,--,65699,34468,--,100167,65699,--,--,100970,--,-803,0.41
110/05/15,109,2,1604,聲寶,3898419,3216730,--,--,681689,--,--,681689,420334,--,261355,104867,366222,53899,312323,--,--,312323,-188303,--,124020,290563,--,21760,102844,--,21176,0.79
110/05/15,109,2,1605,華新,53136007,46916586,--,--,6219421,--,--,6219421,2397298,--,3822123,729309,4551432,1466590,3084842,--,--,3084842,-4140686,--,-1055844,2988873,--,95969,-1155848,--,100004,0.9
110/05/15,109,2,1608,華榮,3483123,3447351,--,--,35772,--,--,35772,83767,--,-47995,-356143,-404138,18902,-423040,--,--,-423040,-3668,--,-426708,-327369,--,-95671,-332285,--,-94423,-0.77
110/05/15,109,2,1609,大亞,8173709,7640515,--,--,533194,--,--,533194,476782,--,56412,528692,585104,66242,518862,--,--,518862,-52172,--,466690,457902,--,60960,427875,--,38815,0.78
110/05/15,109,2,1611,中電,1077509,781305,--,--,296204,0,0,296204,231245,--,64959,-8148,56811,14377,42434,--,--,42434,18665,--,61099,42434,--,0,61099,--,0,0.12
110/05/15,109,2,1612,宏泰,2357205,2092995,--,--,264210,--,--,264210,101383,--,162827,-6788,156039,52032,104007,--,--,104007,15478,--,119485,104129,--,-122,119607,--,-122,0.33
110/05/15,109,2,1614,三洋電,2770203,2239992,--,--,530211,--,--,530211,352170,--,178041,12535,190576,32130,158446,--,--,158446,-22681,--,135765,157127,--,1319,134446,--,1319,0.61
110/05/15,109,2,1615,大山,1370471,1177626,--,--,192845,--,--,192845,65508,--,127337,-836,126501,28490,98011,0,--,98011,9380,--,107391,98011,--,--,107391,--,--,0.8
110/05/15,109,2,1616,億泰,1312039,1228687,--,--,83352,--,--,83352,89814,--,-6462,3586,-2876,0,-2876,--,--,-2876,-5325,--,-8201,-2876,--,--,-8201,--,--,-0.01
110/05/15,109,2,1617,榮星,1291970,1105611,--,--,186359,--,--,186359,114015,--,72344,6525,78869,12522,66347,--,--,66347,-36032,--,30315,66347,--,0,30315,--,0,0.46
110/05/15,109,2,1618,合機,985909,939476,--,--,46433,--,--,46433,43801,--,2632,53883,56515,7350,49165,--,--,49165,-56465,--,-7300,49165,--,--,-7300,--,0,0.2
110/05/15,109,2,1626,艾美特-KY,5550667,4477212,--,--,1073455,15871,13198,1070782,793520,--,277262,12984,290246,71199,219047,--,--,219047,-107128,--,111919,219047,--,0,111919,--,0,1.57
110/05/15,109,2,1701,中化,3998815,2513711,--,--,1485104,--,--,1485104,1216531,--,268573,131129,399702,53299,346403,--,--,346403,411662,--,758065,343532,--,2871,755194,--,2871,1.16
110/05/15,109,2,1702,南僑,7882781,5354270,--,--,2528511,--,--,2528511,1968721,--,559790,-15507,544283,226422,317861,--,--,317861,-332372,--,-14511,306529,--,11332,-3637,--,-10874,1.24
110/05/15,109,2,1707,葡萄王,4257176,761316,--,--,3495860,669,--,3495191,2517080,--,978111,36561,1014672,205651,809021,--,--,809021,-24783,--,784238,547503,--,261518,522720,--,261518,4.02
110/05/15,109,2,1708,東鹼,2070030,1672989,--,--,397041,--,--,397041,287814,--,109227,-52891,56336,10013,46323,--,--,46323,-126762,--,-80439,46323,--,--,-80439,--,--,0.2
110/05/15,109,2,1709,和益,4394536,3751267,--,--,643269,-3614,4834,651717,365261,--,286456,12758,299214,82170,217044,--,--,217044,-43390,--,173654,224040,--,-6996,180657,--,-7003,0.47
110/05/15,109,2,1710,東聯,9202285,8750671,--,--,451614,--,--,451614,475046,--,-23432,-476802,-500234,-4386,-495848,--,--,-495848,-399862,--,-895710,-419777,--,-76071,-737615,--,-158095,-0.48
110/05/15,109,2,1711,永光,3793834,3039694,--,--,754140,--,--,754140,676127,--,78013,46908,124921,24285,100636,--,--,100636,-59003,--,41633,101681,--,-1045,44265,--,-2632,0.19
110/05/15,109,2,1712,興農,9098107,6622069,--,--,2476038,--,--,2476038,1868797,--,607241,-126706,480535,98521,382014,--,--,382014,2361,--,384375,378232,--,3782,380593,--,3782,0.9
110/05/15,109,2,1713,國化,235922,200194,--,--,35728,--,--,35728,23852,--,11876,13310,25186,2511,22675,--,--,22675,28224,--,50899,--,--,--,--,--,--,0.15
110/05/15,109,2,1714,和桐,14796320,10825878,--,--,3970442,2942,1521,3969021,1024322,--,2944699,-145263,2799436,328134,2471302,--,--,2471302,-279390,--,2191912,2024971,--,446331,1833562,--,358350,2.02
110/05/15,109,2,1717,長興,16585647,12835076,--,--,3750571,--,--,3750571,2651395,--,1099176,-46371,1052805,211070,841735,--,--,841735,-691101,--,150634,861881,--,-20146,185505,--,-34871,0.69
110/05/15,109,2,1720,生達,2142476,1190653,--,--,951823,--,--,951823,592773,--,359050,21311,380361,76778,303583,--,--,303583,586,--,304169,249868,--,53715,249932,--,54237,1.4
110/05/15,109,2,1721,三晃,1499105,1375343,--,--,123762,--,--,123762,273139,--,-149377,725925,576548,-20887,597435,--,--,597435,-1163,--,596272,597501,--,-66,596338,--,-66,2.75
110/05/15,109,2,1722,台肥,5450081,4152294,--,--,1297787,--,--,1297787,616189,--,681598,1226997,1908595,324437,1584158,--,--,1584158,19231,--,1603389,1584158,--,--,1603389,--,--,1.62
110/05/15,109,2,1723,中碳,2748847,2221123,--,--,527724,--,--,527724,153099,--,374625,48771,423396,77760,345636,--,--,345636,-144650,--,200986,345439,--,197,205070,--,-4084,1.49
110/05/15,109,2,1724,台硝,850059,733589,--,--,116470,--,--,116470,84605,4843,36708,-7077,29631,5768,23863,--,--,23863,-4733,--,19130,--,--,--,--,--,--,0.19
110/05/15,109,2,1725,元禎,3326667,3171934,--,--,154733,--,--,154733,107809,--,46924,4198,51122,12009,39113,--,--,39113,-220574,--,-181461,39113,--,0,-181461,--,0,0.22
110/05/15,109,2,1726,永記,3770154,2818932,--,--,951222,--,--,951222,512056,--,439166,42352,481518,102268,379250,--,--,379250,-96625,--,282625,379250,--,--,282625,--,--,2.34
110/05/15,109,2,1727,中華化,924355,849712,--,--,74643,--,--,74643,96901,--,-22258,-136562,-158820,-362,-158458,--,--,-158458,-989,--,-159447,-144402,--,-14056,-145300,--,-14147,-1.31
110/05/15,109,2,1730,花仙子,1423679,748164,--,--,675515,14089,12256,673682,495657,--,178025,30396,208421,43629,164792,--,--,164792,-25173,--,139619,150342,--,14450,125717,--,13902,2.38
110/05/15,109,2,1731,美吾華,504040,182746,--,--,321294,--,--,321294,232454,19,88859,34294,123153,19144,104009,--,--,104009,306,--,104315,104009,--,--,104315,--,--,0.78
110/05/15,109,2,1732,毛寶,323616,175383,--,--,148233,--,--,148233,117379,--,30854,-326,30528,6164,24364,--,--,24364,-729,--,23635,24364,--,--,23635,--,--,0.57
110/05/15,109,2,1733,五鼎,1041014,814172,--,--,226842,--,--,226842,179713,--,47129,-3391,43738,5236,38502,--,--,38502,-1362,--,37140,38728,--,-226,37382,--,-242,0.39
110/05/15,109,2,1734,杏輝,1208451,734207,--,--,474244,--,--,474244,486599,--,-12355,10139,-2216,34884,-37100,--,--,-37100,-17554,--,-54654,35312,--,-72412,20345,--,-74999,0.21
110/05/15,109,2,1735,日勝化,964708,786365,--,--,178343,--,--,178343,190231,--,-11888,-8567,-20455,-9200,-11255,--,--,-11255,-17808,--,-29063,-11255,0,0,-29063,--,--,-0.11
110/05/15,109,2,1736,喬山,11163711,5923045,--,--,5240666,--,--,5240666,5565542,--,-324876,59955,-264921,-18227,-246694,--,--,-246694,-293094,--,-539788,-260843,--,14149,-528736,--,-11052,-0.86
110/05/15,109,2,1737,臺鹽,1515307,888113,--,--,627194,--,--,627194,431872,--,195322,-13215,182107,34172,147935,--,--,147935,-492,--,147443,147638,--,297,147146,--,297,0.74
110/05/15,109,2,1760,寶齡富錦,669321,328772,--,--,340549,0,--,340549,313704,--,26845,-2533,24312,31185,-6873,--,--,-6873,-10857,--,-17730,-6873,--,--,-17730,--,--,-0.09
110/05/15,109,2,1762,中化生,699352,400746,--,--,298606,--,--,298606,183668,--,114938,368015,482953,83977,398976,--,--,398976,24401,--,423377,398903,--,73,423308,--,69,5.14
110/05/15,109,2,1773,勝一,3817565,2609864,--,--,1207701,--,--,1207701,550280,--,657421,36095,693516,137169,556347,--,--,556347,-57205,--,499142,556347,--,0,499142,--,0,3.09
110/05/15,109,2,1776,展宇,644003,521964,--,--,122039,--,--,122039,102025,--,20014,-166,19848,8913,10935,--,--,10935,-14261,--,-3326,7357,--,3578,-6503,--,3177,0.11
110/05/15,109,2,1783,和康生,219696,121271,--,--,98425,--,--,98425,74506,--,23919,12316,36235,5515,30720,--,--,30720,109,--,30829,30720,--,--,30829,--,--,0.44
110/05/15,109,2,1786,科妍,213994,61433,--,--,152561,--,--,152561,88098,--,64463,3872,68335,9631,58704,--,--,58704,-62,--,58642,58704,--,--,58642,--,--,1.01
110/05/15,109,2,1789,神隆,1450603,768109,--,--,682494,--,--,682494,430069,--,252425,-514,251911,54456,197455,--,--,197455,137334,--,334789,197455,--,--,334789,--,--,0.25
110/05/15,109,2,1795,美時,4711346,2700165,--,--,2011181,--,--,2011181,1286808,--,724373,-187968,536405,103628,432777,--,--,432777,-333844,--,98933,430127,2431,219,94755,4167,11,1.77
110/05/15,109,2,1802,台玻,16456163,15151620,--,--,1304543,--,--,1304543,1972332,-27057,-694846,-361085,-1055931,128982,-1184913,-119841,--,-1304754,-1161313,--,-2466067,-1153609,--,-151145,-2233146,--,-232921,-0.4
110/05/15,109,2,1805,寶徠,121459,106543,--,--,14916,--,--,14916,39154,--,-24238,-4746,-28984,0,-28984,--,--,-28984,-122,--,-29106,-28984,--,--,-29106,--,--,-0.29
110/05/15,109,2,1806,冠軍,1823254,1743585,--,--,79669,--,--,79669,539755,--,-460086,-49649,-509735,26320,-536055,--,--,-536055,9729,--,-526326,-536055,--,0,-526326,--,0,-1.24
110/05/15,109,2,1808,潤隆,2071103,1888578,--,--,182525,--,--,182525,252495,--,-69970,-29946,-99916,-621,-99295,--,--,-99295,-32862,--,-132157,-99295,--,--,-132157,--,--,-0.32
110/05/15,109,2,1809,中釉,819679,681890,--,--,137789,--,--,137789,224134,9752,-76593,-4445,-81038,-14500,-66538,--,--,-66538,-49352,--,-115890,-46172,--,-20366,-79294,--,-36596,-0.28
110/05/15,109,2,1810,和成,2415252,1792584,--,--,622668,--,--,622668,578641,--,44027,4137,48164,12803,35361,--,--,35361,-83955,--,-48594,39640,--,-4279,-44213,--,-4381,0.11
110/05/15,109,2,1817,凱撒衛,1066642,740832,--,--,325810,--,--,325810,217889,100,108021,1189,109210,24271,84939,--,--,84939,-27945,--,56994,84939,--,--,56994,--,--,1.17
110/05/15,109,2,1903,士紙,79714,56669,--,--,23045,--,--,23045,117963,--,-94918,3636,-91282,0,-91282,0,--,-91282,-62032,--,-153314,-91282,--,0,-153314,--,0,-0.35
110/05/15,109,2,1904,正隆,18653186,13577917,--,--,5075269,--,--,5075269,2705401,--,2369868,-185215,2184653,480732,1703921,--,--,1703921,-799637,--,904284,1701536,--,2385,1046192,--,-141908,1.54
110/05/15,109,2,1905,華紙,9061940,8457739,--,717,604918,--,--,604918,771970,--,-167052,47962,-119090,6493,-125583,--,--,-125583,-266175,--,-391758,-81293,--,-44290,-288885,--,-102873,-0.07
110/05/15,109,2,1906,寶隆,687870,617396,--,--,70474,--,--,70474,64251,--,6223,78049,84272,1653,82619,--,--,82619,-230794,--,-148175,--,--,--,--,--,--,0.55
110/05/15,109,2,1907,永豐餘,33537660,27058759,--,717,6479618,--,--,6479618,4329600,--,2150018,724182,2874200,630859,2243341,--,--,2243341,-1717813,--,525528,1901740,--,341601,352188,--,173340,1.15
110/05/15,109,2,1909,榮成,16746940,14443959,--,--,2302981,--,--,2302981,1791729,--,511252,-489666,21586,-69622,91208,--,--,91208,-540278,--,-449070,113247,--,-22039,-418400,--,-30670,0.09
110/05/15,109,2,2002,中鋼,150528288,147698154,--,--,2830134,--,--,2830134,6246150,--,-3416016,-403432,-3819448,-405831,-3413617,--,--,-3413617,-3376947,--,-6790564,-3663375,--,249758,-6749792,--,-40772,-0.24
110/05/15,109,2,2006,東和鋼鐵,19712227,17049078,--,--,2663149,--,--,2663149,966900,--,1696249,-114331,1581918,409224,1172694,--,--,1172694,-117673,--,1055021,1188109,--,-15415,1066930,--,-11909,1.18
110/05/15,109,2,2007,燁興,2786702,2918315,--,--,-131613,--,--,-131613,95738,--,-227351,-86526,-313877,1653,-315530,--,--,-315530,-2470,--,-318000,-307811,--,-7719,-310281,--,-7719,-0.58
110/05/15,109,2,2008,高興昌,430880,471829,--,--,-40949,--,--,-40949,45896,--,-86845,-3909,-90754,0,-90754,--,--,-90754,39702,--,-51052,--,--,--,--,--,--,-0.45
110/05/15,109,2,2009,第一銅,1086513,1185337,--,--,-98824,--,--,-98824,27914,--,-126738,-31312,-158050,0,-158050,--,--,-158050,12488,--,-145562,--,--,--,--,--,--,-0.44
110/05/15,109,2,2010,春源,8632766,8099067,--,--,533699,--,--,533699,377883,--,155816,38851,194667,41034,153633,--,--,153633,-54858,--,98775,152840,--,793,106783,--,-8008,0.24
110/05/15,109,2,2012,春雨,3775268,3222733,--,--,552535,--,--,552535,386941,--,165594,-6715,158879,37806,121073,--,--,121073,-198988,--,-77915,88690,--,32383,-97313,--,19398,0.34
110/05/15,109,2,2013,中鋼構,6424325,6171430,--,--,252895,--,--,252895,165630,--,87265,303109,390374,73053,317321,--,--,317321,-13735,--,303586,317321,--,--,303586,--,--,1.64
110/05/15,109,2,2014,中鴻,17949305,17760990,--,--,188315,--,--,188315,654249,--,-465934,-22969,-488903,0,-488903,--,--,-488903,-465805,--,-954708,-488903,--,--,-954708,--,--,-0.34
110/05/15,109,2,2015,豐興,13138067,11366758,--,--,1771309,--,--,1771309,371787,--,1399522,32684,1432206,281216,1150990,--,--,1150990,120732,--,1271722,1150990,--,0,1271722,--,0,1.98
110/05/15,109,2,2017,官田鋼,1501137,1449061,--,--,52076,--,--,52076,181415,0,-129339,48505,-80834,-2187,-78647,--,--,-78647,-24068,--,-102715,-68298,--,-10349,-92437,--,-10278,-0.2
110/05/15,109,2,2020,美亞,2447912,2275198,--,--,172714,786,980,172908,92844,--,80064,72392,152456,26557,125899,--,--,125899,-12375,--,113524,126400,--,-501,113996,--,-472,0.57
110/05/15,109,2,2022,聚亨,4304647,4073722,--,--,230925,--,--,230925,211746,--,19179,-192125,-172946,18333,-191279,0,--,-191279,-197918,--,-389197,-162872,--,-28407,-318586,--,-70611,-0.34
110/05/15,109,2,2023,燁輝,25363844,23664677,--,--,1699167,--,--,1699167,1623310,--,75857,-1201329,-1125472,-140002,-985470,--,--,-985470,-329666,--,-1315136,-841045,--,-144425,-1161027,--,-154109,-0.44
110/05/15,109,2,2024,志聯,513397,482214,--,--,31183,--,--,31183,32234,--,-1051,1310,259,52,207,--,--,207,0,--,207,--,--,--,--,--,--,0
110/05/15,109,2,2025,千興,408365,548609,--,--,-140244,--,--,-140244,16050,-843,-157137,-965,-158102,0,-158102,--,--,-158102,2184,--,-155918,--,--,--,--,--,--,-0.56
110/05/15,109,2,2027,大成鋼,28247732,24692474,--,--,3555258,--,--,3555258,3781446,38525,-187663,-677854,-865517,-157240,-708277,--,--,-708277,-1488158,--,-2196435,-935885,--,227608,-2135169,--,-61266,-0.76
110/05/15,109,2,2028,威致,3803953,3606107,--,--,197846,--,--,197846,55399,--,142447,-12705,129742,354,129388,--,--,129388,-72911,--,56477,--,--,--,--,--,--,0.4
110/05/15,109,2,2029,盛餘,4408022,4187159,--,--,220863,--,--,220863,228556,--,-7693,-16726,-24419,-125,-24294,--,--,-24294,-12570,--,-36864,-25453,--,1159,-36747,--,-117,-0.08
110/05/15,109,2,2030,彰源,4964496,4647175,--,--,317321,--,--,317321,321210,--,-3889,-53787,-57676,2994,-60670,--,--,-60670,-63867,--,-124537,-60670,0,0,-124537,0,0,-0.21
110/05/15,109,2,2031,新光鋼,4337252,4179018,--,--,158234,493,682,158423,134975,--,23448,59915,83363,-13656,97019,--,--,97019,-164968,--,-67949,95754,--,1265,-69215,--,1266,0.31
110/05/15,109,2,2032,新鋼,1508482,1430368,--,--,78114,--,--,78114,45205,--,32909,2566,35475,6732,28743,--,--,28743,299,--,29042,--,--,--,--,--,--,0.22
110/05/15,109,2,2033,佳大,373100,325773,--,--,47327,--,--,47327,41132,--,6195,1808,8003,2494,5509,--,--,5509,-1059,--,4450,--,--,--,--,--,--,0.07
110/05/15,109,2,2034,允強,6660086,6053974,0,0,606112,0,0,606112,340903,--,265209,90195,355404,74120,281284,0,--,281284,-102589,--,178695,281284,--,--,178695,--,--,0.69
110/05/15,109,2,2038,海光,3913205,3757316,--,--,155889,--,--,155889,79651,--,76238,6163,82401,15592,66809,--,--,66809,-212459,--,-145650,70392,--,-3583,-141360,--,-4290,0.39
110/05/15,109,2,2049,上銀,9242643,6782910,--,--,2459733,--,--,2459733,1857554,--,602179,-11049,591130,273157,317973,--,--,317973,-91755,--,226218,435752,--,-117779,344762,--,-118544,1.41
110/05/15,109,2,2059,川湖,2339550,1052085,--,--,1287465,--,--,1287465,293232,--,994233,-121844,872389,247973,624416,--,--,624416,-3842,--,620574,624416,--,--,620574,--,--,6.55
110/05/15,109,2,2062,橋椿,2862636,2742591,--,--,120045,--,--,120045,308700,--,-188655,-13232,-201887,-3813,-198074,--,--,-198074,-89650,--,-287724,-198092,--,18,-287742,--,18,-1.22
110/05/15,109,2,2069,運錩,3269150,3150813,--,--,118337,--,--,118337,176896,--,-58559,-65435,-123994,-6251,-117743,--,--,-117743,-57960,--,-175703,-117743,--,--,-175703,--,--,-0.76
110/05/15,109,2,2101,南港,4161163,3374519,--,--,786644,858,1039,786825,541461,0,245364,287460,532824,86949,445875,--,--,445875,-147420,--,298455,445875,--,--,298455,--,--,0.56
110/05/15,109,2,2102,泰豐,2428885,1944420,--,--,484465,--,--,484465,448828,--,35637,-23802,11835,-1287,13122,-10977,--,2145,1242,--,3387,2145,--,--,3387,--,--,0.01
110/05/15,109,2,2103,台橡,12029185,10653573,--,--,1375612,--,--,1375612,1155897,82449,302164,-70157,232007,185083,46924,--,--,46924,-171738,--,-124814,-58214,--,105138,-181688,--,56874,-0.07
110/05/15,109,2,2104,國際中橡,7282675,6251505,--,--,1031170,--,--,1031170,1107988,--,-76818,99395,22577,401623,-379046,--,--,-379046,-871549,--,-1250595,-267360,--,-111686,-1111718,--,-138877,-0.27
110/05/15,109,2,2105,正新,41578814,32918581,--,--,8660233,--,--,8660233,7108434,--,1551799,-695094,856705,567199,289506,--,--,289506,-1776591,--,-1487085,275254,--,14252,-1485570,--,-1515,0.08
110/05/15,109,2,2106,建大,13692966,10775248,--,--,2917718,--,--,2917718,2253807,-665444,-1533,84435,82902,147869,-64967,--,--,-64967,-473963,--,-538930,-64965,--,-2,-538928,--,-2,-0.07
110/05/15,109,2,2107,厚生,1552072,1061584,--,--,490488,--,--,490488,107555,--,382933,62863,445796,20843,424953,--,--,424953,-323196,--,101757,424953,--,0,101757,--,0,1.23
110/05/15,109,2,2108,南帝,5358020,3673968,--,--,1684052,--,--,1684052,662491,--,1021561,31815,1053376,239308,814068,--,--,814068,-116645,--,697423,782098,--,31970,665453,--,31970,1.59
110/05/15,109,2,2109,華豐,2118786,1698511,--,--,420275,--,--,420275,235014,--,185261,11785,197046,59262,137784,--,--,137784,-121740,--,16044,76497,--,61287,19514,--,-3470,0.23
110/05/15,109,2,2114,鑫永銓,774965,474441,--,--,300524,--,--,300524,69640,--,230884,5381,236265,45735,190530,--,--,190530,--,--,190530,--,--,--,--,--,--,2.69
110/05/15,109,2,2115,六暉-KY,1029145,804797,--,--,224348,--,--,224348,145435,--,78913,492881,571794,167754,404040,--,--,404040,-78722,--,325318,404040,--,--,325318,--,--,4.69
110/05/15,109,2,2201,裕隆,37374411,27374391,--,--,10000020,--,-3236,9996784,8984798,--,1011986,1111828,2123814,473529,1650285,--,--,1650285,-500155,--,1150130,764547,0,885738,340245,0,809885,0.5
110/05/15,109,2,2204,中華,14778053,12125259,--,--,2652794,30648,--,2622146,1728608,--,893538,815244,1708782,110102,1598680,--,--,1598680,-352961,--,1245719,1522172,--,76508,1227996,--,17723,2.79
110/05/15,109,2,2206,三陽工業,17264105,13985748,--,--,3278357,--,--,3278357,2503774,--,774583,410980,1185563,131334,1054229,--,--,1054229,-303071,--,751158,1021876,--,32353,746153,--,5005,1.27
110/05/15,109,2,2208,台船,12395687,12899506,--,--,-503819,--,--,-503819,227634,--,-731453,94562,-636891,737,-637628,--,--,-637628,--,--,-637628,-637628,--,0,-637628,--,0,-1.35
110/05/15,109,2,2211,長榮鋼,4438942,3452803,--,--,986139,--,--,986139,283958,--,702181,52559,754740,155560,599180,--,--,599180,-852153,--,-252973,425718,--,173462,-422829,--,169856,1.08
110/05/15,109,2,2227,裕日車,14563978,12483836,--,--,2080142,--,--,2080142,1996159,0,83983,1989266,2073249,412870,1660379,--,--,1660379,-386273,--,1274106,1660379,--,--,1274106,--,--,5.53
110/05/15,109,2,2228,劍麟,1449877,1179896,--,--,269981,--,--,269981,279712,--,-9731,47334,37603,49715,-12112,--,--,-12112,-101474,--,-113586,-12112,--,--,-113586,--,--,-0.16
110/05/15,109,2,2231,為升,1491358,970444,--,--,520914,--,--,520914,427958,--,92956,-16445,76511,-2553,79064,--,--,79064,-23017,--,56047,90980,--,-11916,68071,--,-12024,0.74
110/05/15,109,2,2233,宇隆,1095652,745114,--,--,350538,--,--,350538,201233,--,149305,4700,154005,20996,133009,--,--,133009,-54121,--,78888,141444,--,-8435,90313,--,-11425,2.35
110/05/15,109,2,2236,百達-KY,533429,413213,--,--,120216,--,--,120216,124078,--,-3862,10515,6653,12883,-6230,--,--,-6230,-47967,--,-54197,1742,--,-7972,-43482,--,-10715,0.04
110/05/15,109,2,2239,英利-KY,8750672,7396227,--,--,1354445,--,--,1354445,1007917,--,346528,-137977,208551,84063,124488,--,--,124488,-415005,--,-290517,53652,--,70836,-305805,--,15288,0.45
110/05/15,109,2,2241,艾姆勒,403475,312622,--,--,90853,--,--,90853,57762,--,33091,-7100,25991,5103,20888,--,--,20888,13,--,20901,20888,0,0,20901,0,0,0.28
110/05/15,109,2,2243,宏旭-KY,425408,409610,--,--,15798,--,--,15798,67076,--,-51278,15349,-35929,4588,-40517,--,--,-40517,-31087,--,-71604,-40517,--,--,-71604,--,--,-0.93
110/05/15,109,2,2247,汎德永業,18303918,16274715,--,--,2029203,--,--,2029203,1587104,58545,500644,19863,520507,86952,433555,--,--,433555,--,--,433555,433555,0,0,433555,0,0,6.04
