出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
110/05/15,108,2,1310,台苯,6255606,5330073,--,--,925533,--,--,925533,203073,60,722520,-3673,718847,84206,634641,--,--,634641,8271,--,642912,641542,--,-6901,647539,--,-4627,1.22
110/05/15,108,2,1312,國喬,10546332,8935549,--,--,1610783,--,--,1610783,643675,--,967108,790996,1758104,424350,1333754,--,--,1333754,-55690,--,1278064,1295697,--,38057,1328454,--,-50390,1.42
110/05/15,108,2,1313,聯成,31299767,30783157,--,--,516610,--,--,516610,1163040,--,-646430,-56710,-703140,-166141,-536999,--,--,-536999,1654071,--,1117072,-536999,--,--,1117072,--,--,-0.42
110/05/15,108,2,1314,中石化,16435256,15210058,--,--,1225198,--,--,1225198,963425,--,261773,739812,1001585,50364,951221,--,--,951221,295371,--,1246592,953384,--,-2163,1246261,--,331,0.34
110/05/15,108,2,1315,達新,1117700,923135,--,--,194565,--,--,194565,195293,--,-728,488709,487981,2496,485485,--,--,485485,201863,--,687348,484469,--,1016,686214,--,1134,2.54
110/05/15,108,2,1316,上曜,268291,237806,--,--,30485,--,--,30485,142477,--,-111992,15755,-96237,8505,-104742,45268,--,-59474,4908,--,-54566,-86224,--,26750,-86548,--,31982,-0.53
110/05/15,108,2,1319,東陽,10590969,7968801,--,--,2622168,--,--,2622168,1586781,--,1035387,223003,1258390,296351,962039,--,--,962039,131680,--,1093719,1032405,--,-70366,1154853,--,-61134,1.75
110/05/15,108,2,1321,大洋,2226566,2115516,--,--,111050,--,--,111050,162366,--,-51316,60279,8963,5,8958,--,--,8958,-269792,--,-260834,8958,--,--,-260834,--,--,0.04
110/05/15,108,2,1323,永裕,1747440,1351066,--,--,396374,--,--,396374,195741,--,200633,9693,210326,43567,166759,--,--,166759,11107,--,177866,137787,--,28972,148894,--,28972,1.52
110/05/15,108,2,1324,地球,583878,487494,--,--,96384,--,--,96384,93506,--,2878,1254,4132,3640,492,--,--,492,3063,--,3555,492,--,0,3555,--,0,0.01
110/05/15,108,2,1325,恆大,419831,374964,--,--,44867,--,--,44867,26836,--,18031,9738,27769,5995,21774,--,--,21774,3875,--,25649,22683,--,-909,25902,--,-253,0.27
110/05/15,108,2,1326,台化,173298891,151730878,--,--,21568013,--,--,21568013,7781111,--,13786902,6476646,20263548,3361501,16902047,--,--,16902047,9716381,--,26618428,14313803,--,2588244,23690543,--,2927885,2.45
110/05/15,108,2,1337,再生-KY,637259,824716,--,--,-187457,--,--,-187457,208160,--,-395617,13966,-381651,0,-381651,--,--,-381651,91184,--,-290467,-381651,--,--,-290467,--,--,-1.42
110/05/15,108,2,1338,廣華-KY,3528121,2620235,--,--,907886,--,--,907886,648669,--,259217,8365,267582,85413,182169,--,--,182169,85213,--,267382,187438,--,-5269,262145,--,5237,2.24
110/05/15,108,2,1339,昭輝,1297377,923676,--,--,373701,--,--,373701,159797,--,213904,119626,333530,63810,269720,--,--,269720,-1669,--,268051,273155,--,-3435,270100,--,-2049,3.69
110/05/15,108,2,1340,勝悅-KY,648149,709250,--,--,-61101,--,--,-61101,75611,--,-136712,30506,-106206,3492,-109698,--,--,-109698,72700,--,-36998,-109698,--,--,-36998,--,--,-0.79
110/05/15,108,2,1341,富林-KY,1414155,1128504,--,--,285651,--,--,285651,130461,--,155190,-7079,148111,34909,113202,--,--,113202,5522,--,118724,113202,--,--,118724,--,--,2.29
110/05/15,108,2,1342,八貫,642399,481431,--,--,160968,--,--,160968,59083,--,101885,6026,107911,21215,86696,--,--,86696,--,--,86696,--,--,--,--,--,--,1.5
110/05/15,108,2,1402,遠東新,128646499,105188350,--,--,23458149,--,278,23458427,15737495,--,7720932,2162741,9883673,1399470,8484203,--,--,8484203,2146339,--,10630542,5521083,--,2963120,7650397,--,2980145,1.1
110/05/15,108,2,1410,南染,200316,128416,--,--,71900,--,--,71900,35931,--,35969,6745,42714,8048,34666,--,--,34666,663,--,35329,34076,--,590,34739,--,590,0.47
110/05/15,108,2,1413,宏洲,1690247,1576442,--,--,113805,--,--,113805,48943,--,64862,9919,74781,371,74410,--,--,74410,-857,--,73553,--,--,--,--,--,--,0.56
110/05/15,108,2,1414,東和,428129,417887,--,--,10242,--,--,10242,35556,--,-25314,1451,-23863,-5087,-18776,--,--,-18776,31308,--,12532,--,--,--,--,--,--,-0.08
110/05/15,108,2,1416,廣豐,143846,19998,--,--,123848,--,--,123848,139639,--,-15791,23579,7788,2208,5580,--,--,5580,16898,--,22478,5580,--,--,22478,--,--,0.03
110/05/15,108,2,1417,嘉裕,699835,527203,--,--,172632,--,--,172632,278850,--,-106218,75699,-30519,10031,-40550,--,--,-40550,292126,--,251576,-40550,--,--,251576,--,--,-0.11
110/05/15,108,2,1418,東華,141960,185070,--,--,-43110,--,--,-43110,36683,221,-79572,-14014,-93586,68,-93654,--,--,-93654,347,--,-93307,-93643,--,-11,-93296,--,-11,-1.72
110/05/15,108,2,1419,新紡,869248,617419,--,--,251829,--,--,251829,227819,--,24010,24351,48361,1070,47291,--,--,47291,403296,--,450587,51341,--,-4050,454637,--,-4050,0.17
110/05/15,108,2,1423,利華,264487,260803,--,--,3684,--,--,3684,17073,--,-13389,14974,1585,392,1193,--,--,1193,-1650,--,-457,--,--,--,--,--,--,0.01
110/05/15,108,2,1432,大魯閣,600869,97158,--,--,503711,--,--,503711,597111,--,-93400,-37321,-130721,-15,-130706,--,--,-130706,-10981,--,-141687,-115797,--,-14909,-126646,--,-15041,-0.69
110/05/15,108,2,1434,福懋,24089595,21090582,--,--,2999013,--,--,2999013,1494736,--,1504277,2060758,3565035,585397,2979638,--,--,2979638,432680,--,3412318,2659627,--,320011,3060974,--,351344,1.58
110/05/15,108,2,1435,中福,10694,662,--,--,10032,0,0,10032,18615,--,-8583,22095,13512,0,13512,--,--,13512,-3008,--,10504,13512,--,0,10504,--,0,0.11
110/05/15,108,2,1436,華友聯,622574,456496,--,--,166078,--,--,166078,73350,--,92728,-29968,62760,12998,49762,--,--,49762,957,--,50719,49762,--,--,50719,--,--,0.62
110/05/15,108,2,1437,勤益控,322689,86328,--,--,236361,--,--,236361,68098,--,168263,39163,207426,44228,163198,603744,--,766942,252737,--,1019679,749265,--,17677,1001783,--,17896,3.68
110/05/15,108,2,1438,三地開發,6,44,--,--,-38,--,--,-38,4232,--,-4270,4309,39,--,39,--,--,39,--,--,39,--,--,--,--,--,--,0
110/05/15,108,2,1439,中和,106288,105107,--,--,1181,--,--,1181,97437,--,-96256,1123209,1026953,110450,916503,--,--,916503,131,--,916634,916503,--,--,916634,--,--,9.96
110/05/15,108,2,1440,南紡,11619975,10862325,--,--,757650,--,--,757650,983038,--,-225388,331581,106193,-32167,138360,--,--,138360,363393,--,501753,122783,--,15577,485186,--,16567,0.07
110/05/15,108,2,1441,大東,735594,781339,--,--,-45745,--,--,-45745,106337,--,-152082,-14447,-166529,2913,-169442,--,--,-169442,33357,--,-136085,-163933,--,-5509,-132178,--,-3907,-2.1
110/05/15,108,2,1442,名軒,306160,279491,--,--,26669,--,--,26669,58590,--,-31921,3926,-27995,7439,-35434,--,--,-35434,268,--,-35166,-35434,--,0,-35166,--,0,-0.12
110/05/15,108,2,1443,立益,343663,255997,--,--,87666,--,--,87666,38702,--,48964,-25548,23416,1567,21849,-118,--,21731,11723,--,33454,26100,--,-4369,44519,--,-11065,0.19
110/05/15,108,2,1444,力麗,6257649,5743241,--,--,514408,--,62,514470,354176,--,160294,272733,433027,79643,353384,--,--,353384,5363,--,358747,358650,--,-5266,350754,--,7993,0.38
110/05/15,108,2,1445,大宇,723237,677661,--,--,45576,--,--,45576,62615,--,-17039,2477,-14562,-5144,-9418,0,--,-9418,-5485,--,-14903,-9418,0,0,-14903,0,0,-0.07
110/05/15,108,2,1446,宏和,224879,199075,--,--,25804,--,--,25804,50041,--,-24237,8989,-15248,3978,-19226,--,--,-19226,3019,--,-16207,-19226,--,--,-16207,--,--,-0.14
110/05/15,108,2,1447,力鵬,7757925,7524930,--,--,232995,--,--,232995,342968,--,-109973,296187,186214,20669,165545,--,--,165545,-56979,--,108566,138997,--,26548,93908,--,14658,0.16
110/05/15,108,2,1449,佳和,1184451,1048578,--,--,135873,--,--,135873,162092,--,-26219,49364,23145,35927,-12782,--,--,-12782,21561,--,8779,-5780,--,-7002,13142,--,-4363,-0.05
110/05/15,108,2,1451,年興,4312557,4086579,--,--,225978,--,--,225978,312447,--,-86469,101297,14828,19662,-4834,--,--,-4834,34784,--,29950,-4738,--,-96,30045,--,-95,-0.02
110/05/15,108,2,1452,宏益,1025100,854022,--,--,171078,--,--,171078,60637,--,110441,584,111025,23923,87102,--,--,87102,-1351,--,85751,87102,--,--,85751,--,--,0.66
110/05/15,108,2,1453,大將,502,271,--,--,231,--,--,231,14778,--,-14547,34971,20424,13152,7272,--,--,7272,0,--,7272,7215,0,57,7215,0,57,0.08
110/05/15,108,2,1454,台富,983923,867846,--,--,116077,--,--,116077,83098,-177,32802,5291,38093,5328,32765,--,--,32765,-7305,--,25460,32765,--,--,25460,--,--,0.26
110/05/15,108,2,1455,集盛,6548335,6449420,--,--,98915,--,--,98915,228571,--,-129656,131725,2069,-8651,10720,--,--,10720,10373,--,21093,10720,--,--,21093,--,--,0.02
110/05/15,108,2,1456,怡華,469885,404441,--,--,65444,--,--,65444,36749,--,28695,-25289,3406,3325,81,--,--,81,-7469,--,-7388,--,--,--,--,--,--,0
110/05/15,108,2,1457,宜進,2651518,2335927,--,--,315591,--,--,315591,137424,405422,583589,-83844,499745,33474,466271,--,--,466271,-12829,--,453442,235548,--,230723,216055,--,237387,1.04
110/05/15,108,2,1459,聯發,1751194,1736970,--,--,14224,--,--,14224,84210,--,-69986,81765,11779,1378,10401,--,--,10401,34706,--,45107,10159,--,242,44865,--,242,0.03
110/05/15,108,2,1460,宏遠,4258762,3435733,--,--,823029,--,--,823029,729174,-350,93505,8493,101998,82954,19044,--,--,19044,116747,--,135791,19042,--,2,135789,--,2,0.04
110/05/15,108,2,1463,強盛,283194,219585,--,--,63609,--,--,63609,41981,--,21628,54494,76122,3292,72830,--,--,72830,3110,--,75940,70012,--,2818,73122,--,2818,0.43
110/05/15,108,2,1464,得力,4828366,3974770,--,--,853596,--,--,853596,635279,82501,300818,28330,329148,24376,304772,--,--,304772,46991,--,351763,285657,--,19115,329720,--,22043,0.86
110/05/15,108,2,1465,偉全,404158,368481,--,--,35677,--,--,35677,130836,--,-95159,21575,-73584,109525,-183109,1188599,--,1005490,92107,--,1097597,387867,--,617623,431619,--,665978,3.74
110/05/15,108,2,1466,聚隆,1826759,1683610,0,0,143149,0,0,143149,126109,0,17040,-24514,-7474,-14837,7363,0,--,7363,727,--,8090,7363,0,0,8090,0,0,0.07
110/05/15,108,2,1467,南緯,3280476,2699850,--,--,580626,--,--,580626,596166,--,-15540,49049,33509,75075,-41566,--,--,-41566,33193,--,-8373,-46339,--,4773,-13239,--,4866,-0.2
110/05/15,108,2,1468,昶和,517749,415917,--,--,101832,--,--,101832,73511,--,28321,14151,42472,--,42472,--,--,42472,32867,--,75339,38161,--,4311,70904,--,4435,0.24
110/05/15,108,2,1470,大統新創,417514,306538,--,--,110976,--,--,110976,63814,-25,47137,6892,54029,10091,43938,--,--,43938,4540,--,48478,43938,--,0,48478,--,0,0.51
110/05/15,108,2,1471,首利,502312,555336,--,--,-53024,--,--,-53024,136691,--,-189715,8095,-181620,1373,-182993,--,--,-182993,3099,--,-179894,-182993,--,0,-179894,--,0,-1.22
110/05/15,108,2,1472,三洋紡,156564,172603,--,--,-16039,--,--,-16039,60186,215909,139684,-640,139044,16889,122155,--,--,122155,11747,--,133902,122155,--,--,133902,--,--,2.75
110/05/15,108,2,1473,台南,3863377,3283207,--,--,580170,--,--,580170,490528,--,89642,28707,118349,44914,73435,--,--,73435,29039,--,102474,75271,--,-1836,104614,--,-2140,0.52
110/05/15,108,2,1474,弘裕,1717635,1582821,--,--,134814,--,--,134814,159037,--,-24223,15797,-8426,7045,-15471,--,--,-15471,3765,--,-11706,-7816,--,-7655,-4051,--,-7655,-0.06
110/05/15,108,2,1475,業旺,28291,34249,--,--,-5958,--,--,-5958,9931,--,-15889,-10381,-26270,237,-26507,--,--,-26507,-218,--,-26725,-26224,--,-283,-26287,--,-438,-1.64
110/05/15,108,2,1476,儒鴻,13183624,9418636,--,--,3764988,--,--,3764988,1267394,--,2497594,46730,2544324,570300,1974024,-2780,--,1971244,42753,--,2013997,1971244,--,--,2013997,--,--,7.18
110/05/15,108,2,1477,聚陽,12899813,10241296,--,--,2658517,--,--,2658517,1524520,--,1133997,-23373,1110624,252421,858203,--,--,858203,41742,--,899945,842437,--,15766,884088,--,15857,3.83
110/05/15,108,2,1503,士電,13255919,10783134,--,--,2472785,--,--,2472785,1414975,--,1057810,199834,1257644,327419,930225,--,--,930225,203559,--,1133784,899103,--,31122,1098461,--,35323,1.73
110/05/15,108,2,1504,東元,24248557,18243404,--,--,6005153,8775,9160,6005538,4066958,--,1938580,570338,2508918,519608,1989310,--,--,1989310,4829701,--,6819011,1801670,--,187640,6513900,--,305111,0.92
110/05/15,108,2,1506,正道,627851,565135,--,--,62716,--,--,62716,156828,--,-94112,12564,-81548,927,-82475,--,--,-82475,11295,--,-71180,-62186,--,-20289,-52932,--,-18248,-0.51
110/05/15,108,2,1507,永大,6409877,4893845,--,--,1516032,--,--,1516032,1193545,--,322487,74951,397438,145783,251655,0,--,251655,78916,--,330571,233447,--,18208,312363,--,18208,0.57
110/05/15,108,2,1512,瑞利,1067531,986823,--,--,80708,--,--,80708,127935,--,-47227,4317,-42910,0,-42910,--,--,-42910,8258,--,-34652,-42910,--,--,-34652,--,--,-0.2
110/05/15,108,2,1513,中興電,5683608,4776788,--,--,906820,--,--,906820,666748,--,240072,85683,325755,61613,264142,--,--,264142,55727,--,319869,264164,--,-22,317664,--,2205,0.64
110/05/15,108,2,1514,亞力,2456139,2040318,--,--,415821,0,226,416047,268865,--,147182,27251,174433,26863,147570,--,--,147570,8427,--,155997,144480,--,3090,152555,--,3442,0.73
110/05/15,108,2,1515,力山,3589398,2938536,--,--,650862,--,--,650862,426578,--,224284,81280,305564,102046,203518,713994,--,917512,-8910,--,908602,916976,--,536,908001,--,601,5.05
110/05/15,108,2,1516,川飛,288003,277878,--,--,10125,--,--,10125,4553,0,5572,-506,5066,8,5058,0,--,5058,0,--,5058,--,--,--,--,--,--,0.16
110/05/15,108,2,1517,利奇,1465267,1299126,--,--,166141,--,--,166141,206095,--,-39954,64626,24672,8595,16077,0,--,16077,17825,--,33902,13891,--,2186,30394,--,3508,0.06
110/05/15,108,2,1519,華城,2714979,2322763,--,--,392216,--,--,392216,399025,--,-6809,163769,156960,72024,84936,-613,--,84323,-28191,--,56132,80877,--,3446,52766,--,3366,0.31
110/05/15,108,2,1521,大億,2850690,2302321,--,--,548369,2784,1631,547216,269049,--,278167,11226,289393,58219,231174,0,--,231174,3342,--,234516,231174,--,--,234516,--,--,3.03
110/05/15,108,2,1522,堤維西,8940657,6874463,--,--,2066194,43,29,2066180,1511046,--,555134,82980,638114,157792,480322,--,--,480322,61870,--,542192,456740,--,23582,515480,--,26712,1.46
110/05/15,108,2,1524,耿鼎,1156987,916172,--,--,240815,--,--,240815,135300,0,105515,1723,107238,26122,81116,--,--,81116,21635,--,102751,81116,--,--,102751,--,--,0.45
110/05/15,108,2,1525,江申,683939,605922,--,--,78017,--,--,78017,51583,--,26434,190648,217082,96542,120540,--,--,120540,36233,--,156773,120540,--,--,156773,--,--,1.64
110/05/15,108,2,1526,日馳,565209,429768,--,--,135441,--,--,135441,81074,--,54367,5290,59657,14695,44962,0,--,44962,2021,--,46983,44962,--,--,46983,--,--,0.75
110/05/15,108,2,1527,鑽全,1823750,1292840,--,--,530910,--,--,530910,218083,--,312827,355253,668080,182067,486013,--,--,486013,--,--,486013,--,--,--,--,--,--,3.52
110/05/15,108,2,1528,恩德,1920859,1410101,--,--,510758,--,--,510758,640882,--,-130124,45500,-84624,-4989,-79635,--,--,-79635,9031,--,-70604,-80445,--,810,-71477,--,873,-0.4
110/05/15,108,2,1529,樂士,140830,122587,--,--,18243,--,--,18243,16185,0,2058,862,2920,2008,912,--,--,912,--,--,912,912,--,--,912,--,--,0.01
110/05/15,108,2,1530,亞崴,1686489,1319415,--,--,367074,--,-231,366843,217921,--,148922,28518,177440,64013,113427,--,--,113427,9079,--,122506,114227,--,-800,122470,--,36,1.18
110/05/15,108,2,1531,高林股,1153714,964156,--,--,189558,--,--,189558,174980,--,14578,30839,45417,8748,36669,--,--,36669,12821,--,49490,36669,--,--,49490,--,--,0.2
110/05/15,108,2,1532,勤美,7444781,5611751,--,--,1833030,--,--,1833030,1139885,2256,695401,-76175,619226,147127,472099,0,--,472099,123298,--,595397,361827,--,110272,463714,--,131683,0.94
110/05/15,108,2,1533,車王電,1454078,967681,--,--,486397,--,--,486397,370572,--,115825,14520,130345,28226,102119,--,--,102119,13735,--,115854,132962,--,-30843,146697,--,-30843,1.35
110/05/15,108,2,1535,中宇,4857634,4604043,--,--,253591,6475,--,247116,238409,--,8707,59270,67977,16503,51474,--,--,51474,38911,--,90385,51474,--,--,90385,--,--,0.42
110/05/15,108,2,1536,和大,2985208,2147146,--,--,838062,--,--,838062,411953,--,426109,17086,443195,58511,384684,--,--,384684,-12017,--,372667,382307,--,2377,370372,--,2295,1.5
110/05/15,108,2,1537,廣隆,4014182,3088820,--,--,925362,--,--,925362,272874,--,652488,50322,702810,188727,514083,--,--,514083,29877,--,543960,514083,--,--,543960,--,--,6.29
110/05/15,108,2,1538,正峰,175992,153498,--,--,22494,--,--,22494,65113,--,-42619,-11873,-54492,0,-54492,--,--,-54492,6600,--,-47892,-54492,--,--,-47892,--,--,-0.97
110/05/15,108,2,1539,巨庭,1212730,1081032,--,--,131698,--,--,131698,55575,--,76123,20595,96718,32197,64521,0,--,64521,183,--,64704,64521,--,--,64704,--,--,0.99
110/05/15,108,2,1540,喬福,350545,233946,--,--,116599,--,--,116599,40042,--,76557,66358,142915,28963,113952,--,--,113952,0,--,113952,--,--,--,--,--,--,1.33
110/05/15,108,2,1541,錩泰,2131884,1759562,--,--,372322,--,--,372322,173235,--,199087,-73771,125316,29180,96136,--,--,96136,2631,--,98767,96136,--,--,98767,--,--,1.22
110/05/15,108,2,1558,伸興,2664363,2026674,--,--,637689,--,--,637689,308012,--,329677,60174,389851,96308,293543,--,--,293543,17212,--,310755,288754,--,4789,305966,--,4789,4.77
110/05/15,108,2,1560,中砂,2428755,1770068,--,--,658687,--,--,658687,380745,--,277942,33983,311925,69871,242054,--,--,242054,38187,--,280241,238729,--,3325,256710,--,23531,1.69
110/05/15,108,2,1568,倉佑,955432,830565,--,--,124867,--,--,124867,102427,--,22440,27161,49601,7578,42023,--,--,42023,4081,--,46104,42023,--,--,46104,--,--,0.41
110/05/15,108,2,1582,信錦,4132744,3112464,--,--,1020280,--,--,1020280,467064,--,553216,60820,614036,206061,407975,--,--,407975,49328,--,457303,407975,--,--,457303,--,--,3.3
110/05/15,108,2,1583,程泰,3091727,2292946,--,--,798781,--,--,798781,502881,--,295900,68691,364591,111530,253061,--,--,253061,59025,--,312086,193902,--,59159,248630,--,63456,1.76
110/05/15,108,2,1587,吉茂,731590,563273,--,--,168317,--,--,168317,152891,--,15426,-3643,11783,4442,7341,--,--,7341,8810,--,16151,8446,--,-1105,17256,--,-1105,0.13
