出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
110/05/15,110,1,1225,福懋油,3095540,2709241,3136,--,389435,590,--,388845,161462,0,227383,30867,258250,48185,210065,--,--,210065,-1496,--,208569,199928,--,10137,198432,--,10137,0.91
110/05/15,110,1,1227,佳格,8269002,6163468,--,--,2105534,--,--,2105534,1385349,--,720185,5001,725186,153750,571436,--,--,571436,90687,--,662123,564969,--,6467,626172,--,35951,0.62
110/05/15,110,1,1229,聯華,2225292,1732128,--,--,493164,--,--,493164,268136,--,225028,1123460,1348488,30100,1318388,--,--,1318388,2561182,--,3879570,1249606,--,68782,2597501,--,1282069,0.98
110/05/15,110,1,1231,聯華食,2373553,1815609,--,--,557944,--,--,557944,336454,--,221490,11020,232510,45302,187208,--,--,187208,-1973,--,185235,187735,--,-527,185904,--,-669,1.02
110/05/15,110,1,1232,大統益,4842731,4047615,--,--,795116,--,--,795116,231354,--,563762,58183,621945,124399,497546,--,--,497546,28,--,497574,488560,--,8986,488588,--,8986,3.05
110/05/15,110,1,1233,天仁,478616,197038,--,--,281578,0,0,281578,260446,--,21132,-793,20339,3823,16516,0,--,16516,-26440,--,-9924,16364,--,152,-9955,--,31,0.18
110/05/15,110,1,1234,黑松,2214899,1727481,--,--,487418,--,--,487418,430930,--,56488,113897,170385,37387,132998,--,--,132998,-1352,--,131646,132998,--,--,131646,--,--,0.33
110/05/15,110,1,1235,興泰,3821,6063,--,--,-2242,--,--,-2242,2798,--,-5040,-7518,-12558,283,-12841,--,--,-12841,1048485,--,1035644,-12841,--,--,1035644,--,--,-0.13
110/05/15,110,1,1236,宏亞,540610,368618,--,--,171992,--,--,171992,118242,--,53750,7285,61035,-237,61272,--,--,61272,9275,--,70547,61272,--,0,70547,--,0,0.57
110/05/15,110,1,1256,鮮活果汁-KY,993986,548467,--,--,445519,--,--,445519,185892,--,259627,11504,271131,72882,198249,--,--,198249,-22112,--,176137,199104,--,-855,177728,--,-1591,5.88
110/05/15,110,1,1301,台塑,60601937,44043031,--,--,16558906,--,--,16558906,3674146,--,12884760,5177394,18062154,3102212,14959942,--,--,14959942,11658592,--,26618534,14959942,--,--,26618534,--,--,2.35
110/05/15,110,1,1303,南亞,89710690,68326744,--,--,21383946,--,-7208,21376738,5141481,--,16235257,5539960,21775217,3608784,18166433,--,--,18166433,4161300,--,22327733,17654715,--,511718,21834064,--,493669,2.23
110/05/15,110,1,1304,台聚,16194178,11737736,--,--,4456442,--,--,4456442,1252316,--,3204126,60519,3264645,690263,2574382,--,--,2574382,81045,--,2655427,1248662,--,1325720,1481766,--,1173661,1.16
110/05/15,110,1,1305,華夏,4978665,3381674,--,--,1596991,--,--,1596991,493282,--,1103709,2757,1106466,219690,886776,--,--,886776,34553,--,921329,826725,--,60051,861227,--,60102,1.49
110/05/15,110,1,1307,三芳,2589090,1961182,--,--,627908,--,--,627908,360272,--,267636,-595,267041,62565,204476,--,--,204476,22221,--,226697,204476,--,--,226697,--,--,0.51
110/05/15,110,1,1308,亞聚,1852605,1209746,--,--,642859,--,--,642859,70869,--,571990,96932,668922,113806,555116,--,--,555116,391115,--,946231,555116,--,--,946231,--,--,0.95
110/05/15,110,1,1309,台達化,4536148,3703468,--,--,832680,--,--,832680,242831,--,589849,42594,632443,143778,488665,--,--,488665,50220,--,538885,488665,--,--,538885,--,--,1.42
110/05/15,110,1,1310,台苯,2137879,1850450,--,--,287429,--,--,287429,68155,--,219274,64407,283681,42257,241424,--,--,241424,96009,--,337433,239414,--,2010,335853,--,1580,0.45
110/05/15,110,1,1312,國喬,5234020,3791503,--,--,1442517,--,--,1442517,436983,--,1005534,1311640,2317174,335308,1981866,--,--,1981866,502040,--,2483906,1936190,--,45676,2259172,--,224734,2.13
110/05/15,110,1,1313,聯成,17109846,14770388,--,--,2339458,--,--,2339458,690922,--,1648536,-14036,1634500,353742,1280758,--,--,1280758,517195,--,1797953,1280758,--,--,1797953,--,--,0.99
110/05/15,110,1,1314,中石化,7436525,6324757,--,--,1111768,--,--,1111768,561584,--,550184,119492,669676,13491,656185,--,--,656185,1292,--,657477,657521,--,-1336,658654,--,-1177,0.2
110/05/15,110,1,1315,達新,539193,440003,--,--,99190,--,--,99190,80020,--,19170,15827,34997,3833,31164,--,--,31164,345484,--,376648,31511,--,-347,377089,--,-441,0.24
110/05/15,110,1,1316,上曜,217609,167306,--,--,50303,--,--,50303,64772,--,-14469,-19048,-33517,852,-34369,0,--,-34369,0,--,-34369,-33033,--,-1336,-33033,--,-1336,-0.2
110/05/15,110,1,1319,東陽,4518336,3589607,--,--,928729,--,--,928729,698530,--,230199,77266,307465,62545,244920,--,--,244920,-44699,--,200221,250525,--,-5605,206380,--,-6159,0.42
110/05/15,110,1,1321,大洋,1534728,1387023,--,--,147705,--,--,147705,127499,--,20206,229753,249959,0,249959,0,--,249959,423439,--,673398,249959,0,0,673398,--,--,1.13
110/05/15,110,1,1323,永裕,829904,628853,--,--,201051,--,--,201051,104604,--,96447,-6315,90132,23046,67086,--,--,67086,-5835,--,61251,55929,--,11157,50094,--,11157,0.62
110/05/15,110,1,1324,地球,251889,212498,--,--,39391,--,--,39391,40904,--,-1513,-364,-1877,1187,-3064,--,--,-3064,-2027,--,-5091,-3064,--,--,-5091,--,--,-0.04
110/05/15,110,1,1325,恆大,470661,246618,--,--,224043,--,--,224043,26826,--,197217,579,197796,40357,157439,--,--,157439,4665,--,162104,156860,--,579,162058,--,46,1.84
110/05/15,110,1,1326,台化,84154251,67276362,--,--,16877889,--,--,16877889,4297308,--,12580581,4174486,16755067,2686990,14068077,0,--,14068077,10417768,--,24485845,12872934,--,1195143,23333867,--,1151978,2.2
110/05/15,110,1,1337,再生-KY,264943,295040,--,--,-30097,--,--,-30097,81262,--,-111359,6078,-105281,0,-105281,--,--,-105281,-51968,--,-157249,-105281,--,--,-157249,--,--,-0.39
110/05/15,110,1,1338,廣華-KY,1774356,1350171,--,--,424185,--,--,424185,322040,--,102145,53771,155916,38450,117466,--,--,117466,17702,--,135168,115243,--,2223,138084,--,-2916,1.37
110/05/15,110,1,1339,昭輝,516642,387865,--,--,128777,--,--,128777,82378,--,46399,27688,74087,19341,54746,--,--,54746,5653,--,60399,57828,--,-3082,63723,--,-3324,0.78
110/05/15,110,1,1340,勝悅-KY,119459,176950,0,0,-57491,0,0,-57491,30592,0,-88083,12431,-75652,-2604,-73048,0,--,-73048,64705,--,-8343,-73048,--,--,-8343,--,--,-0.48
110/05/15,110,1,1341,富林-KY,758254,567839,--,--,190415,--,--,190415,60425,--,129990,5271,135261,27358,107903,--,--,107903,19433,--,127336,107903,--,--,127336,--,--,2.18
110/05/15,110,1,1342,八貫,436272,336632,0,0,99640,--,--,99640,37668,--,61972,2259,64231,13201,51030,--,--,51030,--,--,51030,--,--,--,--,--,--,0.75
110/05/15,110,1,1410,南染,108312,68747,--,--,39565,--,--,39565,17827,--,21738,712,22450,4573,17877,--,--,17877,1053,--,18930,16486,--,1391,17539,--,1391,0.26
110/05/15,110,1,1413,宏洲,617660,582987,--,--,34673,--,--,34673,28143,--,6530,-197,6333,0,6333,--,--,6333,0,--,6333,--,--,--,--,--,--,0.05
110/05/15,110,1,1414,東和,202938,163967,--,--,38971,--,--,38971,19581,--,19390,180,19570,1991,17579,--,--,17579,36287,--,53866,--,--,--,--,--,--,0.08
110/05/15,110,1,1416,廣豐,36421,24868,--,--,11553,--,--,11553,42617,--,-31064,424,-30640,1,-30641,-12855,--,-43496,13036,--,-30460,-38772,--,-4724,-25736,--,-4724,-0.21
110/05/15,110,1,1417,嘉裕,318747,117964,--,--,200783,--,--,200783,138965,--,61818,22300,84118,-11412,95530,2338,--,97868,9889,--,107757,95530,--,2338,109767,--,-2010,0.52
110/05/15,110,1,1418,東華,12880,89712,--,--,-76832,--,--,-76832,21198,-33996,-132026,-6755,-138781,5368,-144149,--,--,-144149,176,--,-143973,-144148,--,-1,-143972,--,-1,-2.66
110/05/15,110,1,1419,新紡,549893,387463,--,--,162430,--,--,162430,119426,0,43004,30627,73631,8450,65181,--,--,65181,314768,--,379949,65185,--,-4,379953,--,-4,0.22
110/05/15,110,1,1423,利華,53920,27080,--,--,26840,--,--,26840,8573,--,18267,6360,24627,4734,19893,--,--,19893,3467,--,23360,--,--,--,--,--,--,0.14
110/05/15,110,1,1432,大魯閣,233009,139410,--,--,93599,--,--,93599,102367,--,-8768,1361,-7407,0,-7407,--,--,-7407,3477,--,-3930,-6209,--,-1198,-2732,--,-1198,-0.08
110/05/15,110,1,1434,福懋,8159917,7069036,--,--,1090881,--,--,1090881,649315,--,441566,198723,640289,66377,573912,0,--,573912,-88398,--,485514,573912,--,0,485514,--,0,0.34
110/05/15,110,1,1435,中福,3384,343,--,--,3041,--,--,3041,11612,--,-8571,-387,-8958,0,-8958,--,--,-8958,-3378,--,-12336,-8863,--,-95,-12509,--,173,-0.07
110/05/15,110,1,1436,華友聯,419334,269041,--,--,150293,--,--,150293,49392,--,100901,-16056,84845,1562,83283,--,--,83283,802,--,84085,83283,--,--,84085,--,--,0.87
110/05/15,110,1,1437,勤益控,178650,41131,--,--,137519,--,--,137519,23387,--,114132,49466,163598,27954,135644,--,--,135644,14479,--,150123,135758,--,-114,150237,--,-114,0.67
110/05/15,110,1,1438,三地開發,407,157,--,--,250,--,--,250,3449,--,-3199,-4,-3203,-81,-3122,--,--,-3122,--,--,-3122,--,--,--,--,--,--,-0.06
110/05/15,110,1,1439,中和,22525,22815,--,--,-290,--,--,-290,8042,--,-8332,38858,30526,409,30117,--,--,30117,37181,--,67298,30117,--,--,67298,--,--,0.33
110/05/15,110,1,1440,南紡,5341594,4314628,--,--,1026966,--,--,1026966,573349,--,453617,809775,1263392,137871,1125521,--,--,1125521,259552,--,1385073,1122271,--,3250,1381199,--,3874,0.68
110/05/15,110,1,1441,大東,372024,364314,--,--,7710,--,--,7710,48928,--,-41218,35949,-5269,7057,-12326,--,--,-12326,2059,--,-10267,-3344,--,-8982,-2362,--,-7905,-0.03
110/05/15,110,1,1442,名軒,361293,273348,--,--,87945,--,--,87945,36721,--,51224,-207,51017,5828,45189,--,--,45189,-181,--,45008,45189,--,0,45008,--,0,0.12
110/05/15,110,1,1443,立益,159162,110776,--,--,48386,--,--,48386,16561,--,31825,184,32009,908,31101,-2621,--,28480,8290,--,36770,34069,--,-5589,49238,--,-12468,0.25
110/05/15,110,1,1444,力麗,2202304,1927409,--,--,274895,0,646,275541,214133,--,61408,28868,90276,18084,72192,--,--,72192,-148185,--,-75993,77573,--,-5381,-49052,--,-26941,0.08
110/05/15,110,1,1445,大宇,268568,254360,--,--,14208,--,--,14208,30680,--,-16472,3471,-13001,1211,-14212,--,--,-14212,-1786,--,-15998,-14212,--,--,-15998,--,--,-0.11
110/05/15,110,1,1446,宏和,83192,48229,--,--,34963,--,--,34963,17520,--,17443,3595,21038,8,21030,--,--,21030,19636,--,40666,21030,--,--,40666,--,--,0.15
110/05/15,110,1,1447,力鵬,5878346,5491906,--,--,386440,250,313,386503,185660,--,200843,-7534,193309,39312,153997,--,--,153997,-245106,--,-91109,152133,--,1864,-25736,--,-65373,0.18
110/05/15,110,1,1449,佳和,589464,541158,--,--,48306,--,--,48306,90108,--,-41802,-33055,-74857,--,-74857,--,--,-74857,54922,--,-19935,-73555,--,-1302,-21455,--,1520,-0.84
110/05/15,110,1,1451,年興,1737738,1603920,--,--,133818,--,--,133818,79180,--,54638,29567,84205,18051,66154,--,--,66154,363982,--,430136,66154,--,--,430136,--,--,0.33
110/05/15,110,1,1452,宏益,513362,407517,--,--,105845,--,--,105845,38879,--,66966,82776,149742,15175,134567,--,--,134567,34765,--,169332,134567,--,--,169332,--,--,1.01
110/05/15,110,1,1453,大將,16058,12153,--,--,3905,--,--,3905,7823,--,-3918,11438,7520,769,6751,--,--,6751,--,--,6751,6751,--,0,6751,--,0,0.07
110/05/15,110,1,1454,台富,367005,345078,--,--,21927,--,--,21927,31934,-64,-10071,757,-9314,-3506,-5808,--,--,-5808,38967,--,33159,-5808,--,--,33157,--,2,-0.05
110/05/15,110,1,1455,集盛,2363278,2022551,--,--,340727,--,--,340727,145822,--,194905,202221,397126,15177,381949,--,--,381949,20934,--,402883,381949,--,--,402883,--,--,0.72
110/05/15,110,1,1456,怡華,543793,360122,--,--,183671,--,--,183671,42880,--,140791,-20590,120201,344,119857,--,--,119857,0,--,119857,119857,--,--,119857,--,--,1.28
110/05/15,110,1,1457,宜進,951136,827369,--,--,123767,--,--,123767,62762,--,61005,58766,119771,6674,113097,0,--,113097,18290,--,131387,69472,--,43625,84747,--,46640,0.31
110/05/15,110,1,1459,聯發,674591,621290,--,--,53301,--,--,53301,45220,--,8081,144774,152855,258,152597,--,--,152597,9159,--,161756,152440,--,157,161599,--,157,0.48
110/05/15,110,1,1460,宏遠,2142152,1721288,--,--,420864,--,--,420864,350703,0,70161,-36551,33610,13613,19997,--,--,19997,-58589,--,-38592,19997,--,0,-38592,--,0,0.04
110/05/15,110,1,1463,強盛,106948,85974,--,--,20974,--,--,20974,19566,--,1408,35179,36587,5483,31104,--,--,31104,1797,--,32901,31676,--,-572,33473,--,-572,0.19
110/05/15,110,1,1464,得力,2421658,1992857,--,--,428801,--,26,428827,284331,6742,151238,-48128,103110,6867,96243,--,--,96243,-39654,--,56589,94363,--,1880,64359,--,-7770,0.25
110/05/15,110,1,1465,偉全,73380,75166,--,--,-1786,--,--,-1786,14130,--,-15916,4557,-11359,-2106,-9253,--,--,-9253,475,--,-8778,-9253,--,--,-8778,--,--,-0.09
110/05/15,110,1,1466,聚隆,781257,625898,--,--,155359,0,0,155359,102920,--,52439,-7306,45133,5086,40047,0,--,40047,208,--,40255,39653,0,394,39861,--,394,0.36
110/05/15,110,1,1467,南緯,1624326,1268816,--,--,355510,--,--,355510,317049,--,38461,-14280,24181,46808,-22627,--,--,-22627,11206,--,-11421,-24483,--,1856,-13208,--,1787,-0.1
110/05/15,110,1,1468,昶和,240474,182514,--,--,57960,--,--,57960,32891,--,25069,21847,46916,0,46916,--,--,46916,-36456,--,10460,39765,--,7151,3476,--,6984,0.25
110/05/15,110,1,1470,大統新創,201729,162547,--,--,39182,--,--,39182,27269,0,11913,-3179,8734,2252,6482,--,--,6482,4140,--,10622,6482,--,0,10622,--,0,0.08
110/05/15,110,1,1471,首利,131613,123236,--,--,8377,--,--,8377,39213,--,-30836,32352,1516,5,1511,--,--,1511,376,--,1887,1516,--,-5,1892,--,-5,0.01
110/05/15,110,1,1472,三洋紡,63085,37689,--,--,25396,--,--,25396,46157,--,-20761,16103,-4658,6542,-11200,--,--,-11200,-10994,--,-22194,-11200,--,--,-22194,--,--,-0.13
110/05/15,110,1,1473,台南,1703426,1422922,--,--,280504,--,--,280504,231998,--,48506,12501,61007,16299,44708,--,--,44708,3192,--,47900,44708,--,0,47900,--,0,0.31
110/05/15,110,1,1474,弘裕,789530,652813,--,--,136717,--,--,136717,84371,--,52346,1599,53945,10467,43478,--,--,43478,-4275,--,39203,44932,--,-1454,40657,--,-1454,0.35
110/05/15,110,1,1476,儒鴻,8219476,5865167,--,--,2354309,--,--,2354309,698189,--,1656120,27902,1684022,326429,1357593,0,--,1357593,-16772,--,1340821,1357593,--,--,1340821,--,--,4.95
110/05/15,110,1,1477,聚陽,6816799,5211868,--,--,1604931,--,--,1604931,810564,--,794367,31744,826111,175654,650457,--,--,650457,1328,--,651785,650166,--,291,651562,--,223,2.92
110/05/15,110,1,1504,東元,11991051,8801156,--,--,3189895,10262,9518,3189151,1793547,--,1395604,36545,1432149,201282,1230867,--,--,1230867,5719719,--,6950586,1101644,--,129223,6671659,--,278927,0.53
110/05/15,110,1,1506,正道,255725,220607,--,--,35118,--,--,35118,45573,--,-10455,-3429,-13884,2052,-15936,15112,--,-824,-6144,--,-6968,-7780,--,6956,-12920,--,5952,-0.05
110/05/15,110,1,1507,永大,3769023,2786294,--,--,982729,--,--,982729,691148,--,291581,54172,345753,117025,228728,--,--,228728,-24513,--,204215,218470,--,10258,193957,--,10258,0.53
110/05/15,110,1,1512,瑞利,237457,221947,--,--,15510,--,--,15510,51746,--,-36236,-708,-36944,--,-36944,--,--,-36944,-2673,--,-39617,-36944,--,--,-39617,--,--,-0.16
110/05/15,110,1,1513,中興電,4682713,3426157,--,--,1256556,--,--,1256556,458465,--,798091,-30530,767561,151395,616166,--,--,616166,-4522,--,611644,614201,--,1965,609799,--,1845,1.31
110/05/15,110,1,1514,亞力,1242141,1017345,--,--,224796,11,--,224785,117478,--,107307,9491,116798,17906,98892,--,--,98892,1355,--,100247,96192,--,2700,97459,--,2788,0.45
110/05/15,110,1,1515,力山,4038815,3374305,--,--,664510,--,--,664510,252133,--,412377,-3963,408414,81115,327299,--,--,327299,-7140,--,320159,324460,--,2839,320097,--,62,1.79
110/05/15,110,1,1516,川飛,209445,199708,--,--,9737,--,--,9737,6028,--,3709,128,3837,0,3837,--,--,3837,--,--,3837,--,--,--,--,--,--,0.11
110/05/15,110,1,1517,利奇,1009861,825451,--,--,184410,--,--,184410,95052,--,89358,76346,165704,31369,134335,--,--,134335,1265,--,135600,103890,--,30445,103094,--,32506,0.47
110/05/15,110,1,1519,華城,1595992,1375189,--,--,220803,--,--,220803,202589,--,18214,-3232,14982,5838,9144,--,--,9144,-1637,--,7507,9144,--,0,7507,--,0,0.04
110/05/15,110,1,1521,大億,1275875,1118764,--,--,157111,1472,227,155866,127028,--,28838,-2163,26675,5369,21306,--,--,21306,-1374,--,19932,21306,--,--,19932,--,--,0.28
110/05/15,110,1,1522,堤維西,3968565,3183546,--,--,785019,13,21,785027,614165,--,170862,-33548,137314,42066,95248,--,--,95248,56723,--,151971,77729,--,17519,136493,--,15478,0.25
110/05/15,110,1,1524,耿鼎,460408,374437,--,--,85971,--,--,85971,58180,0,27791,-44,27747,6113,21634,--,--,21634,19009,--,40643,21634,--,--,40643,--,--,0.13
110/05/15,110,1,1525,江申,317524,281991,--,--,35533,--,--,35533,23500,--,12033,92439,104472,17501,86971,--,--,86971,-28687,--,58284,86971,--,--,58284,--,--,1.18
110/05/15,110,1,1526,日馳,342419,236606,--,--,105813,--,--,105813,40021,--,65792,973,66765,12628,54137,--,--,54137,931,--,55068,54137,--,--,55068,--,--,0.9
110/05/15,110,1,1527,鑽全,1112782,834496,--,--,278286,--,--,278286,93136,--,185150,-955,184195,36839,147356,--,--,147356,--,--,147356,--,--,--,--,--,--,1.06
110/05/15,110,1,1528,恩德,760230,580540,--,--,179690,--,--,179690,176139,--,3551,5766,9317,969,8348,--,--,8348,-18167,--,-9819,10098,--,-1750,-8165,--,-1654,0.05
110/05/15,110,1,1529,樂士,30381,23915,--,--,6466,--,--,6466,9024,0,-2558,1090,-1468,756,-2224,--,--,-2224,--,--,-2224,-2224,--,--,-2224,--,--,-0.02
110/05/15,110,1,1530,亞崴,803987,670676,--,--,133311,--,1764,135075,95651,--,39424,868,40292,19006,21286,--,--,21286,-5894,--,15392,23731,--,-2445,18432,--,-3040,0.25
110/05/15,110,1,1531,高林股,624196,540041,--,--,84155,--,--,84155,72628,--,11527,15953,27480,12359,15121,--,--,15121,3724,--,18845,15121,0,0,18845,--,0,0.08
110/05/15,110,1,1532,勤美,3609713,2757188,--,--,852525,--,--,852525,527644,0,324881,-49103,275778,55162,220616,--,--,220616,-97976,--,122640,173509,--,47107,91923,--,30717,0.46
110/05/15,110,1,1533,車王電,572838,378133,--,--,194705,--,--,194705,189835,--,4870,-993,3877,10031,-6154,--,--,-6154,-806,--,-6960,8194,--,-14348,7388,--,-14348,0.08
110/05/15,110,1,1535,中宇,2173956,2000706,--,--,173250,3355,1960,171855,112686,--,59169,46373,105542,17061,88481,--,--,88481,5839,--,94320,88481,--,--,94320,--,--,0.72
110/05/15,110,1,1536,和大,1572673,1210927,--,--,361746,--,--,361746,273050,--,88696,-23403,65293,10980,54313,--,--,54313,20419,--,74732,54841,--,-528,75243,--,-511,0.2
110/05/15,110,1,1537,廣隆,1695958,1302273,--,--,393685,--,--,393685,118074,--,275611,16331,291942,65086,226856,--,--,226856,13316,--,240172,226856,--,--,240172,--,--,2.77
110/05/15,110,1,1538,正峰,61327,54141,--,--,7186,--,--,7186,26634,--,-19448,2653,-16795,0,-16795,--,--,-16795,-4014,--,-20809,-16795,--,--,-20809,--,--,-0.64
110/05/15,110,1,1539,巨庭,615378,559048,--,--,56330,--,--,56330,26300,--,30030,-17868,12162,3230,8932,--,--,8932,-186,--,8746,8932,--,--,8746,--,--,0.14
110/05/15,110,1,1540,喬福,118604,86792,--,--,31812,--,--,31812,15338,--,16474,9199,25673,4814,20859,--,0,20859,0,--,20859,--,--,--,--,--,--,0.24
110/05/15,110,1,1541,錩泰,1279384,1086906,--,--,192478,--,--,192478,105963,--,86515,23270,109785,28415,81370,--,--,81370,4099,--,85469,81370,--,--,85469,--,--,1.03
110/05/15,110,1,1558,伸興,2545221,1912056,--,--,633165,--,--,633165,229060,--,404105,12327,416432,88141,328291,--,--,328291,560,--,328851,328207,--,84,328767,--,84,5.42
110/05/15,110,1,1560,中砂,1464737,1054075,--,--,410662,--,--,410662,226127,--,184535,-8786,175749,13742,162007,--,--,162007,-24672,--,137335,148828,--,13179,137174,--,161,1.05
110/05/15,110,1,1568,倉佑,470109,414020,--,--,56089,--,--,56089,52771,--,3318,-4786,-1468,126,-1594,--,--,-1594,-1575,--,-3169,-1594,--,--,-3169,--,--,-0.02
110/05/15,110,1,1582,信錦,2293991,1827316,--,--,466675,--,--,466675,300344,--,166331,35290,201621,76588,125033,--,--,125033,-34536,--,90497,126115,--,-1082,94505,--,-4008,1.02
110/05/15,110,1,1583,程泰,1506666,1179106,--,--,327560,--,--,327560,210664,--,116896,50778,167674,34905,132769,--,--,132769,35188,--,167957,115323,--,17446,153265,--,14692,1.04
110/05/15,110,1,1587,吉茂,534609,405100,--,--,129509,--,--,129509,90771,--,38738,-2851,35887,11901,23986,--,--,23986,-4006,--,19980,23986,--,--,19980,--,--,0.37
110/05/15,110,1,1589,永冠-KY,2145708,1595101,--,--,550607,--,--,550607,351088,0,199519,-42526,156993,31288,125705,--,--,125705,69700,--,195405,125469,--,236,198184,--,-2779,1.13
110/05/15,110,1,1590,亞德客-KY,5933876,3057553,--,--,2876323,--,--,2876323,902037,--,1974286,-60748,1913538,466384,1447154,--,--,1447154,-169345,--,1277809,1447336,--,-182,1277984,--,-175,7.66
110/05/15,110,1,1597,直得,418654,242384,--,--,176270,--,--,176270,81154,--,95116,-7305,87811,21332,66479,--,--,66479,-2869,--,63610,66479,--,--,63610,--,--,0.82
110/05/15,110,1,1598,岱宇,3838107,2454600,--,--,1383507,--,--,1383507,1047581,165,336091,-3003,333088,64896,268192,--,--,268192,-8619,--,259573,264788,--,3404,259272,--,301,2.1
